Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA,week,year,game_id
4.0,1:10,1.0,10.0,CLE 41,24.0,30.0,"Penalty on Jordan Elliott: Neutral Zone Infraction, 5 yards (accepted) (no play)",2.85,3.58,2.0,2022,19
4.0,1:10,1.0,5.0,CLE 36,24.0,30.0,Joe Flacco pass complete short right to Tyler Conklin for 4 yards (tackle by Martin Emerson),3.58,3.52,2.0,2022,19
4.0,1:04,2.0,1.0,CLE 32,24.0,30.0,Joe Flacco pass complete short right to Michael Carter for 5 yards (tackle by Denzel Ward),3.52,3.78,2.0,2022,19
4.0,1:00,1.0,10.0,CLE 27,24.0,30.0,Joe Flacco pass incomplete short middle intended for Ty Johnson (defended by Anthony Walker),3.78,3.23,2.0,2022,19
4.0,0:55,2.0,10.0,CLE 27,24.0,30.0,Joe Flacco pass complete short middle to Garrett Wilson for 12 yards (tackle by Grant Delpit),3.23,4.58,2.0,2022,19
4.0,0:36,1.0,10.0,CLE 15,24.0,30.0,Joe Flacco pass incomplete short left intended for Elijah Moore,4.58,3.95,2.0,2022,19
4.0,0:30,2.0,10.0,CLE 15,24.0,30.0,Joe Flacco pass incomplete short right,3.95,3.1,2.0,2022,19
4.0,0:25,3.0,10.0,CLE 15,30.0,30.0,"Joe Flacco pass complete short middle to Garrett Wilson for 15 yards, touchdown",3.1,7.0,2.0,2022,19
4.0,0:22,,,CLE 15,31.0,30.0,Greg Zuerlein kicks extra point good,0.0,0.0,2.0,2022,19
4.0,0:22,,,NYJ 35,31.0,30.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,19
4.0,0:22,1.0,10.0,CLE 25,31.0,30.0,Jacoby Brissett scrambles left end for 21 yards (tackle by Michael Carter),0.61,1.99,2.0,2022,19
4.0,0:13,1.0,10.0,CLE 46,31.0,30.0,Jacoby Brissett pass deep left intended for Amari Cooper is intercepted by Ashtyn Davis at NYJ-36 and returned for 14 yards,1.99,-2.26,2.0,2022,19
4.0,0:06,1.0,10.0,CLE 50,31.0,30.0,Joe Flacco kneels for -1 yards,2.26,1.58,2.0,2022,19
