Rk,Player,Age,Team,Pos,G,GS,Pass Coverage Int,Pass Coverage Tgt,Pass Coverage Cmp,Pass Coverage Cmp%,Pass Coverage Yds,Pass Coverage Yds/Cmp,Pass Coverage Yds/Tgt,Pass Coverage TD,Pass Coverage Rat,Pass Coverage DADOT,Pass Coverage Air,Pass Coverage YAC,Pass Rush Bltz,Pass Rush Hrry,Pass Rush QBKD,Pass Rush Bats,Pass Rush Sk,Pass Rush Prss,Tackles Comb,Tackles MTkl,Tackles MTkl%,Awards
109.0,Christian Rozeboom,26.0,LAR,LB,17.0,5.0,1.0,49.0,39.0,79.6,296.0,7.6,6.0,1.0,90.1,2.3,90.0,206.0,19.0,0.0,2.0,0.0,0.0,2.0,79.0,12.0,13.2,
110.0,Devon Witherspoon,23.0,SEA,CB,14.0,13.0,1.0,84.0,49.0,58.3,450.0,9.2,5.4,5.0,87.9,7.3,214.0,236.0,26.0,1.0,1.0,3.0,3.0,5.0,79.0,12.0,13.2,"PB,AP DRoY-4"
111.0,Jerome Baker,27.0,MIA,LILB,13.0,12.0,2.0,46.0,39.0,84.8,335.0,8.6,7.3,1.0,86.1,2.9,109.0,226.0,41.0,2.0,2.0,0.0,1.5,6.0,78.0,11.0,12.4,
112.0,Carl Granderson,27.0,NOR,DE,17.0,17.0,0.0,3.0,2.0,66.7,6.0,3.0,2.0,0.0,70.1,-4.0,-7.0,13.0,2.0,8.0,11.0,2.0,8.5,28.0,78.0,5.0,6.0,
113.0,Jabrill Peppers,28.0,NWE,DB,15.0,15.0,2.0,35.0,23.0,65.7,173.0,7.5,4.9,2.0,72.7,5.5,48.0,125.0,35.0,2.0,1.0,0.0,1.0,4.0,78.0,9.0,10.3,
114.0,L'Jarius Sneed,26.0,KAN,CB,16.0,16.0,2.0,100.0,51.0,51.0,478.0,9.4,4.8,0.0,56.2,9.9,283.0,195.0,12.0,0.0,3.0,0.0,0.0,3.0,78.0,6.0,7.1,
115.0,Jalen Thompson,25.0,ARI,S,15.0,15.0,4.0,47.0,31.0,66.0,422.0,13.6,9.0,3.0,80.3,10.1,288.0,134.0,14.0,1.0,2.0,0.0,1.0,4.0,78.0,5.0,6.0,
116.0,Drue Tranquill,28.0,KAN,LB,16.0,8.0,0.0,30.0,24.0,80.0,184.0,7.7,6.1,0.0,92.2,3.5,70.0,114.0,49.0,1.0,2.0,0.0,4.5,8.0,78.0,7.0,8.2,
117.0,Myles Bryant,25.0,NWE,DB,17.0,9.0,1.0,82.0,62.0,75.6,614.0,9.9,7.5,3.0,103.4,8.7,377.0,237.0,14.0,2.0,0.0,0.0,1.0,3.0,77.0,10.0,11.5,
118.0,Paulson Adebo,24.0,NOR,CB,15.0,15.0,4.0,100.0,55.0,55.0,674.0,12.3,6.7,1.0,62.7,11.1,452.0,222.0,3.0,0.0,1.0,0.0,0.0,1.0,76.0,5.0,6.2,
119.0,Ryan Neal,28.0,TAM,S,15.0,13.0,0.0,34.0,31.0,91.2,568.0,18.3,16.7,5.0,158.3,10.6,341.0,227.0,13.0,2.0,0.0,0.0,0.0,2.0,76.0,5.0,6.2,
120.0,Denzel Perryman,31.0,HOU,LB,12.0,11.0,0.0,39.0,29.0,74.4,337.0,11.6,8.6,1.0,108.6,5.0,116.0,221.0,20.0,2.0,1.0,0.0,0.5,4.0,76.0,13.0,14.6,
121.0,D.J. Reed,27.0,NYJ,CB,15.0,15.0,1.0,80.0,47.0,58.8,527.0,11.2,6.6,2.0,81.6,10.7,317.0,210.0,2.0,0.0,0.0,0.0,0.0,0.0,76.0,7.0,8.4,
122.0,De'Vondre Campbell,30.0,GNB,LILB,11.0,11.0,0.0,25.0,18.0,72.0,215.0,11.9,8.6,1.0,111.2,5.0,84.0,131.0,17.0,2.0,2.0,0.0,0.0,4.0,75.0,3.0,3.8,
123.0,Tyrann Mathieu,31.0,NOR,S,17.0,17.0,4.0,46.0,25.0,54.3,306.0,12.2,6.7,3.0,60.6,8.8,105.0,201.0,9.0,1.0,0.0,1.0,0.0,1.0,75.0,7.0,8.5,
124.0,Alontae Taylor,25.0,NOR,CB,17.0,13.0,2.0,102.0,62.0,60.8,685.0,11.0,6.7,4.0,85.6,8.6,378.0,307.0,32.0,2.0,0.0,0.0,1.0,3.0,75.0,14.0,15.7,
125.0,Brian Branch,22.0,DET,DB,15.0,9.0,3.0,73.0,45.0,61.6,468.0,10.4,6.4,4.0,81.3,6.8,257.0,211.0,31.0,5.0,2.0,0.0,1.0,8.0,74.0,6.0,7.5,AP DRoY-5
126.0,Tyrel Dodson,25.0,BUF,LB,17.0,10.0,0.0,35.0,29.0,82.9,275.0,9.5,7.9,1.0,108.9,0.9,30.0,245.0,36.0,1.0,3.0,0.0,2.5,7.0,74.0,7.0,8.6,
127.0,Jevon Holland,23.0,MIA,S,12.0,12.0,1.0,38.0,27.0,71.1,287.0,10.6,7.6,2.0,99.3,10.6,142.0,145.0,5.0,1.0,0.0,0.0,0.0,1.0,74.0,6.0,7.5,
128.0,Khaleke Hudson,26.0,WAS,LB,17.0,8.0,0.0,35.0,27.0,77.1,277.0,10.3,7.9,2.0,118.4,5.1,77.0,200.0,22.0,1.0,1.0,0.0,1.0,3.0,74.0,2.0,2.6,
129.0,Khalil Mack,32.0,LAC,OLB,17.0,17.0,0.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,56.2,-0.5,0.0,0.0,44.0,9.0,10.0,9.0,17.0,36.0,74.0,11.0,12.9,"PB,AP DPoY-9"
130.0,Brandon Stephens,26.0,BAL,DB,16.0,16.0,2.0,108.0,68.0,63.0,716.0,10.5,6.6,2.0,80.6,9.9,494.0,222.0,5.0,1.0,0.0,1.0,0.0,1.0,74.0,2.0,2.6,
131.0,Bradley Chubb,27.0,MIA,LB,16.0,16.0,0.0,9.0,6.0,66.7,29.0,4.8,3.2,1.0,108.1,-1.1,-4.0,33.0,25.0,9.0,11.0,1.0,11.0,33.0,73.0,14.0,16.1,
132.0,Alohi Gilman,26.0,LAC,S,14.0,14.0,2.0,49.0,31.0,63.3,373.0,12.0,7.6,3.0,89.9,10.4,216.0,157.0,2.0,0.0,0.0,0.0,0.0,0.0,73.0,9.0,11.0,
133.0,Elijah Molden,24.0,TEN,CB,15.0,8.0,1.0,33.0,24.0,72.7,332.0,13.8,10.1,3.0,122.3,9.6,214.0,118.0,14.0,0.0,0.0,1.0,0.0,0.0,73.0,3.0,3.9,
134.0,Jonathon Cooper,25.0,DEN,OLB,17.0,17.0,1.0,14.0,10.0,71.4,117.0,11.7,8.4,0.0,66.7,3.9,47.0,70.0,28.0,9.0,4.0,0.0,8.5,22.0,72.0,4.0,5.3,
135.0,Jayron Kearse,29.0,DAL,S,16.0,13.0,1.0,38.0,25.0,65.8,307.0,12.3,8.1,0.0,79.6,7.8,196.0,111.0,22.0,1.0,1.0,2.0,1.5,4.0,72.0,3.0,4.0,
136.0,Charvarius Ward,27.0,SFO,CB,17.0,17.0,5.0,109.0,59.0,54.1,714.0,12.1,6.6,3.0,64.5,12.0,473.0,241.0,3.0,1.0,0.0,0.0,0.0,1.0,72.0,3.0,4.0,"PB,AP-2"
137.0,Jordan Battle,23.0,CIN,S,17.0,7.0,1.0,21.0,19.0,90.5,219.0,11.5,10.4,1.0,106.2,9.0,122.0,97.0,15.0,1.0,1.0,1.0,2.0,4.0,71.0,5.0,6.6,
138.0,Rudy Ford,29.0,GNB,S,13.0,9.0,2.0,28.0,17.0,60.7,203.0,11.9,7.3,1.0,65.0,10.1,90.0,113.0,3.0,0.0,0.0,0.0,0.0,0.0,71.0,7.0,9.0,
139.0,Harold Landry,27.0,TEN,OLB,17.0,10.0,0.0,18.0,16.0,88.9,117.0,7.3,6.5,1.0,112.3,1.1,13.0,104.0,18.0,5.0,10.0,0.0,10.5,26.0,70.0,3.0,4.1,
140.0,Justin Simmons,30.0,DEN,FS,15.0,15.0,3.0,48.0,32.0,66.7,423.0,13.2,8.8,3.0,89.1,10.1,267.0,156.0,6.0,0.0,0.0,0.0,1.0,1.0,70.0,5.0,6.7,"PB,AP-2"
141.0,Vonn Bell,29.0,CAR,FS,13.0,13.0,1.0,27.0,18.0,66.7,240.0,13.3,8.9,0.0,79.2,12.6,206.0,34.0,2.0,0.0,1.0,0.0,0.0,1.0,69.0,8.0,10.4,
142.0,DaRon Bland,24.0,DAL,CB,17.0,15.0,9.0,84.0,50.0,59.5,661.0,13.2,7.9,4.0,60.8,12.4,445.0,216.0,2.0,0.0,1.0,0.0,0.0,1.0,69.0,6.0,8.0,"PB,AP-1,AP DPoY-5"
143.0,Patrick Surtain II,23.0,DEN,CB,17.0,17.0,1.0,91.0,54.0,59.3,660.0,12.2,7.3,3.0,88.2,11.1,483.0,177.0,5.0,0.0,0.0,0.0,0.0,0.0,69.0,6.0,8.0,PB
144.0,Andrew Van Ginkel,28.0,MIA,LOLB,17.0,11.0,1.0,25.0,17.0,68.0,118.0,6.9,4.7,0.0,61.7,1.7,9.0,109.0,40.0,3.0,10.0,5.0,6.0,20.0,69.0,9.0,11.5,
145.0,Stephon Gilmore,33.0,DAL,CB,17.0,17.0,2.0,95.0,53.0,55.8,659.0,12.4,6.9,4.0,82.7,10.1,428.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,4.0,5.6,
146.0,Zyon McCollum,24.0,TAM,CB,17.0,9.0,0.0,92.0,55.0,59.8,624.0,11.3,6.8,3.0,91.0,11.6,364.0,260.0,0.0,1.0,0.0,0.0,0.0,1.0,68.0,6.0,8.1,
147.0,Geno Stone,24.0,BAL,SS/FS,17.0,11.0,7.0,44.0,28.0,63.6,350.0,12.5,8.0,2.0,63.8,11.6,208.0,142.0,11.0,1.0,0.0,0.0,0.0,1.0,68.0,9.0,11.7,
148.0,T.J. Watt,29.0,PIT,LB,17.0,17.0,1.0,8.0,5.0,62.5,49.0,9.8,6.1,0.0,40.1,1.6,3.0,46.0,23.0,12.0,18.0,6.0,19.0,50.0,68.0,10.0,12.8,"PB,AP-1,AP DPoY-2"
149.0,Isaiah Oliver,27.0,SFO,DB,17.0,6.0,1.0,50.0,42.0,84.0,272.0,6.5,5.4,3.0,101.0,3.8,139.0,133.0,19.0,0.0,3.0,0.0,0.0,3.0,67.0,8.0,10.7,
150.0,Benjamin St-Juste,26.0,WAS,CB,16.0,16.0,1.0,106.0,67.0,63.2,769.0,11.5,7.3,2.0,87.3,10.2,508.0,261.0,5.0,0.0,0.0,0.0,1.0,1.0,67.0,8.0,10.7,
151.0,Marcus Epps,27.0,LVR,S,17.0,17.0,0.0,36.0,24.0,66.7,269.0,11.2,7.5,1.0,98.0,9.9,155.0,114.0,8.0,0.0,0.0,0.0,0.0,0.0,66.0,12.0,15.4,
152.0,Josh Hines-Allen,26.0,JAX,OLB,17.0,17.0,1.0,9.0,6.0,66.7,64.0,10.7,7.1,0.0,47.7,-1.9,-3.0,67.0,58.0,14.0,13.0,0.0,17.5,46.0,66.0,7.0,9.6,PB
153.0,Anfernee Jennings,26.0,NWE,LB,15.0,14.0,0.0,15.0,14.0,93.3,67.0,4.8,4.5,1.0,107.5,-0.9,-4.0,71.0,55.0,2.0,3.0,0.0,1.5,7.0,66.0,7.0,9.6,
154.0,Leo Chenal,23.0,KAN,LB,17.0,10.0,0.0,19.0,16.0,84.2,126.0,7.9,6.6,0.0,94.3,4.3,49.0,77.0,24.0,4.0,4.0,1.0,3.0,11.0,65.0,3.0,4.4,
155.0,Akayleb Evans,24.0,MIN,CB,15.0,15.0,1.0,81.0,57.0,70.4,780.0,13.7,9.6,6.0,120.4,10.1,449.0,331.0,5.0,0.0,0.0,0.0,0.0,0.0,65.0,16.0,19.8,
156.0,Christian Izien,23.0,TAM,S,17.0,4.0,2.0,58.0,43.0,74.1,393.0,9.1,6.8,1.0,83.5,4.5,167.0,226.0,56.0,2.0,3.0,0.0,0.0,5.0,65.0,7.0,9.7,
157.0,Jack Sanborn,23.0,CHI,LB,17.0,10.0,1.0,26.0,23.0,88.5,234.0,10.2,9.0,0.0,88.1,2.8,57.0,177.0,16.0,2.0,0.0,0.0,1.0,3.0,65.0,11.0,14.5,
158.0,Cameron Sutton,28.0,DET,CB,17.0,17.0,1.0,91.0,61.0,67.0,888.0,14.6,9.8,5.0,112.3,12.4,631.0,257.0,7.0,0.0,0.0,0.0,0.0,0.0,65.0,6.0,8.5,
159.0,Sione Takitaki,28.0,CLE,RLB/MLB,15.0,7.0,1.0,28.0,19.0,67.9,145.0,7.6,5.2,0.0,65.3,4.8,45.0,100.0,32.0,1.0,1.0,1.0,2.0,4.0,65.0,7.0,9.7,
160.0,Christian Wilkins,28.0,MIA,LDE,17.0,17.0,0.0,3.0,2.0,66.7,11.0,5.5,3.7,0.0,72.9,-4.7,-7.0,18.0,0.0,6.0,14.0,2.0,9.0,30.0,65.0,5.0,7.1,
161.0,Deonte Banks,22.0,NYG,CB,15.0,15.0,2.0,96.0,53.0,55.2,606.0,11.4,6.3,4.0,79.6,9.2,391.0,215.0,1.0,0.0,0.0,0.0,0.0,0.0,64.0,6.0,8.6,
162.0,Christian Barmore,24.0,NWE,DL,17.0,6.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,6.0,4.0,6.0,8.5,19.0,64.0,2.0,3.0,
163.0,Percy Butler,23.0,WAS,S,15.0,13.0,0.0,32.0,19.0,59.4,350.0,18.4,10.9,4.0,136.7,15.6,257.0,93.0,6.0,0.0,0.0,0.0,0.0,0.0,64.0,9.0,12.3,
164.0,Minkah Fitzpatrick,27.0,PIT,S,10.0,10.0,0.0,32.0,18.0,56.3,243.0,13.5,7.6,0.0,80.6,10.3,143.0,100.0,15.0,1.0,0.0,0.0,0.0,1.0,64.0,5.0,7.2,PB
165.0,Micah Parsons,24.0,DAL,LB,17.0,17.0,0.0,5.0,3.0,60.0,10.0,3.3,2.0,0.0,64.6,2.2,4.0,6.0,47.0,11.0,16.0,2.0,14.0,43.0,64.0,3.0,4.5,"PB,AP-2,AP DPoY-3"
166.0,Adoree' Jackson,28.0,NYG,CB,14.0,14.0,1.0,88.0,58.0,65.9,752.0,13.0,8.5,2.0,95.5,7.8,362.0,390.0,6.0,0.0,0.0,0.0,0.0,0.0,63.0,9.0,12.5,
167.0,Kader Kohou,25.0,MIA,CB,17.0,16.0,0.0,83.0,68.0,81.9,641.0,9.4,7.7,8.0,131.0,7.3,359.0,282.0,15.0,0.0,4.0,1.0,1.0,5.0,63.0,12.0,16.0,
168.0,Steven Nelson,30.0,HOU,CB,17.0,16.0,4.0,70.0,43.0,61.4,657.0,15.3,9.4,1.0,73.3,14.0,478.0,179.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,5.0,7.4,
169.0,Asante Samuel Jr.,24.0,LAC,CB,17.0,16.0,2.0,96.0,58.0,60.4,766.0,13.2,8.0,3.0,87.4,8.7,389.0,377.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,12.0,16.0,
170.0,Zach Sieler,28.0,MIA,DT,17.0,17.0,1.0,3.0,2.0,66.7,3.0,1.5,1.0,0.0,30.6,-2.0,-5.0,8.0,0.0,7.0,9.0,3.0,10.0,27.0,63.0,8.0,11.3,
171.0,Andre Cisco,23.0,JAX,S,15.0,15.0,4.0,47.0,31.0,66.0,481.0,15.5,10.2,7.0,103.8,13.3,350.0,131.0,12.0,1.0,0.0,0.0,0.5,2.0,62.0,10.0,13.9,
172.0,Michael Davis,28.0,LAC,CB,17.0,13.0,1.0,89.0,58.0,65.2,801.0,13.8,9.0,8.0,119.2,12.2,565.0,236.0,1.0,1.0,0.0,0.0,0.0,1.0,62.0,9.0,12.7,
173.0,A'Shawn Robinson,28.0,NYG,DL,17.0,13.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,62.0,1.0,1.6,
174.0,Quinnen Williams,26.0,NYJ,DL,17.0,17.0,1.0,2.0,1.0,50.0,4.0,4.0,2.0,0.0,16.7,-0.5,1.0,3.0,0.0,9.0,13.0,1.0,5.5,29.0,62.0,7.0,10.1,PB
175.0,D.J. Wonnum,26.0,MIN,OLB,15.0,14.0,0.0,8.0,6.0,75.0,50.0,8.3,6.3,0.0,90.6,0.0,-1.0,51.0,48.0,8.0,4.0,4.0,8.0,21.0,62.0,1.0,1.6,
176.0,Leonard Williams,29.0,2TM,NT,18.0,17.0,0.0,3.0,3.0,100.0,8.0,2.7,2.7,0.0,79.2,-3.7,-11.0,19.0,0.0,7.0,10.0,1.0,5.5,23.0,62.0,4.0,6.1,
176.0,Leonard Williams,29.0,NYG,NT,8.0,7.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,3.0,3.0,0.0,1.5,8.0,21.0,2.0,8.7,
176.0,Leonard Williams,29.0,SEA,DL,10.0,10.0,0.0,3.0,3.0,100.0,8.0,2.7,2.7,0.0,79.2,-3.7,-11.0,19.0,0.0,4.0,7.0,1.0,4.0,15.0,41.0,2.0,4.7,
177.0,Jamel Dean,27.0,TAM,CB,13.0,13.0,0.0,56.0,37.0,66.1,484.0,13.1,8.6,3.0,111.0,10.2,309.0,175.0,8.0,0.0,0.0,0.0,0.0,0.0,61.0,2.0,3.2,
178.0,Kyler Gordon,24.0,CHI,DB,13.0,7.0,2.0,61.0,47.0,77.0,444.0,9.4,7.3,2.0,93.9,5.9,183.0,261.0,35.0,3.0,1.0,0.0,1.0,5.0,61.0,5.0,7.6,
179.0,John Jenkins,34.0,LVR,DT,17.0,17.0,0.0,1.0,1.0,100.0,3.0,3.0,3.0,0.0,79.2,1.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,3.0,61.0,2.0,3.2,
180.0,Damontae Kazee,30.0,PIT,S,14.0,9.0,2.0,43.0,29.0,67.4,456.0,15.7,10.6,4.0,114.1,11.3,349.0,107.0,4.0,0.0,0.0,0.0,0.0,0.0,61.0,4.0,6.2,
181.0,Henry To'oTo'o,22.0,HOU,LB,14.0,6.0,0.0,33.0,27.0,81.8,273.0,10.1,8.3,3.0,131.4,5.9,140.0,133.0,15.0,3.0,1.0,0.0,0.0,4.0,61.0,12.0,16.4,
182.0,Josh Woods,27.0,ARI,LB,11.0,7.0,0.0,29.0,23.0,79.3,185.0,8.0,6.4,2.0,116.2,3.0,51.0,134.0,12.0,1.0,0.0,0.0,0.5,2.0,61.0,9.0,12.9,
183.0,Xavier Woods,28.0,CAR,S,14.0,14.0,2.0,41.0,26.0,63.4,223.0,8.6,5.4,1.0,65.4,8.5,119.0,104.0,2.0,0.0,0.0,0.0,0.0,0.0,61.0,7.0,10.3,
184.0,Russ Yeast,24.0,LAR,DB,17.0,9.0,0.0,41.0,28.0,68.3,398.0,14.2,9.7,2.0,115.7,10.7,279.0,119.0,13.0,0.0,0.0,0.0,0.0,0.0,61.0,17.0,21.8,
185.0,Byron Young,25.0,LAR,OLB,17.0,16.0,0.0,17.0,13.0,76.5,76.0,5.8,4.5,0.0,84.4,1.8,-12.0,88.0,51.0,10.0,11.0,1.0,8.0,30.0,61.0,8.0,11.6,AP DRoY-8
186.0,Rasul Douglas,28.0,2TM,CB,16.0,15.0,5.0,80.0,47.0,58.8,524.0,11.1,6.6,5.0,73.1,8.7,343.0,181.0,4.0,0.0,0.0,0.0,1.0,1.0,61.0,7.0,10.3,
186.0,Rasul Douglas,28.0,GNB,RCB,7.0,7.0,1.0,41.0,27.0,65.9,292.0,10.8,7.1,4.0,109.0,6.6,178.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,3.0,8.6,
186.0,Rasul Douglas,28.0,BUF,CB,9.0,8.0,4.0,39.0,20.0,51.3,232.0,11.6,5.9,1.0,38.6,11.0,165.0,67.0,4.0,0.0,0.0,0.0,1.0,1.0,29.0,4.0,12.1,
187.0,Zach Allen,26.0,DEN,DE,17.0,17.0,0.0,1.0,1.0,100.0,-1.0,-1.0,-1.0,0.0,79.2,-5.0,-5.0,4.0,0.0,7.0,13.0,1.0,5.0,27.0,60.0,2.0,3.2,
188.0,Nick Bolton,23.0,KAN,LB,8.0,8.0,1.0,32.0,23.0,71.9,176.0,7.7,5.5,1.0,82.3,3.8,48.0,128.0,23.0,1.0,1.0,0.0,0.0,2.0,60.0,2.0,3.2,
189.0,Tyson Campbell,23.0,JAX,CB,11.0,11.0,1.0,62.0,43.0,69.4,532.0,12.4,8.6,8.0,128.5,10.1,345.0,187.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,7.0,10.4,
190.0,Tashaun Gipson,33.0,SFO,S,16.0,16.0,1.0,27.0,15.0,55.6,130.0,8.7,4.8,1.0,65.4,8.6,71.0,59.0,9.0,0.0,0.0,0.0,1.0,1.0,60.0,3.0,4.8,
191.0,Martin Emerson,23.0,CLE,CB,16.0,12.0,4.0,79.0,37.0,46.8,499.0,13.5,6.3,0.0,46.3,12.8,344.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,10.0,14.5,
192.0,Donte Jackson,28.0,CAR,CB,16.0,16.0,0.0,67.0,45.0,67.2,558.0,12.4,8.3,3.0,107.7,10.4,401.0,157.0,2.0,0.0,0.0,0.0,0.0,0.0,59.0,12.0,16.9,
193.0,David Mayo,30.0,WAS,LB,17.0,5.0,0.0,23.0,21.0,91.3,210.0,10.0,9.1,1.0,119.2,5.6,125.0,85.0,11.0,1.0,0.0,0.0,2.0,3.0,59.0,4.0,6.3,
194.0,Tracy Walker,28.0,DET,SS,17.0,6.0,0.0,30.0,17.0,56.7,254.0,14.9,8.5,3.0,117.9,12.9,207.0,47.0,8.0,2.0,2.0,0.0,1.0,5.0,59.0,7.0,10.6,
195.0,Willie Gay Jr.,25.0,KAN,LB,16.0,15.0,1.0,29.0,22.0,75.9,177.0,8.0,6.1,0.0,76.4,2.4,31.0,146.0,37.0,2.0,2.0,1.0,1.0,5.0,58.0,4.0,6.5,
196.0,Sam Hubbard,28.0,CIN,DE,15.0,15.0,0.0,5.0,5.0,100.0,39.0,7.8,7.8,0.0,99.2,-1.4,-7.0,46.0,3.0,5.0,11.0,0.0,6.0,22.0,58.0,1.0,1.7,
197.0,Chidobe Awuzie,28.0,CIN,LCB,15.0,10.0,0.0,57.0,36.0,63.2,484.0,13.4,8.5,4.0,113.5,11.8,304.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,5.0,8.1,
198.0,Samson Ebukam,28.0,IND,DE,17.0,17.0,0.0,8.0,6.0,75.0,12.0,2.0,1.5,0.0,77.1,-1.5,-20.0,32.0,10.0,3.0,8.0,0.0,9.5,21.0,57.0,6.0,9.5,
199.0,Sauce Gardner,23.0,NYJ,CB,16.0,16.0,0.0,55.0,31.0,56.4,332.0,10.7,6.0,1.0,80.3,10.3,168.0,164.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,14.0,19.7,"PB,AP-1"
200.0,Alex Highsmith,26.0,PIT,LB,17.0,17.0,2.0,11.0,6.0,54.5,26.0,4.3,2.4,0.0,20.5,0.1,-23.0,49.0,61.0,7.0,11.0,0.0,7.0,26.0,57.0,3.0,5.0,
201.0,Byron Murphy,25.0,MIN,CB,14.0,14.0,3.0,101.0,68.0,67.3,781.0,11.5,7.7,6.0,97.8,9.8,381.0,400.0,13.0,0.0,0.0,0.0,0.0,0.0,57.0,12.0,17.4,
202.0,Sean Murphy-Bunting,26.0,TEN,LCB,14.0,14.0,2.0,69.0,44.0,63.8,645.0,14.7,9.3,2.0,91.8,11.2,445.0,200.0,4.0,1.0,0.0,0.0,0.0,1.0,57.0,2.0,3.4,
203.0,Khalen Saunders,27.0,NOR,DT,17.0,17.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,57.0,4.0,6.6,
204.0,Nick Scott,28.0,CIN,S,17.0,10.0,0.0,33.0,22.0,66.7,332.0,15.1,10.1,0.0,99.6,14.0,217.0,115.0,22.0,1.0,1.0,0.0,0.0,2.0,57.0,4.0,6.6,
205.0,Darius Slay,32.0,PHI,CB,12.0,12.0,2.0,80.0,49.0,61.3,560.0,11.4,7.0,2.0,80.2,10.5,341.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,7.0,10.9,PB
206.0,Kobie Turner,24.0,LAR,NT,17.0,4.0,0.0,2.0,1.0,50.0,5.0,5.0,2.5,0.0,56.2,-7.5,-7.0,12.0,0.0,4.0,5.0,1.0,9.0,20.0,57.0,5.0,8.1,AP DRoY-3
207.0,Montez Sweat,27.0,2TM,DL,17.0,17.0,0.0,1.0,1.0,100.0,-1.0,-1.0,-1.0,0.0,79.2,-6.0,-6.0,5.0,0.0,11.0,13.0,3.0,12.5,40.0,57.0,3.0,5.0,PB
207.0,Montez Sweat,27.0,WAS,LDE,8.0,8.0,0.0,1.0,1.0,100.0,-1.0,-1.0,-1.0,0.0,79.2,-6.0,-6.0,5.0,0.0,5.0,6.0,1.0,6.5,19.0,32.0,1.0,3.0,
207.0,Montez Sweat,27.0,CHI,DL,9.0,9.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,6.0,7.0,2.0,6.0,21.0,25.0,2.0,7.4,
208.0,Calais Campbell,37.0,ATL,DL,17.0,17.0,0.0,3.0,2.0,66.7,13.0,6.5,4.3,0.0,75.7,-0.3,-1.0,14.0,0.0,7.0,10.0,1.0,6.5,24.0,56.0,8.0,12.5,
209.0,Davon Godchaux,29.0,NWE,DL,17.0,17.0,0.0,1.0,1.0,100.0,11.0,11.0,11.0,0.0,112.5,-3.0,-3.0,14.0,0.0,3.0,1.0,0.0,0.0,4.0,56.0,3.0,5.1,
210.0,Kamu Grugier-Hill,29.0,CAR,LB,17.0,5.0,1.0,21.0,17.0,81.0,144.0,8.5,6.9,1.0,91.3,3.7,51.0,93.0,7.0,0.0,0.0,0.0,1.0,1.0,56.0,10.0,15.2,
211.0,Nnamdi Madubuike,26.0,BAL,DT,17.0,17.0,0.0,3.0,3.0,100.0,13.0,4.3,4.3,0.0,84.7,-0.7,-2.0,15.0,0.0,3.0,16.0,0.0,13.0,33.0,56.0,2.0,3.4,"PB,AP-2,AP DPoY-9"
212.0,Krys Barnes,25.0,ARI,LB,16.0,6.0,1.0,19.0,16.0,84.2,125.0,7.8,6.6,3.0,111.7,3.4,50.0,75.0,5.0,0.0,1.0,2.0,0.0,1.0,55.0,4.0,6.8,
213.0,Jerry Jacobs,26.0,DET,CB,15.0,12.0,3.0,82.0,52.0,63.4,638.0,12.3,7.8,6.0,96.5,11.8,534.0,104.0,4.0,1.0,1.0,0.0,0.0,2.0,55.0,9.0,14.1,
214.0,Jermaine Johnson II,24.0,NYJ,LB,17.0,17.0,1.0,5.0,2.0,40.0,17.0,8.5,3.4,0.0,10.0,-5.4,-9.0,26.0,26.0,9.0,7.0,3.0,7.5,25.0,55.0,2.0,3.5,PB
215.0,Marcus Williams,27.0,BAL,S,11.0,11.0,1.0,37.0,24.0,64.9,322.0,13.4,8.7,4.0,117.2,10.8,193.0,129.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,4.0,6.8,
216.0,Christian Benford,23.0,BUF,CB,15.0,14.0,2.0,62.0,43.0,69.4,470.0,10.9,7.6,2.0,88.8,10.8,347.0,123.0,2.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,
217.0,James Bradberry,30.0,PHI,CB,16.0,16.0,1.0,101.0,60.0,59.4,740.0,12.3,7.3,11.0,114.3,10.4,521.0,219.0,3.0,0.0,0.0,0.0,0.0,0.0,54.0,6.0,10.0,
218.0,Cole Holcomb,27.0,PIT,LB,8.0,8.0,0.0,19.0,13.0,68.4,144.0,11.1,7.6,0.0,90.7,4.9,61.0,83.0,37.0,0.0,2.0,0.0,0.0,2.0,54.0,5.0,8.5,
