Quarter,Time,Down,ToGo,Location,BUF,KAN,Detail,EPB,EPA,week,year,game_id
4.0,1:09,2.0,12.0,KAN 14,23.0,20.0,"Josh Allen pass complete short left to Dawson Knox for 14 yards, touchdown",3.79,7.0,6.0,2022,92
4.0,1:04,,,KAN 15,24.0,20.0,Tyler Bass kicks extra point good,0.0,0.0,6.0,2022,92
4.0,1:04,,,BUF 35,24.0,20.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.61,6.0,2022,92
4.0,1:04,1.0,10.0,KAN 25,24.0,20.0,"Patrick Mahomes pass incomplete deep right intended for Mecole Hardman. Penalty on Siran Neal: Defensive Holding, 5 yards (accepted) (no play)",0.61,0.94,6.0,2022,92
4.0,0:56,1.0,10.0,KAN 30,24.0,20.0,Patrick Mahomes pass short right intended for Skyy Moore is intercepted by Taron Johnson at KC-32 and returned for 2 yards (tackle by JuJu Smith-Schuster),0.94,-3.58,6.0,2022,92
4.0,0:51,1.0,10.0,KAN 30,24.0,20.0,Devin Singletary left guard for 6 yards (tackle by Leo Chenal and Khalen Saunders),3.58,3.84,6.0,2022,92
4.0,0:46,,,,,,Timeout #2 by Kansas City Chiefs,,,6.0,2022,92
4.0,0:46,2.0,4.0,KAN 24,24.0,20.0,Josh Allen kneels for -4 yards,3.84,2.61,6.0,2022,92
4.0,0:43,,,,,,Timeout #3 by Kansas City Chiefs,,,6.0,2022,92
4.0,0:43,3.0,8.0,KAN 28,24.0,20.0,Josh Allen kneels for -4 yards,2.61,1.24,6.0,2022,92
