Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA,week,year,game_id
4.0,2:23,1.0,10.0,SEA 46,9.0,19.0,"Kenneth Walker right tackle for no gain (tackle by Victor Dimukeje and Jalen Thompson). Penalty on D'Wayne Eskridge: Offensive Illegal Block Above the Waist, 15 yards (declined)",1.99,1.45,6.0,2022,91
4.0,2:22,2.0,10.0,SEA 46,9.0,19.0,"Kenneth Walker left tackle for 1 yard (tackle by Michael Dogbe). Penalty on Damien Lewis: Offensive Holding, 10 yards (accepted)",1.45,0.24,6.0,2022,91
4.0,2:05,2.0,19.0,SEA 37,9.0,19.0,Kenneth Walker left end for no gain (tackle by Budda Baker and Leki Fotu),0.24,-0.43,6.0,2022,91
4.0,2:00,3.0,19.0,SEA 37,9.0,19.0,Kenneth Walker up the middle for 3 yards (tackle by Jalen Thompson and Markus Golden),-0.43,-0.72,6.0,2022,91
4.0,1:12,4.0,16.0,SEA 40,9.0,19.0,"Penalty on SEA: Delay of Game, 5 yards (accepted) (no play)",-0.72,-1.04,6.0,2022,91
4.0,1:12,4.0,21.0,SEA 35,9.0,19.0,Michael Dickson punts 35 yards out of bounds,-1.04,-0.94,6.0,2022,91
4.0,1:08,1.0,10.0,ARI 30,9.0,19.0,Kyler Murray sacked by Shelby Harris for -8 yards,0.94,-0.69,6.0,2022,91
4.0,0:36,2.0,18.0,ARI 22,9.0,19.0,Kyler Murray pass complete short right to A.J. Green for 5 yards (tackle by Michael Jackson),-0.69,-0.69,6.0,2022,91
4.0,0:24,,,,,,Timeout #2 by Seattle Seahawks,,,6.0,2022,91
4.0,0:24,3.0,13.0,ARI 27,9.0,19.0,Kyler Murray pass complete short left to Zach Ertz for 8 yards (tackle by Coby Bryant),-0.69,-1.04,6.0,2022,91
