Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA,week,year,game_id
4,0:41,4.0,2.0,PHI 45,24.0,31.0,"Sam Howell pass complete short right to Dyami Brown for 16 yards (tackle by Darius Slay). Penalty on Josh Jobe: Defensive Holding, 5 yards (declined)",0.27,3.64,4.0,2023,59
4,0:35,1.0,10.0,PHI 29,24.0,31.0,Sam Howell pass incomplete short right,3.64,3.1,4.0,2023,59
4,0:28,2.0,10.0,PHI 29,24.0,31.0,Sam Howell pass complete short right to Terry McLaurin for 8 yards (tackle by Darius Slay),3.1,3.53,4.0,2023,59
4,0:09,3.0,1.0,PHI 21,24.0,31.0,Sam Howell pass complete short right to Terry McLaurin for 11 yards,3.53,4.91,4.0,2023,59
4,0:05,,,,,,Timeout #2 by Philadelphia Eagles,,,4.0,2023,59
4,0:05,1.0,10.0,PHI 10,24.0,31.0,Sam Howell pass incomplete short middle intended for Curtis Samuel (defended by Reed Blankenship),4.91,4.19,4.0,2023,59
4,0:02,2.0,10.0,PHI 10,30.0,31.0,"Sam Howell pass complete short right to Jahan Dotson for 10 yards, touchdown",4.19,7.0,4.0,2023,59
4,0:00,,,PHI 15,31.0,31.0,Joey Slye kicks extra point good,0.0,0.0,4.0,2023,59
,,,,,,,"Commanders won the coin toss, Commanders to receive the overtime kickoff.",,,4.0,2023,59
OT,10:00,,,PHI 35,31.0,31.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,4.0,2023,59
OT,10:00,1.0,10.0,WAS 25,31.0,31.0,Brian Robinson right tackle for no gain (tackle by Milton Williams and Fletcher Cox),0.61,0.06,4.0,2023,59
OT,9:23,2.0,10.0,WAS 25,31.0,31.0,Sam Howell pass complete short middle to Jahan Dotson for 5 yards (tackle by Reed Blankenship),0.06,0.04,4.0,2023,59
OT,8:41,3.0,5.0,WAS 30,31.0,31.0,"Sam Howell pass incomplete deep left intended for Terry McLaurin (defended by Reed Blankenship) Replay Assistant challenged the pass completion ruling, and the play was upheld.",0.04,-1.37,4.0,2023,59
OT,8:35,4.0,5.0,WAS 30,31.0,31.0,Tress Way punts 29 yards downed by Casey Toohill,-1.37,-1.66,4.0,2023,59
OT,8:26,1.0,10.0,PHI 41,31.0,31.0,Jalen Hurts pass complete short left to A.J. Brown for 7 yards (tackle by Emmanuel Forbes),1.66,2.07,4.0,2023,59
OT,7:45,2.0,3.0,PHI 48,31.0,31.0,Jalen Hurts pass incomplete deep left intended for A.J. Brown,2.07,1.36,4.0,2023,59
OT,7:39,3.0,3.0,PHI 48,31.0,31.0,Jalen Hurts pass complete short right to DeVonta Smith for 2 yards (tackle by Benjamin St-Juste),1.36,-0.06,4.0,2023,59
OT,7:13,4.0,1.0,PHI 50,31.0,31.0,Jalen Hurts up the middle for 2 yards (tackle by Cody Barton),-0.06,2.39,4.0,2023,59
OT,6:19,1.0,10.0,WAS 48,31.0,31.0,Jalen Hurts right end for -1 yards (tackle by Kamren Curl),2.39,1.71,4.0,2023,59
OT,6:02,2.0,11.0,WAS 49,31.0,31.0,Jalen Hurts pass complete short right to D'Andre Swift for 11 yards (tackle by Kamren Curl),1.71,3.05,4.0,2023,59
OT,5:33,1.0,10.0,WAS 38,31.0,31.0,D'Andre Swift left guard for 4 yards (tackle by Cody Barton),3.05,3.05,4.0,2023,59
OT,4:50,2.0,6.0,WAS 34,31.0,31.0,"Jalen Hurts pass incomplete deep middle. Penalty on Jalen Hurts: Intentional Grounding, 11 yards (accepted)",3.05,0.89,4.0,2023,59
OT,4:44,3.0,17.0,WAS 45,31.0,31.0,Jalen Hurts pass complete short middle to DeVonta Smith for 9 yards (tackle by Emmanuel Forbes and Darrick Forrest),0.89,0.88,4.0,2023,59
OT,4:04,4.0,8.0,WAS 36,31.0,34.0,Jake Elliott 54 yard field goal good,0.88,3.0,4.0,2023,59
