Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA,week,year,game_id
4.0,2:33,3.0,1.0,NOR 10,23.0,9.0,Rachaad White right guard for no gain (tackle by Malcolm Roach and Pete Werner),4.69,2.91,4.0,2023,58
4.0,2:27,,,,,,Timeout #3 by New Orleans Saints,,,4.0,2023,58
4.0,2:27,4.0,1.0,NOR 10,26.0,9.0,Chase McLaughlin 28 yard field goal good,2.91,3.0,4.0,2023,58
4.0,2:24,,,TAM 35,26.0,9.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,4.0,2023,58
4.0,2:24,1.0,10.0,NOR 25,26.0,9.0,"Jameis Winston pass deep right intended for Chris Olave is intercepted by Dee Delaney at TB-42 and returned for 4 yards. Penalty on James Hurst: Offensive Holding, 10 yards (declined)",0.61,-1.99,4.0,2023,58
4.0,2:14,1.0,10.0,TAM 46,26.0,9.0,Ke'Shawn Vaughn left end for -1 yards (tackle by Bryan Bresee and Isaiah Foskey),1.99,1.32,4.0,2023,58
4.0,2:00,2.0,11.0,TAM 45,26.0,9.0,"Ke'Shawn Vaughn right tackle for no gain (tackle by Johnathan Abram). Penalty on Bryan Bresee: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",1.32,2.26,4.0,2023,58
4.0,1:56,1.0,10.0,TAM 50,26.0,9.0,Baker Mayfield kneels for -1 yards,2.26,1.58,4.0,2023,58
4.0,1:15,2.0,11.0,TAM 49,26.0,9.0,Baker Mayfield kneels for -1 yards,1.58,0.76,4.0,2023,58
4.0,0:35,3.0,12.0,TAM 48,26.0,9.0,Baker Mayfield kneels for -1 yards,0.76,-0.26,4.0,2023,58
