Quarter,Time,Down,ToGo,Location,LAR,IND,Detail,EPB,EPA,week,year,game_id
4,1:09,1.0,10.0,LAR 28,23.0,23.0,Matthew Stafford pass complete short left to Tutu Atwell for 5 yards (tackle by Zaire Franklin),0.81,0.94,4.0,2023,56
4,0:54,2.0,5.0,LAR 33,23.0,23.0,Matthew Stafford pass complete short right to Puka Nacua for 6 yards (tackle by Julius Brents),0.94,1.53,4.0,2023,56
4,0:41,1.0,10.0,LAR 39,23.0,23.0,Matthew Stafford pass incomplete deep left intended for Van Jefferson (defended by Dallis Flowers),1.53,0.99,4.0,2023,56
4,0:30,2.0,10.0,LAR 39,23.0,23.0,Matthew Stafford scrambles up the middle for 8 yards (tackle by Kenny Moore and Zaire Franklin),0.99,1.42,4.0,2023,56
4,0:15,,,,,,Timeout #3 by Los Angeles Rams,,,4.0,2023,56
4,0:15,3.0,1.0,LAR 47,23.0,23.0,Matthew Stafford pass incomplete short left intended for Tutu Atwell,1.42,-0.26,4.0,2023,56
4,0:11,4.0,2.0,LAR 47,23.0,23.0,"Ethan Evans punts 35 yards, fair catch by Isaiah McKenzie at IND-18",-0.26,-0.04,4.0,2023,56
4,0:05,1.0,10.0,IND 18,23.0,23.0,Anthony Richardson kneels for -1 yards,0.04,0.0,4.0,2023,56
,,,,,,,"Rams won the coin toss, Rams to receive the overtime kickoff.",,,4.0,2023,56
OT,10:00,,,IND 35,23.0,23.0,"Matt Gay kicks off 64 yards,",0.0,0.61,4.0,2023,56
OT,10:00,1.0,10.0,LAR 25,23.0,23.0,Matthew Stafford pass complete deep left to Puka Nacua for 20 yards (tackle by E.J. Speed),0.61,1.93,4.0,2023,56
OT,9:19,1.0,10.0,LAR 45,23.0,23.0,Kyren Williams left guard for 2 yards (tackle by Samson Ebukam),1.93,1.65,4.0,2023,56
OT,8:34,,,,,,Timeout #1 by Los Angeles Rams,,,4.0,2023,56
OT,8:34,2.0,8.0,LAR 47,23.0,23.0,Matthew Stafford pass complete short middle to Kyren Williams for 13 yards (tackle by Julian Blackmon),1.65,2.92,4.0,2023,56
OT,7:51,1.0,10.0,IND 40,23.0,23.0,Matthew Stafford pass complete short middle to Kyren Williams for 5 yards (tackle by Zaire Franklin),2.92,3.05,4.0,2023,56
OT,7:09,2.0,5.0,IND 35,23.0,23.0,Ronnie Rivers up the middle for 7 yards (tackle by Eric Johnson),3.05,3.71,4.0,2023,56
OT,6:39,1.0,10.0,IND 28,23.0,23.0,Ronnie Rivers up the middle for 6 yards (tackle by Julian Blackmon and Kenny Moore),3.71,3.98,4.0,2023,56
OT,6:05,2.0,4.0,IND 22,23.0,23.0,Matthew Stafford pass incomplete short left intended for Tyler Higbee (defended by Rodney Thomas),3.98,3.27,4.0,2023,56
OT,5:55,3.0,4.0,IND 22,29.0,23.0,"Matthew Stafford pass complete short middle to Puka Nacua for 22 yards, touchdown",3.27,6.0,4.0,2023,56
