Quarter,Time,Down,ToGo,Location,NYJ,PIT,Detail,EPB,EPA,week,year,game_id
4.0,0:50,2.0,5.0,PIT 15,17.0,20.0,"Michael Carter left tackle for 1 yard (tackle by Alex Highsmith and Malik Reed). Penalty on Tyson Alualu: Defensive Holding, 5 yards (accepted)",4.45,5.14,4.0,2022,59
4.0,0:45,1.0,9.0,PIT 9,17.0,20.0,Breece Hall left tackle for 7 yards (tackle by Tre Norwood and Myles Jack),5.14,5.72,4.0,2022,59
4.0,0:18,,,,,,Timeout #1 by New York Jets,,,4.0,2022,59
4.0,0:18,2.0,2.0,PIT 2,23.0,20.0,"Breece Hall left guard for no gain (forced by Minkah Fitzpatrick), recovered by Tyler Conklin at PIT-1 Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Breece Hall left guard for 2 yards, touchdown",5.72,7.0,4.0,2022,59
4.0,0:16,,,PIT 15,24.0,20.0,Greg Zuerlein kicks extra point good,0.0,0.0,4.0,2022,59
4.0,0:16,,,NYJ 35,24.0,20.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,4.0,2022,59
4.0,0:16,1.0,10.0,PIT 25,24.0,20.0,Kenny Pickett pass complete deep middle to George Pickens for 27 yards (tackle by C.J. Mosley),0.61,2.39,4.0,2022,59
4.0,0:08,,,,,,Timeout #2 by Pittsburgh Steelers,,,4.0,2022,59
4.0,0:08,,,,,,Timeout #2 by New York Jets,,,4.0,2022,59
4.0,0:08,1.0,10.0,NYJ 48,24.0,20.0,Kenny Pickett pass deep middle is intercepted by Lamarcus Joyner in end zone and returned for no gain,2.39,0.0,4.0,2022,59
