Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
100.0,Allen Lazard,29.0,NYJ,WR,12.0,10.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101.0,Jakobi Meyers,28.0,LVR,WR,15.0,15.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,0.0,1.0,10.0,100.0,-10.0,-10.0,0.0,0.0,
102.0,Joe Mixon,28.0,HOU,RB,14.0,14.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PB
103.0,Darnell Mooney,27.0,ATL,WR,16.0,16.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
104.0,D.J. Moore,27.0,CHI,WR,17.0,17.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
105.0,Malik Nabers,21.0,NYG,WR,15.0,13.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PB,AP ORoY-5"
106.0,Chris Oladokun,27.0,KAN,QB,1.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,0.0,1.0,5.0,100.0,-5.0,-5.0,0.0,0.0,
107.0,Ricky Pearsall,24.0,SFO,WR,11.0,4.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
108.0,Deebo Samuel,28.0,SFO,WR,15.0,15.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,0.0,1.0,4.0,100.0,-4.0,-4.0,0.0,0.0,
109.0,Penei Sewell,24.0,DET,RT,17.0,17.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,1.7,1.0,1.0,100.0,-1.0,-1.0,0.0,0.0,"PB,AP-1,AP OPoY-11"
,League Average,,,,,,,,,65.3,,,4.5,,2.2,,45.8,,7.1,7.06,10.9,107.8,92.3,,,,6.87,6.19,6.13,,,
