Quarter,Time,Down,ToGo,Location,BUF,LAR,Detail,EPB,EPA,week,year,game_id
4.0,1:06,1.0,1.0,LAR 1,35.0,44.0,Josh Allen up the middle for no gain (tackle by Omar Speights),6.97,5.91,14.0,2024,205
4.0,1:02,,,,,,Timeout #1 by Buffalo Bills,,,14.0,2024,205
4.0,1:02,2.0,1.0,LAR 1,41.0,44.0,"Josh Allen left guard for 1 yard, touchdown",5.91,7.0,14.0,2024,205
4.0,1:00,2.0,16.0,LAR 16,41.0,44.0,"Penalty on Dion Dawkins: Unnecessary Roughness / Offense, 15 yards (accepted) (no play)",3.34,0.0,14.0,2024,205
4.0,1:00,,,LAR 30,42.0,44.0,Tyler Bass kicks extra point good,0.0,0.0,14.0,2024,205
4.0,1:00,,,BUF 35,42.0,44.0,"Tyler Bass kicks onside 10 yards, returned by Ronnie Rivers for no gain",0.0,2.59,14.0,2024,205
4.0,0:59,1.0,10.0,BUF 45,42.0,44.0,Kyren Williams up the middle for 2 yards (tackle by Damar Hamlin),2.59,2.31,14.0,2024,205
4.0,0:56,,,,,,Timeout #2 by Buffalo Bills,,,14.0,2024,205
4.0,0:56,2.0,8.0,BUF 43,42.0,44.0,Kyren Williams right guard for 2 yards (tackle by Ja'Marcus Ingram),2.31,1.88,14.0,2024,205
4.0,0:52,,,,,,Timeout #3 by Buffalo Bills,,,14.0,2024,205
4.0,0:52,3.0,6.0,BUF 41,42.0,44.0,Kyren Williams left tackle for 4 yards (tackle by Ja'Marcus Ingram and Taylor Rapp),1.88,0.79,14.0,2024,205
4.0,0:07,4.0,2.0,BUF 37,42.0,44.0,"Penalty on Matthew Stafford: Delay of Game, 5 yards (accepted) (no play)",0.79,0.46,14.0,2024,205
4.0,0:07,,,,,,Timeout #2 by Los Angeles Rams,,,14.0,2024,205
4.0,0:07,4.0,7.0,BUF 42,42.0,44.0,"Ethan Evans punts 42 yards, touchback.",0.46,1.73,14.0,2024,205
