Quarter,Time,Down,ToGo,Location,NYJ,MIN,Detail,EPB,EPA,week,year,game_id
4.0,5:01,1.0,10.0,NYJ 44,17.0,20.0,"Ty Chandler right end for 2 yards (tackle by Quincy Williams). Penalty on Ed Ingram: Offensive Illegal Block Above the Waist, 10 yards (accepted)",2.65,2.13,5.0,2024,66
4.0,4:53,1.0,18.0,MIN 48,17.0,20.0,Sam Darnold pass complete short left to Justin Jefferson for 6 yards (tackle by Isaiah Oliver),2.13,1.84,5.0,2024,66
4.0,4:13,2.0,12.0,NYJ 46,17.0,20.0,Sam Darnold pass complete deep middle to Johnny Mundt for 20 yards (tackle by Tony Adams),1.84,3.84,5.0,2024,66
4.0,3:28,1.0,10.0,NYJ 26,17.0,20.0,Sam Darnold pass incomplete short right intended for Justin Jefferson,3.84,3.3,5.0,2024,66
4.0,3:19,2.0,10.0,NYJ 26,17.0,20.0,Ty Chandler left guard for 3 yards (tackle by Javon Kinlaw),3.3,3.01,5.0,2024,66
4.0,3:15,,,,,,Timeout #1 by New York Jets,,,5.0,2024,66
4.0,3:15,3.0,7.0,NYJ 23,17.0,20.0,Sam Darnold pass incomplete short right intended for Justin Jefferson (defended by Chuck Clark),3.01,1.93,5.0,2024,66
4.0,3:11,4.0,7.0,NYJ 23,17.0,23.0,Will Reichard 41 yard field goal good,1.93,3.0,5.0,2024,66
4.0,3:07,,,MIN 35,17.0,23.0,"Will Reichard kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,66
4.0,3:07,1.0,10.0,NYJ 30,17.0,23.0,Aaron Rodgers pass incomplete deep right intended for Allen Lazard (defended by Shaquill Griffin),0.94,0.39,5.0,2024,66
4.0,3:02,2.0,10.0,NYJ 30,17.0,23.0,Aaron Rodgers pass complete short left to Garrett Wilson for 16 yards (tackle by Camryn Bynum),0.39,1.99,5.0,2024,66
4.0,2:31,1.0,10.0,NYJ 46,17.0,23.0,Aaron Rodgers pass complete short left to Allen Lazard for 7 yards (tackle by Camryn Bynum),1.99,2.4,5.0,2024,66
4.0,2:00,2.0,3.0,MIN 47,17.0,23.0,Aaron Rodgers pass complete short right to Allen Lazard for 6 yards (tackle by Camryn Bynum),2.4,2.85,5.0,2024,66
4.0,1:36,1.0,10.0,MIN 41,17.0,23.0,Aaron Rodgers pass incomplete deep right intended for Garrett Wilson,2.85,2.31,5.0,2024,66
4.0,1:31,2.0,10.0,MIN 41,17.0,23.0,Aaron Rodgers pass complete short right to Garrett Wilson for 9 yards (tackle by Stephon Gilmore),2.31,2.81,5.0,2024,66
4.0,1:06,3.0,1.0,MIN 32,17.0,23.0,Breece Hall right guard for 6 yards (tackle by Jonathan Greenard),2.81,3.84,5.0,2024,66
4.0,0:58,,,,,,Timeout #2 by New York Jets,,,5.0,2024,66
4.0,0:58,1.0,10.0,MIN 26,17.0,23.0,Aaron Rodgers pass incomplete short right intended for Tyler Conklin (defended by Jihad Ward),3.84,3.3,5.0,2024,66
4.0,0:54,2.0,10.0,MIN 26,17.0,23.0,Aaron Rodgers pass incomplete short left intended for Garrett Wilson,3.3,2.61,5.0,2024,66
4.0,0:49,3.0,10.0,MIN 26,17.0,23.0,Aaron Rodgers pass deep right intended for Mike Williams is intercepted by Stephon Gilmore at MIN-9 and returned for no gain (tackle by Mike Williams),2.61,0.38,5.0,2024,66
4.0,0:44,1.0,10.0,MIN 9,17.0,23.0,Sam Darnold kneels for -1 yards,-0.38,-0.85,5.0,2024,66
4.0,0:25,2.0,11.0,MIN 8,17.0,23.0,Sam Darnold kneels for -1 yards,-0.85,-1.65,5.0,2024,66
