Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA,week,year,game_id
4.0,1:08,2.0,10.0,MIA 12,15.0,10.0,"Jacoby Brissett pass complete short middle to Ja'Lynn Polk for no gain, touchdown Replay Assistant challenged the pass completion ruling, and the original play was overturned. Jacoby Brissett pass incomplete short middle intended for Ja'Lynn Polk",4.1,3.12,5.0,2024,72
4.0,1:03,3.0,10.0,MIA 12,15.0,10.0,Jacoby Brissett pass incomplete short right,3.12,2.63,5.0,2024,72
4.0,1:00,,,,,,Timeout #1 by Miami Dolphins,,,5.0,2024,72
4.0,1:00,4.0,10.0,MIA 12,15.0,10.0,"Penalty on Hunter Henry: False Start, 5 yards (accepted) (no play)",2.63,2.31,5.0,2024,72
4.0,1:00,4.0,15.0,MIA 17,15.0,10.0,Jacoby Brissett pass incomplete deep middle intended for Hunter Henry,2.31,0.06,5.0,2024,72
4.0,0:55,1.0,10.0,MIA 17,15.0,10.0,Raheem Mostert right guard for 5 yards (tackle by Jaylinn Hawkins and Anfernee Jennings),-0.06,0.21,5.0,2024,72
4.0,0:50,,,,,,Timeout #1 by New England Patriots,,,5.0,2024,72
4.0,0:50,2.0,5.0,MIA 22,15.0,10.0,Raheem Mostert left end for 1 yard (tackle by Keion White),0.21,-0.49,5.0,2024,72
4.0,0:46,,,,,,Timeout #2 by New England Patriots,,,5.0,2024,72
4.0,0:46,3.0,4.0,MIA 23,15.0,10.0,Raheem Mostert right guard for 3 yards (tackle by Jahlani Tavai),-0.49,-1.63,5.0,2024,72
4.0,0:41,,,,,,Timeout #3 by New England Patriots,,,5.0,2024,72
4.0,0:41,4.0,1.0,MIA 26,15.0,10.0,"Jake Bailey punts 46 yards, returned by Marcus Jones for 15 yards (tackle by Tanner Conner)",-1.63,-1.8,5.0,2024,72
4.0,0:29,1.0,10.0,NWE 43,15.0,10.0,Jacoby Brissett pass complete deep right to Kayshon Boutte for 21 yards (tackle by Elijah Campbell),1.8,3.18,5.0,2024,72
4.0,0:14,1.0,10.0,MIA 36,15.0,10.0,Jacoby Brissett spiked the ball,3.18,2.64,5.0,2024,72
4.0,0:12,2.0,10.0,MIA 36,15.0,10.0,Jacoby Brissett pass complete deep right to Hunter Henry for 25 yards (tackle by Jordyn Brooks),2.64,1.53,5.0,2024,72
