Quarter,Time,Down,ToGo,Location,NOR,ARI,Detail,EPB,EPA,week,year,game_id
4.0,2:10,1.0,10.0,NOR 40,31.0,42.0,Andy Dalton pass complete short right to Chris Olave for 5 yards (tackle by Byron Murphy),1.6,1.73,7.0,2022,95
4.0,2:00,2.0,5.0,NOR 45,31.0,42.0,Andy Dalton pass incomplete deep right intended for Marquez Callaway,1.73,1.03,7.0,2022,95
4.0,1:54,3.0,5.0,NOR 45,31.0,42.0,Andy Dalton scrambles right end for 6 yards (tackle by Antonio Hamilton),1.03,2.32,7.0,2022,95
4.0,1:47,1.0,10.0,ARI 49,31.0,42.0,Andy Dalton pass complete short middle to Alvin Kamara for 7 yards (tackle by Zaven Collins),2.32,2.73,7.0,2022,95
4.0,1:28,2.0,3.0,ARI 42,31.0,42.0,Andy Dalton pass complete short middle to Alvin Kamara for 12 yards (tackle by Isaiah Simmons),2.73,3.58,7.0,2022,95
4.0,1:09,1.0,10.0,ARI 30,31.0,42.0,Andy Dalton pass incomplete short right intended for Chris Olave,3.58,3.03,7.0,2022,95
4.0,1:00,,,,,,Timeout #2 by Arizona Cardinals,,,7.0,2022,95
4.0,1:00,2.0,10.0,ARI 30,31.0,42.0,"Penalty on Calvin Throckmorton: False Start, 5 yards (accepted) (no play)",3.03,2.36,7.0,2022,95
4.0,1:00,2.0,15.0,ARI 35,31.0,42.0,Andy Dalton pass incomplete short right,2.36,1.68,7.0,2022,95
4.0,0:54,3.0,15.0,ARI 35,31.0,42.0,Andy Dalton pass complete short right to Alvin Kamara for 8 yards (tackle by Byron Murphy),1.68,1.67,7.0,2022,95
4.0,0:47,4.0,7.0,ARI 27,34.0,42.0,Wil Lutz 45 yard field goal good,1.67,3.0,7.0,2022,95
4.0,0:43,,,NOR 35,34.0,42.0,"Wil Lutz kicks onside 13 yards, returned by Zach Ertz for no gain",0.0,2.39,7.0,2022,95
4.0,0:43,1.0,10.0,NOR 48,34.0,42.0,Kyler Murray kneels for -1 yards,2.39,1.71,7.0,2022,95
