Quarter,Time,Down,ToGo,Location,NYG,JAX,Detail,EPB,EPA,week,year,game_id
4.0,1:57,2.0,9.0,JAX 19,20.0,17.0,Saquon Barkley right end for -1 yards (tackle by DaVon Hamilton),3.82,3.01,7.0,2022,102
4.0,1:11,3.0,10.0,JAX 20,20.0,17.0,"Saquon Barkley right end for 4 yards (tackle by Foyesade Oluokun) Replay Assistant challenged the runner was in bounds ruling, and the original play was overturned. Saquon Barkley right end for 4 yards and Foyesade Oluokun and Tyson Campbell)",3.01,2.4,7.0,2022,102
4.0,1:07,4.0,6.0,JAX 16,23.0,17.0,Graham Gano 34 yard field goal good,2.4,3.0,7.0,2022,102
4.0,1:04,,,NYG 35,23.0,17.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,102
4.0,1:04,1.0,10.0,JAX 25,23.0,17.0,Trevor Lawrence pass incomplete short right intended for Travis Etienne,0.61,0.06,7.0,2022,102
4.0,1:00,2.0,10.0,JAX 25,23.0,17.0,Trevor Lawrence pass incomplete short left intended for Zay Jones,0.06,-0.62,7.0,2022,102
4.0,0:55,3.0,10.0,JAX 25,23.0,17.0,Trevor Lawrence pass complete short right to Christian Kirk for 10 yards (tackle by Adoree' Jackson),-0.62,1.27,7.0,2022,102
4.0,0:51,1.0,10.0,JAX 35,23.0,17.0,"Trevor Lawrence sacked by. Penalty on Adoree' Jackson: Defensive Holding, 5 yards (accepted) (no play)",1.27,1.6,7.0,2022,102
4.0,0:42,1.0,10.0,JAX 40,23.0,17.0,"Trevor Lawrence pass is intercepted by Fabian Moreau at NYG-49 and returned for no gain. Penalty on Dane Belton: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",1.6,2.33,7.0,2022,102
4.0,0:35,1.0,5.0,JAX 45,23.0,17.0,Trevor Lawrence pass incomplete short left intended for Christian Kirk (defended by Fabian Moreau),2.33,1.73,7.0,2022,102
4.0,0:32,2.0,5.0,JAX 45,23.0,17.0,"Penalty on Cam Robinson: False Start, 5 yards (accepted) (no play)",1.73,0.71,7.0,2022,102
4.0,0:32,2.0,15.0,JAX 40,23.0,17.0,Trevor Lawrence pass incomplete deep middle intended for Marvin Jones (defended by Fabian Moreau),0.71,0.04,7.0,2022,102
4.0,0:28,,,,,,Timeout #1 by New York Giants,,,7.0,2022,102
4.0,0:28,3.0,15.0,JAX 40,23.0,17.0,Christian Kirk pass incomplete short right intended for Travis Etienne,0.04,-0.72,7.0,2022,102
4.0,0:22,,,,,,Timeout #2 by New York Giants,,,7.0,2022,102
4.0,0:22,4.0,15.0,JAX 40,23.0,17.0,"Trevor Lawrence pass complete deep middle to Marvin Jones for 28 yards (tackle by Julian Love). Penalty on Leonard Williams: Roughing the Passer, 15 yards (accepted)",-0.72,4.44,7.0,2022,102
4.0,0:16,1.0,10.0,NYG 17,23.0,17.0,Trevor Lawrence pass incomplete deep right intended for Zay Jones (defended by Adoree' Jackson),4.44,3.85,7.0,2022,102
4.0,0:12,2.0,10.0,NYG 17,23.0,17.0,Trevor Lawrence pass incomplete deep left intended for Marvin Jones,3.85,3.07,7.0,2022,102
4.0,0:07,3.0,10.0,NYG 17,23.0,17.0,Trevor Lawrence pass complete deep middle to Christian Kirk for 16 yards (tackle by Xavier McKinney and Julian Love),3.07,3.38,7.0,2022,102
