Quarter,Time,Down,ToGo,Location,KAN,SFO,Detail,EPB,EPA,week,year,game_id
4.0,5:41,3.0,1.0,SFO 34,44.0,23.0,Jimmy Garoppolo up the middle for 3 yards (tackle by Nick Bolton),0.56,1.4,7.0,2022,105
4.0,5:26,1.0,10.0,SFO 37,44.0,23.0,Jimmy Garoppolo pass complete short middle to Kyle Juszczyk for 8 yards (tackle by Nick Bolton),1.4,1.94,7.0,2022,105
4.0,5:08,2.0,2.0,SFO 45,44.0,23.0,"Jimmy Garoppolo for no gain. Penalty on Mike McGlinchey: Offensive Holding, 10 yards (accepted) (no play)",1.94,0.59,7.0,2022,105
4.0,4:52,2.0,12.0,SFO 35,44.0,23.0,Jimmy Garoppolo pass complete short right to Kyle Juszczyk for 9 yards (tackle by Justin Reid),0.59,1.09,7.0,2022,105
4.0,4:32,3.0,3.0,SFO 44,44.0,23.0,Jimmy Garoppolo pass complete short left to Jauan Jennings for 13 yards (tackle by Jaylen Watson and Juan Thornhill),1.09,2.72,7.0,2022,105
4.0,4:08,1.0,10.0,KAN 43,44.0,23.0,"Jimmy Garoppolo sacked by Chris Jones for -5 yards. Jimmy Garoppolo fumbles (forced by Chris Jones), recovered by Malik Herring at KC-49",2.72,-2.19,7.0,2022,105
4.0,4:00,1.0,10.0,KAN 49,44.0,23.0,Chad Henne pass incomplete right intended for Travis Kelce (defended by Kerry Hyder),2.19,1.65,7.0,2022,105
4.0,3:56,2.0,10.0,KAN 49,44.0,23.0,Isiah Pacheco left end for 3 yards (tackle by Samson Ebukam),1.65,1.36,7.0,2022,105
4.0,3:50,,,,,,Timeout #1 by San Francisco 49ers,,,7.0,2022,105
4.0,3:50,,,,,,Timeout #1 by Kansas City Chiefs,,,7.0,2022,105
4.0,3:50,3.0,7.0,SFO 48,44.0,23.0,Chad Henne pass incomplete short middle intended for Travis Kelce,1.36,0.07,7.0,2022,105
4.0,3:46,4.0,7.0,SFO 48,44.0,23.0,"Tommy Townsend punts 33 yards, fair catch by Ray-Ray McCloud at SF-15",0.07,0.22,7.0,2022,105
4.0,3:39,1.0,10.0,SFO 15,44.0,23.0,Brock Purdy pass complete deep left to Ray-Ray McCloud for 20 yards (tackle by Jaylen Watson and Juan Thornhill),-0.22,1.27,7.0,2022,105
4.0,3:15,1.0,10.0,SFO 35,44.0,23.0,Brock Purdy pass incomplete short left intended for Tyrion Davis-Price,1.27,0.72,7.0,2022,105
4.0,3:11,2.0,10.0,SFO 35,44.0,23.0,Brock Purdy scrambles left end for 1 yard (tackle by Deon Bush),0.72,0.17,7.0,2022,105
4.0,2:43,3.0,9.0,SFO 36,44.0,23.0,Brock Purdy pass complete short left to Brandon Aiyuk for 9 yards (tackle by Chris Lammons and Dicaprio Bootle),0.17,1.93,7.0,2022,105
4.0,2:22,1.0,10.0,SFO 45,44.0,23.0,Brock Purdy pass incomplete short left intended for Jauan Jennings,1.93,1.38,7.0,2022,105
4.0,2:21,2.0,10.0,SFO 45,44.0,23.0,Brock Purdy pass incomplete short left intended for Tyrion Davis-Price,1.38,0.7,7.0,2022,105
4.0,2:15,3.0,10.0,SFO 45,44.0,23.0,Brock Purdy pass complete deep right to Ray-Ray McCloud for 22 yards (tackle by Juan Thornhill),0.7,3.38,7.0,2022,105
4.0,2:00,1.0,10.0,KAN 33,44.0,23.0,Brock Purdy pass incomplete deep right intended for Danny Gray,3.38,2.84,7.0,2022,105
4.0,1:55,2.0,10.0,KAN 33,44.0,23.0,Brock Purdy pass complete short middle to Ray-Ray McCloud for 15 yards (tackle by Joshua Williams),2.84,4.37,7.0,2022,105
4.0,1:37,1.0,10.0,KAN 18,44.0,23.0,Brock Purdy pass deep middle intended for Jauan Jennings is intercepted by Juan Thornhill in end zone and returned for no gain,4.37,-0.28,7.0,2022,105
4.0,1:30,1.0,10.0,KAN 20,44.0,23.0,Chad Henne kneels for -1 yards,0.28,-0.46,7.0,2022,105
4.0,0:50,2.0,11.0,KAN 19,44.0,23.0,Chad Henne kneels for -1 yards,-0.46,-1.33,7.0,2022,105
4.0,0:30,3.0,12.0,KAN 18,44.0,23.0,Chad Henne kneels for -1 yards,-1.33,-2.32,7.0,2022,105
