Quarter,Time,Down,ToGo,Location,LVR,NOR,Detail,EPB,EPA,week,year,game_id
4.0,2:31,1.0,10.0,NOR 40,25.0,10.0,Spencer Rattler pass incomplete short left intended for Clyde Edwards-Helaire,1.6,1.05,17.0,2024,252
4.0,2:28,2.0,10.0,NOR 40,25.0,10.0,Spencer Rattler pass complete deep left to Dante Pettis for 19 yards (tackle by Isaiah Pola-Mao),1.05,2.85,17.0,2024,252
4.0,2:21,1.0,10.0,LVR 41,25.0,10.0,Cedrick Wilson sacked by and Thomas Harper for -3 yards and Andre Carter for -3 yards,2.85,1.9,17.0,2024,252
4.0,2:00,2.0,13.0,LVR 44,25.0,10.0,Spencer Rattler pass incomplete short middle intended for Marquez Valdes-Scantling (defended by Isaiah Pola-Mao),1.9,1.22,17.0,2024,252
4.0,1:44,3.0,13.0,LVR 44,25.0,10.0,Spencer Rattler pass complete short middle to Juwan Johnson for 16 yards (tackle by Nate Hobbs and Tre'von Moehrig),1.22,3.71,17.0,2024,252
4.0,1:32,1.0,10.0,LVR 28,25.0,10.0,Spencer Rattler pass incomplete deep left intended for Dante Pettis,3.71,3.17,17.0,2024,252
4.0,1:29,2.0,10.0,LVR 28,25.0,10.0,Spencer Rattler pass complete short left to Foster Moreau for 8 yards (tackle by Robert Spillane and Tre'von Moehrig),3.17,3.53,17.0,2024,252
4.0,1:08,3.0,2.0,LVR 20,25.0,10.0,"Spencer Rattler pass complete short middle to Juwan Johnson for no gain (tackle by Nate Hobbs). Penalty on Juwan Johnson: Offensive Pass Interference, 10 yards (accepted) (no play)",3.53,2.21,17.0,2024,252
4.0,1:04,3.0,12.0,LVR 30,25.0,10.0,"Spencer Rattler pass short left intended for Juwan Johnson is intercepted by Thomas Harper at LV-22 and returned for 14 yards. Penalty on Trevor Penning: Unnecessary Roughness / Defense, 23 yards (accepted)",2.21,-2.85,17.0,2024,252
4.0,0:53,1.0,10.0,NOR 41,25.0,10.0,Aidan O'Connell kneels for -1 yards,2.85,2.17,17.0,2024,252
4.0,0:37,2.0,11.0,NOR 42,25.0,10.0,Aidan O'Connell kneels for -1 yards,2.17,1.35,17.0,2024,252
