Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA,week,year,game_id
4.0,1:07,3.0,7.0,PHI 32,23.0,28.0,"D'Andre Swift up the middle for -1 yards. D'Andre Swift fumbles, recovered by Tyler Steen at PHI-31",0.04,-1.31,9.0,2023,133
4.0,0:59,,,,,,Timeout #3 by Dallas Cowboys,,,9.0,2023,133
4.0,0:59,4.0,8.0,PHI 31,23.0,28.0,Braden Mann punts 55 yards downed by Christian Elliss,-1.31,0.28,9.0,2023,133
4.0,0:46,1.0,10.0,DAL 14,23.0,28.0,"Dak Prescott pass incomplete intended for Michael Gallup. Penalty on James Bradberry: Defensive Pass Interference, 36 yards (accepted) (no play)",-0.28,2.26,9.0,2023,133
4.0,0:40,1.0,10.0,DAL 50,23.0,28.0,"Dak Prescott pass complete short right to Jake Ferguson for 10 yards (tackle by Darius Slay). Penalty on Haason Reddick: Roughing the Passer, 15 yards (accepted)",2.26,3.91,9.0,2023,133
4.0,0:32,1.0,10.0,PHI 25,23.0,28.0,Dak Prescott pass complete short left to CeeDee Lamb for 14 yards (tackle by Sydney Brown),3.91,4.84,9.0,2023,133
4.0,0:27,1.0,10.0,PHI 11,23.0,28.0,"Penalty on Jalen Carter: Encroachment, 5 yards (accepted) (no play)",4.84,5.99,9.0,2023,133
4.0,0:27,1.0,5.0,PHI 6,23.0,28.0,"Penalty on Tyler Smith: False Start, 5 yards (accepted) (no play)",5.99,4.84,9.0,2023,133
4.0,0:23,1.0,10.0,PHI 11,23.0,28.0,Dak Prescott sacked by Josh Sweat for -11 yards,4.84,2.8,9.0,2023,133
4.0,0:08,2.0,21.0,PHI 22,23.0,28.0,Dak Prescott pass incomplete deep left intended for Jalen Tolbert,2.8,2.15,9.0,2023,133
4.0,0:05,3.0,21.0,PHI 22,23.0,28.0,"Penalty on Dak Prescott: Delay of Game, 5 yards (accepted) (no play)",2.15,1.49,9.0,2023,133
4.0,0:05,3.0,26.0,PHI 27,23.0,28.0,"Dak Prescott pass complete deep right to CeeDee Lamb for 20 yards. CeeDee Lamb fumbles (forced by Sydney Brown) (tackle by Darius Slay), recovered by Reed Blankenship at PHI-7",1.49,0.0,9.0,2023,133
