Quarter,Time,Down,ToGo,Location,ARI,MIN,Detail,EPB,EPA,week,year,game_id
4.0,4:31,1.0,10.0,ARI 19,26.0,34.0,Kyler Murray pass complete short right to Rondale Moore for 4 yards (tackle by Chandon Sullivan),0.15,0.21,8.0,2022,115
4.0,4:00,2.0,6.0,ARI 23,26.0,34.0,Kyler Murray pass complete short left to DeAndre Hopkins for 11 yards (tackle by Cameron Dantzler),0.21,1.2,8.0,2022,115
4.0,3:37,1.0,10.0,ARI 34,26.0,34.0,Kyler Murray pass complete short right to Greg Dortch for 4 yards (tackle by Patrick Peterson),1.2,1.2,8.0,2022,115
4.0,3:33,2.0,6.0,ARI 38,26.0,34.0,Kyler Murray pass incomplete short right intended for Eno Benjamin (defended by Danielle Hunter),1.2,0.5,8.0,2022,115
4.0,3:25,3.0,6.0,ARI 38,26.0,34.0,"Kyler Murray pass incomplete intended for Rondale Moore. Penalty on Patrick Peterson: Defensive Pass Interference, 12 yards (accepted) (no play)",0.5,2.26,8.0,2022,115
4.0,3:25,,,,,,Timeout #2 by Arizona Cardinals,,,8.0,2022,115
4.0,3:25,1.0,10.0,ARI 50,26.0,34.0,Kyler Murray pass complete short right to Darrel Williams for 6 yards (tackle by Danielle Hunter),2.26,2.52,8.0,2022,115
4.0,2:55,2.0,4.0,MIN 44,26.0,34.0,Kyler Murray pass incomplete deep right intended for DeAndre Hopkins,2.52,1.82,8.0,2022,115
4.0,2:49,3.0,4.0,MIN 44,26.0,34.0,Kyler Murray pass incomplete short middle intended for Greg Dortch (defended by Chandon Sullivan),1.82,0.33,8.0,2022,115
4.0,2:45,4.0,4.0,MIN 44,26.0,34.0,Kyler Murray pass complete short middle to Eno Benjamin for 3 yards (tackle by Jordan Hicks),0.33,-1.66,8.0,2022,115
4.0,2:39,1.0,10.0,MIN 41,26.0,34.0,"Dalvin Cook for 2 yards (tackle by Markus Golden and Leki Fotu). Penalty on Johnny Mundt: Offensive Holding, 10 yards (declined)",1.66,1.39,8.0,2022,115
4.0,2:33,2.0,8.0,MIN 43,26.0,34.0,Dalvin Cook right guard for no gain (tackle by Budda Baker and Zach Allen),1.39,0.7,8.0,2022,115
4.0,2:27,,,,,,Timeout #3 by Arizona Cardinals,,,8.0,2022,115
4.0,2:27,3.0,8.0,MIN 43,26.0,34.0,Kirk Cousins pass complete short right to Dalvin Cook for 5 yards (tackle by Isaiah Simmons),0.7,-0.19,8.0,2022,115
4.0,2:00,4.0,3.0,MIN 48,26.0,34.0,Ryan Wright punts 39 yards out of bounds,-0.19,0.32,8.0,2022,115
4.0,1:52,1.0,10.0,ARI 13,26.0,34.0,Kyler Murray scrambles up the middle for 6 yards (tackle by Za'Darius Smith),-0.32,0.03,8.0,2022,115
4.0,1:31,2.0,4.0,ARI 19,26.0,34.0,Kyler Murray pass incomplete short left intended for Eno Benjamin (defended by Za'Darius Smith),0.03,-0.71,8.0,2022,115
4.0,1:26,3.0,4.0,ARI 19,26.0,34.0,Kyler Murray pass complete short right to Eno Benjamin for 5 yards (tackle by Harrison Smith),-0.71,0.54,8.0,2022,115
4.0,1:21,1.0,10.0,ARI 24,26.0,34.0,"Kyler Murray pass incomplete intended for DeAndre Hopkins. Penalty on Cameron Dantzler: Defensive Pass Interference, 11 yards (accepted) (no play)",0.54,1.27,8.0,2022,115
4.0,1:17,1.0,10.0,ARI 35,26.0,34.0,Kyler Murray pass complete short left to Zach Ertz for 13 yards (tackle by Jordan Hicks),1.27,2.13,8.0,2022,115
4.0,0:54,1.0,10.0,ARI 48,26.0,34.0,"Kyler Murray scrambles left tackle for 6 yards (tackle by Eric Kendricks). Penalty on Eno Benjamin: Illegal Blindside Block, 15 yards (accepted)",2.13,1.53,8.0,2022,115
4.0,0:48,1.0,19.0,ARI 39,26.0,34.0,Kyler Murray pass complete deep right to DeAndre Hopkins for 24 yards (tackle by Chandon Sullivan),1.53,3.12,8.0,2022,115
4.0,0:28,1.0,10.0,MIN 37,26.0,34.0,Kyler Murray spiked the ball,3.12,2.57,8.0,2022,115
4.0,0:27,2.0,10.0,MIN 37,26.0,34.0,Kyler Murray sacked by Za'Darius Smith for -7 yards,2.57,0.96,8.0,2022,115
4.0,0:11,3.0,17.0,MIN 44,26.0,34.0,Kyler Murray sacked by Harrison Phillips for -7 yards,0.96,-0.13,8.0,2022,115
