Quarter,Time,Down,ToGo,Location,CLE,HOU,Detail,EPB,EPA,week,year,game_id
4.0,5:28,2.0,10.0,CLE 39,36.0,15.0,Davis Mills pass complete short middle to Dameon Pierce for 10 yards (tackle by Tony Fields and Tanner McCalister),2.44,3.64,16.0,2023,230
4.0,4:57,1.0,10.0,CLE 29,36.0,15.0,Davis Mills pass complete deep middle to Brevin Jordan for 19 yards (tackle by Duron Harmon),3.64,4.91,16.0,2023,230
4.0,4:35,1.0,10.0,CLE 10,36.0,15.0,Davis Mills scrambles left end for 9 yards (tackle by Tanner McCalister),4.91,5.91,16.0,2023,230
4.0,4:15,2.0,1.0,CLE 1,36.0,21.0,"Davis Mills pass complete short right to Andrew Beck for 1 yard, touchdown",5.91,7.0,16.0,2023,230
4.0,4:12,,,CLE 15,36.0,22.0,Ka'imi Fairbairn kicks extra point good,0.0,0.0,16.0,2023,230
4.0,4:12,,,HOU 35,36.0,22.0,"Ka'imi Fairbairn kicks onside 9 yards, returned by James Proche for no gain",0.0,2.65,16.0,2023,230
4.0,4:10,1.0,10.0,HOU 44,36.0,22.0,"Kareem Hunt right guard for no gain (tackle by Khalil Davis). Penalty on Khalil Davis: Face Mask (15 Yards), 15 yards (accepted) (no play)",2.65,3.64,16.0,2023,230
4.0,4:06,1.0,10.0,HOU 29,36.0,22.0,Jerome Ford right guard for 3 yards (tackle by Adrian Amos),3.64,3.51,16.0,2023,230
4.0,3:59,,,,,,Timeout #1 by Houston Texans,,,16.0,2023,230
4.0,3:59,2.0,7.0,HOU 26,36.0,22.0,Joe Flacco pass incomplete deep left intended for Amari Cooper,3.51,2.81,16.0,2023,230
4.0,3:54,3.0,7.0,HOU 26,36.0,22.0,Jerome Ford right guard for no gain (tackle by Christian Harris),2.81,1.74,16.0,2023,230
4.0,3:49,,,,,,Timeout #2 by Houston Texans,,,16.0,2023,230
4.0,3:49,4.0,7.0,HOU 26,36.0,22.0,Joe Flacco pass complete short right to Amari Cooper for 13 yards,1.74,4.71,16.0,2023,230
4.0,3:45,1.0,10.0,HOU 13,36.0,22.0,Kareem Hunt left guard for -2 yards (tackle by Derek Barnett and Myjai Sanders),4.71,3.76,16.0,2023,230
4.0,3:40,,,,,,Timeout #3 by Houston Texans,,,16.0,2023,230
4.0,3:40,,,,,,Timeout #1 by Cleveland Browns,,,16.0,2023,230
4.0,3:40,2.0,12.0,HOU 15,36.0,22.0,Jerome Ford right end for 3 yards (tackle by Adrian Amos),3.76,3.28,16.0,2023,230
4.0,2:53,3.0,9.0,HOU 12,36.0,22.0,Jerome Ford right end for -3 yards (tackle by DeAndre Houston-Carson),3.28,2.44,16.0,2023,230
4.0,2:12,4.0,12.0,HOU 15,36.0,22.0,Joe Flacco pass complete short left to Jerome Ford for -2 yards (tackle by Desmond King),2.44,0.06,16.0,2023,230
4.0,2:06,1.0,10.0,HOU 17,36.0,22.0,Davis Mills pass incomplete short right intended for Dare Ogunbowale,-0.06,-0.58,16.0,2023,230
4.0,2:01,2.0,10.0,HOU 17,36.0,22.0,Davis Mills pass incomplete short right intended for Dare Ogunbowale (defended by Denzel Ward),-0.58,-1.25,16.0,2023,230
4.0,1:57,3.0,10.0,HOU 17,36.0,22.0,Davis Mills pass complete short left to Noah Brown for 12 yards (tackle by Mike Ford and Ronnie Hickman),-1.25,0.87,16.0,2023,230
4.0,1:32,1.0,10.0,HOU 29,36.0,22.0,Davis Mills pass complete short middle to Brevin Jordan for 8 yards (tackle by Sione Takitaki),0.87,1.41,16.0,2023,230
4.0,1:18,2.0,2.0,HOU 37,36.0,22.0,Davis Mills pass incomplete deep left intended for Noah Brown,1.41,0.7,16.0,2023,230
4.0,1:14,3.0,2.0,HOU 37,36.0,22.0,Davis Mills pass complete short right to Dalton Schultz for 10 yards (tackle by D'Anthony Bell),0.7,2.06,16.0,2023,230
4.0,0:53,,,,,,Timeout #2 by Cleveland Browns,,,16.0,2023,230
4.0,0:53,1.0,10.0,HOU 47,36.0,22.0,Davis Mills pass incomplete deep left intended for Robert Woods,2.06,1.52,16.0,2023,230
4.0,0:47,2.0,10.0,HOU 47,36.0,22.0,Davis Mills pass incomplete short right intended for Noah Brown (defended by D'Anthony Bell),1.52,0.83,16.0,2023,230
4.0,0:42,3.0,10.0,HOU 47,36.0,22.0,Davis Mills pass incomplete short middle intended for Dalton Schultz,0.83,-0.26,16.0,2023,230
4.0,0:38,4.0,10.0,HOU 47,36.0,22.0,"Davis Mills pass complete short right to Dalton Schultz for no gain (tackle by D'Anthony Bell). Penalty on Myles Garrett: Defensive Offside, 5 yards (accepted) (no play)",-0.26,0.07,16.0,2023,230
4.0,0:32,4.0,5.0,CLE 48,36.0,22.0,Davis Mills pass incomplete short right intended for Brevin Jordan (defended by Jeremiah Owusu-Koramoah),0.07,-2.19,16.0,2023,230
4.0,0:24,1.0,10.0,CLE 49,36.0,22.0,Joe Flacco kneels for -1 yards,2.19,1.51,16.0,2023,230
