Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA,week,year,game_id
4.0,2:23,1.0,10.0,MIN 12,30.0,24.0,Nick Mullens pass incomplete deep left intended for K.J. Osborn (defended by Brian Branch),-0.35,-0.78,16.0,2023,231
4.0,2:18,2.0,10.0,MIN 12,30.0,24.0,Nick Mullens pass complete deep middle to Brandon Powell for 21 yards (tackle by Brian Branch),-0.78,1.14,16.0,2023,231
4.0,2:00,1.0,10.0,MIN 33,30.0,24.0,Nick Mullens pass incomplete short middle intended for Brandon Powell (defended by Aidan Hutchinson),1.14,0.59,16.0,2023,231
4.0,1:56,2.0,10.0,MIN 33,30.0,24.0,"Nick Mullens sacked by Romeo Okwara for -12 yards. Nick Mullens fumbles (forced by Romeo Okwara), recovered by Justin Jefferson at MIN-16 (tackle by Romeo Okwara)",0.59,-2.88,16.0,2023,231
4.0,1:14,3.0,27.0,MIN 16,30.0,24.0,Nick Mullens pass complete deep left to Justin Jefferson for 28 yards (tackle by Kerby Joseph and Cameron Sutton),-2.88,1.86,16.0,2023,231
4.0,1:07,1.0,10.0,MIN 44,30.0,24.0,Nick Mullens spiked the ball,1.86,1.32,16.0,2023,231
4.0,1:05,2.0,10.0,MIN 44,30.0,24.0,Nick Mullens pass complete deep right to Brandon Powell for 26 yards (tackle by Brian Branch),1.32,3.58,16.0,2023,231
4.0,0:58,1.0,10.0,DET 30,30.0,24.0,Nick Mullens pass deep middle intended for Justin Jefferson is intercepted by Ifeatu Melifonwu at DET-5 and returned for 11 yards (tackle by C.J. Ham),3.58,0.14,16.0,2023,231
4.0,0:49,1.0,10.0,DET 16,30.0,24.0,Jared Goff kneels for -1 yards,-0.14,-0.78,16.0,2023,231
4.0,0:31,2.0,11.0,DET 15,30.0,24.0,Jared Goff kneels for -1 yards,-0.78,-1.61,16.0,2023,231
