Rk,Player,Age,Team,Pos,G,GS,Def Interceptions Int,Def Interceptions Yds,Def Interceptions IntTD,Def Interceptions Lng,Def Interceptions PD,Fumbles FF,Fumbles Fmb,Fumbles FR,Fumbles Yds,Fumbles FRTD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Sfty,Awards,Player_URL
213,Jack Stoll,25,PHI,TE,17,10,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
214,Keeanu Benton,22,PIT,DL,17,9,0,0,0,0,2,2,0,0,0,0,1.0,36,16,20,1,8,0,,
215,Harrison Bryant,25,CLE,TE,17,9,0,0,0,0,0,0,1,0,0,0,0.0,6,5,1,0,0,0,,
216,Myles Bryant,25,NWE,DB,17,9,1,6,0,6,7,2,1,0,0,0,1.0,77,65,12,7,1,0,,
217,Gus Edwards,28,BAL,RB,17,9,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,,
218,Isaiah Hodgins,25,NYG,WR,17,9,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
219,Arden Key,27,TEN,OLB,17,9,0,0,0,0,2,2,0,0,0,0,6.0,30,17,13,4,12,0,,
220,Zyon McCollum,24,TAM,CB,17,9,0,0,0,0,9,2,0,0,0,0,0.0,68,49,19,1,0,0,,
221,Montez Sweat,27,2TM,DL,17,17,0,0,0,0,4,3,0,0,0,0,12.5,57,38,19,14,25,0,PB,
221,Montez Sweat,27,WAS,LDE,8,8,0,0,0,0,1,2,0,0,0,0,6.5,32,21,11,10,11,0,,
221,Montez Sweat,27,CHI,DL,9,9,0,0,0,0,3,1,0,0,0,0,6.0,25,17,8,4,14,0,,
222,Jihad Ward,29,NYG,OLB,17,9,0,0,0,0,0,1,0,1,7,0,5.0,24,16,8,5,9,0,,
223,Russ Yeast,24,LAR,DB,17,9,0,0,0,0,5,0,0,0,0,0,0.0,61,37,24,0,0,0,,
224,Markquese Bell,24,DAL,S,17,8,0,0,0,0,4,2,0,0,0,0,0.0,94,60,34,3,0,0,,
225,Luke Farrell,26,JAX,TE,17,8,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
226,Dennis Gardeck,29,ARI,OLB,17,8,0,0,0,0,4,1,0,1,2,0,6.0,46,36,10,7,12,0,,
227,Khaleke Hudson,26,WAS,LB,17,8,0,0,0,0,2,0,0,0,0,0,1.0,74,44,30,5,2,0,,
228,John Johnson,28,LAR,DB,17,8,2,44,0,42,6,0,0,0,0,0,0.0,42,24,18,0,0,0,,
229,Tucker Kraft,23,GNB,TE,17,8,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,
230,Isaiah Likely,23,BAL,TE,17,8,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,
231,Jalen Mills,29,NWE,DB,17,8,0,0,0,0,1,1,0,0,0,0,0.0,45,26,19,1,1,0,,
232,Rondale Moore,23,ARI,WR,17,8,0,0,0,0,0,0,1,2,0,0,0.0,0,0,0,0,0,0,,
233,Trey Palmer,22,TAM,WR,17,8,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,,
234,MyCole Pruitt,31,ATL,TE,17,8,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
235,Isaac Yiadom,27,NOR,CB,17,8,1,0,0,0,14,0,0,1,0,0,0.0,37,25,12,0,0,0,,
236,Mo Alie-Cox,30,IND,TE,17,7,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,,
237,Jordan Battle,23,CIN,S,17,7,1,0,0,0,5,0,0,0,0,0,2.0,71,43,28,4,3,0,,
238,Taven Bryan,27,IND,DT,17,7,0,0,0,0,0,1,0,0,0,0,2.0,22,12,10,4,1,0,,
239,Chamarri Conner,23,KAN,DB,17,7,1,4,0,4,1,0,0,0,0,0,0.0,36,31,5,2,0,0,,
240,Raekwon Davis,26,MIA,DT,17,7,0,0,0,0,0,0,0,0,0,0,0.5,28,15,13,2,6,0,,
241,YaYa Diaby,24,TAM,OLB,17,7,0,0,0,0,0,1,0,2,-2,0,7.5,38,25,13,12,8,0,AP DRoY-5,
242,Adam Gotsis,31,JAX,DL,17,7,0,0,0,0,4,0,0,0,0,0,1.0,26,18,8,3,7,0,,
243,Shelby Harris,32,CLE,DT,17,7,0,0,0,0,5,1,0,0,0,0,1.5,28,17,11,6,3,0,,
244,Connor Heyward,24,PIT,TE,17,7,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,
245,Jalin Hyatt,22,NYG,WR,17,7,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
246,K'Von Wallace,26,2TM,FS,17,12,1,2,0,2,6,0,0,0,0,0,0.0,89,62,27,1,1,0,,
246,K'Von Wallace,26,ARI,FS,7,5,1,2,0,2,4,0,0,0,0,0,0.0,43,26,17,1,0,0,,
246,K'Von Wallace,26,TEN,S,10,7,0,0,0,0,2,0,0,0,0,0,0.0,46,36,10,0,1,0,,
247,Christian Barmore,24,NWE,DL,17,6,0,0,0,0,6,1,0,0,0,0,8.5,64,39,25,13,16,0,,
248,Zack Baun,27,NOR,RLB,17,6,1,10,0,10,2,0,1,0,0,0,2.0,30,20,10,4,4,0,,
249,Arnold Ebiketie,24,ATL,OLB,17,6,0,0,0,0,1,2,0,0,0,0,6.0,25,16,9,3,12,0,,
250,Elijah Hicks,24,CHI,DB,17,6,0,0,0,0,1,0,0,0,0,0,0.0,35,20,15,0,0,0,,
251,Javon Kinlaw,26,SFO,DT,17,6,0,0,0,0,3,0,0,0,0,0,3.5,25,13,12,4,6,0,,
252,Damarri Mathis,24,DEN,CB,17,6,0,0,0,0,1,0,0,0,0,0,0.0,35,26,9,2,0,0,,
253,Ifeatu Melifonwu,24,DET,S,17,6,2,35,0,24,8,1,0,0,0,0,3.0,33,24,9,4,5,0,,
254,Isaiah Oliver,27,SFO,DB,17,6,1,3,0,3,2,0,0,1,0,0,0.0,67,48,19,2,3,0,,
255,Troy Reeder,29,LAR,LB,17,6,0,0,0,0,0,0,0,0,0,0,0.0,23,11,12,0,0,0,,
256,Jonnu Smith,28,ATL,TE,17,6,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
257,Jerry Tillery,27,LVR,RDE,17,6,0,0,0,0,0,0,0,1,0,0,2.0,31,11,20,2,6,0,,
258,Jalen Tolbert,24,DAL,WR,17,6,0,0,0,0,0,0,1,0,0,0,0.0,4,4,0,0,0,0,,
259,Robert Tonyan,29,CHI,TE,17,6,0,0,0,0,0,0,0,1,0,0,0.0,2,1,1,0,0,0,,
260,Tracy Walker,28,DET,SS,17,6,0,0,0,0,2,1,0,0,0,0,1.0,59,42,17,1,3,0,,
261,Zachary Carter,24,CIN,DT,17,5,0,0,0,0,1,1,0,0,0,0,0.0,23,8,15,1,2,0,,
262,Andre Chachere,27,ARI,CB,17,5,0,0,0,0,3,0,0,0,0,0,0.0,30,23,7,0,0,0,,
263,Ashtyn Davis,27,NYJ,S,17,5,3,66,0,51,8,0,1,3,-3,0,0.0,37,23,14,3,0,0,,
264,Mike Edwards,27,KAN,S,17,5,1,16,0,16,5,0,0,2,101,1,1.0,51,32,19,2,1,0,,
265,Ezekiel Elliott,28,NWE,RB,17,5,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,
266,Kamu Grugier-Hill,29,CAR,LB,17,5,1,31,0,31,2,0,0,0,0,0,1.0,56,31,25,2,1,0,,
267,C.J. Ham,30,MIN,FB,17,5,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,PB,
268,Jonathan Harris,27,DEN,DL,17,5,0,0,0,0,0,0,0,0,0,0,1.0,43,26,17,4,4,0,,
269,David Mayo,30,WAS,LB,17,5,0,0,0,0,0,0,0,0,0,0,2.0,59,39,20,6,2,0,,
270,Chris Moore,30,TEN,WR,17,5,0,0,0,0,0,1,1,0,0,0,0.0,2,1,1,0,0,0,,
271,Duke Riley,29,MIA,LB,17,5,0,0,0,0,1,1,0,0,0,0,0.5,42,30,12,0,2,0,,
272,Christian Rozeboom,26,LAR,LB,17,5,1,0,0,0,4,0,0,0,0,0,0.0,79,48,31,2,2,0,,
273,Darrell Taylor,26,SEA,LB,17,5,0,0,0,0,1,0,0,0,0,0,5.5,28,17,11,7,8,0,,
274,Devonte Wyatt,25,GNB,DL,17,5,0,0,0,0,0,0,0,1,0,0,5.5,36,18,18,6,11,0,,
275,John Bates,26,WAS,TE,17,4,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,
276,D'Anthony Bell,27,CLE,S,17,4,2,8,0,6,4,1,0,0,0,0,0.0,28,25,3,4,1,0,,
277,Matt Breida,28,NYG,RB,17,4,0,0,0,0,0,0,1,0,0,0,0.0,2,2,0,0,0,0,,
278,Ty Chandler,25,MIN,RB,17,4,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,,
279,Kingsley Enagbare,23,GNB,LB,17,4,0,0,0,0,1,1,0,1,0,0,2.0,37,27,10,8,6,0,,
280,Tony Fields,24,CLE,LB,17,4,0,0,0,0,0,0,0,1,0,1,0.0,34,16,18,0,0,0,,
281,Morgan Fox,29,LAC,DL,17,4,0,0,0,0,0,0,0,0,0,0,5.5,15,11,4,5,10,0,,
282,Sam Franklin,27,CAR,S,17,4,1,99,1,99,3,0,0,0,0,0,0.0,30,20,10,0,0,0,,
283,KhaDarel Hodge,28,ATL,WR,17,4,0,0,0,0,0,0,1,2,-1,0,0.0,4,3,1,0,0,0,,
284,Christian Izien,23,TAM,S,17,4,2,18,0,14,2,1,0,0,0,0,0.0,65,47,18,3,2,0,,
285,Michael Jackson,26,SEA,CB,17,4,0,0,0,0,5,0,0,0,0,0,0.0,34,28,6,2,0,0,,
286,Patrick Jones II,25,MIN,OLB,17,4,0,0,0,0,0,0,0,0,0,0,1.0,32,22,10,5,8,0,,
287,Ryan Neuzil,26,ATL,OL,17,4,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
288,Kelee Ringo,21,PHI,CB,17,4,1,0,0,0,2,0,0,1,0,0,1.0,21,17,4,0,1,0,,
289,Drew Sanders,22,DEN,LB,17,4,0,0,0,0,0,0,0,1,0,0,0.0,24,13,11,1,0,0,,
290,Tyler Scott,22,CHI,WR,17,4,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
291,Isaiah Simmons,25,NYG,S,17,4,1,54,1,54,3,1,0,1,1,0,1.0,50,33,17,2,1,0,,
292,Kobie Turner,24,LAR,NT,17,4,0,0,0,0,2,0,0,0,0,0,9.0,57,29,28,8,16,0,AP DRoY-3,
293,Zamir White,24,LVR,RB,17,4,0,0,0,0,0,0,1,0,0,0,0.0,2,1,1,0,0,0,,
294,Mitchell Wilcox,27,CIN,TE,17,4,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,,
295,Nelson Agholor,30,BAL,WR,17,3,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
296,Blake Bell,32,KAN,TE,17,3,0,0,0,0,0,0,1,0,0,0,0.0,1,0,1,0,0,0,,
297,Michael Burton,31,DEN,FB,17,3,0,0,0,0,0,1,0,0,0,0,0.0,4,3,1,0,0,0,,
298,Tre Flowers,28,ATL,CB,17,3,0,0,0,0,2,0,0,0,0,0,0.0,21,15,6,1,0,0,,
299,Xavier Gipson,22,NYJ,WR,17,3,0,0,0,0,0,0,5,1,0,0,0.0,1,1,0,0,0,0,,
300,Chauncey Golston,25,DAL,DE,17,3,0,0,0,0,0,1,0,0,0,0,1.5,25,11,14,1,3,0,,
301,Tre Hawkins,23,NYG,CB,17,3,0,0,0,0,1,0,0,0,0,0,0.0,35,24,11,0,0,0,,
302,Josh Jobe,25,PHI,CB,17,3,0,0,0,0,4,1,0,0,0,0,0.0,22,20,2,0,0,0,,
303,Joshua Kelley,26,LAC,RB,17,3,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
304,Nick McCloud,25,NYG,CB,17,3,1,0,0,0,2,3,1,3,1,0,0.0,28,20,8,0,0,0,,
305,Jaleel McLaughlin,23,DEN,RB,17,3,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
306,Nick Niemann,26,LAC,LB,17,3,0,0,0,0,1,0,1,1,-2,0,0.0,40,22,18,1,1,0,,
307,Kalif Raymond,29,DET,WR,17,3,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,
308,Hunter Renfrow,28,LVR,WR,17,3,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
309,Malcolm Rodriguez,24,DET,LB,17,3,0,0,0,0,0,1,0,0,0,0,0.0,21,13,8,0,0,0,,
310,Jamien Sherwood,23,NYJ,LB,17,3,0,0,0,0,1,1,0,0,0,0,0.0,46,28,18,3,0,0,,
311,Mazi Smith,22,DAL,DT,17,3,0,0,0,0,0,0,0,0,0,0,1.0,13,9,4,3,3,0,,
312,Solomon Thomas,28,NYJ,DL,17,3,0,0,0,0,1,0,0,0,0,0,5.0,31,15,16,7,6,0,,
313,Brent Urban,32,BAL,DE,17,3,0,0,0,0,2,0,0,1,0,0,3.0,22,16,6,5,6,0,,
314,Dane Belton,23,NYG,S,17,2,2,22,0,20,2,0,0,1,2,0,1.0,33,22,11,3,2,0,,
315,Nick Cross,22,IND,S,17,2,1,18,0,18,2,0,0,0,0,0,0.0,39,24,15,1,0,0,,
316,Derius Davis,23,LAC,WR,17,2,0,0,0,0,0,0,3,2,0,0,0.0,0,0,0,0,0,0,AP-2,
317,Dee Delaney,28,TAM,DB,17,2,2,4,0,4,5,0,0,0,0,0,0.0,25,17,8,1,0,0,,
318,Greg Gaines,27,TAM,DL,17,2,0,0,0,0,0,0,0,1,0,0,1.0,24,7,17,0,5,0,,
319,Will Harris,28,DET,CB,17,2,1,0,0,0,2,0,0,1,3,0,0.0,18,12,6,1,1,0,,
320,Jerry Hughes,35,HOU,DE,17,2,0,0,0,0,0,1,0,0,0,0,3.0,32,23,9,4,3,0,,
321,Tim Jones,25,JAX,WR,17,2,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,
322,Jeremiah Ledbetter,29,JAX,DL,17,2,0,0,0,0,1,0,0,1,0,0,0.0,24,7,17,1,1,0,,
323,Chad Muma,24,JAX,LB,17,2,0,0,0,0,2,0,0,0,0,0,0.0,15,8,7,0,0,0,,
324,Brandon Powell,28,MIN,WR,17,2,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
325,John Ridgeway,24,WAS,DT,17,2,0,0,0,0,1,0,0,0,0,0,0.0,31,16,15,0,0,0,,
326,Mark Robinson,24,PIT,LB,17,2,0,0,0,0,0,1,0,0,0,0,1.0,30,22,8,1,1,0,,
327,Cameron Sample,24,CIN,DE,17,2,0,0,0,0,1,0,0,0,0,0,1.5,29,18,11,1,8,0,,
328,Tim Settle,26,BUF,DT,17,2,0,0,0,0,0,0,0,0,0,0,1.0,14,9,5,1,2,0,,
329,Chandon Sullivan,27,PIT,CB,17,2,1,0,0,0,6,1,0,0,0,0,0.0,22,14,8,1,0,0,,
330,Dorian Williams,22,BUF,LB,17,2,0,0,0,0,1,0,0,0,0,0,0.0,40,25,15,0,2,0,,
331,Andrew Wingard,27,JAX,S,17,2,1,0,0,0,2,1,0,0,0,0,0.0,45,35,10,1,1,0,,
332,Charlie Woerner,26,SFO,TE,17,2,0,0,0,0,0,0,0,0,0,0,0.0,10,6,4,0,0,0,,
333,Matthew Adams,28,CLE,LB,17,1,0,0,0,0,0,1,0,0,0,0,0.0,17,11,6,0,0,0,,
334,Dorance Armstrong Jr.,26,DAL,DE,17,1,0,0,0,0,1,0,0,0,0,0,7.5,38,20,18,7,12,0,,
335,Calvin Austin III,24,PIT,WR,17,1,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,,
336,Justin Bethel,33,MIA,CB,17,1,0,0,0,0,1,0,0,0,0,0,0.5,19,15,4,2,1,0,,
337,Andrew Booth,23,MIN,CB,17,1,0,0,0,0,1,0,0,0,0,0,0.0,8,7,1,0,0,0,,
338,Dyami Brown,24,WAS,WR,17,1,0,0,0,0,0,0,0,1,0,0,0.0,3,2,1,0,0,0,,
339,DeAndre Carter,30,LVR,WR,17,1,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,,
340,Lorenzo Carter,28,ATL,OLB,17,1,0,0,0,0,1,1,0,2,19,0,3.0,35,24,11,6,9,0,,
341,Jack Cochrane,24,KAN,LB,17,1,0,0,0,0,1,0,0,0,0,0,0.0,28,21,7,2,0,0,,
342,Gervon Dexter,22,CHI,DL,17,1,0,0,0,0,2,0,0,0,0,0,2.5,20,13,7,0,12,0,,
343,Kevin Givens,26,SFO,DL,17,1,0,0,0,0,1,0,0,1,0,0,1.5,22,12,10,3,4,0,,
344,Kurt Hinish,24,HOU,DT,17,1,0,0,0,0,1,0,0,0,0,0,0.5,22,11,11,2,2,0,,
345,Ka'dar Hollman,29,HOU,CB,17,1,0,0,0,0,0,0,0,1,0,0,0.0,10,6,4,0,0,0,,
346,Cam Jones,24,KAN,LB,17,1,0,0,0,0,0,0,0,0,0,0,0.0,17,14,3,0,0,0,,
347,Miles Killebrew,30,PIT,DB,17,1,0,0,0,0,0,0,0,0,0,0,0.0,26,21,5,1,1,1,"PB,AP-1",
348,Marte Mapu,24,NWE,LB,17,1,1,20,0,20,1,1,0,0,0,0,0.0,18,12,6,0,0,0,,
349,Dayo Odeyingbo,24,IND,DE,17,1,0,0,0,0,2,2,0,2,0,0,8.0,38,22,16,9,17,0,,
350,Samaje Perine,28,DEN,RB,17,1,0,0,0,0,0,0,3,0,-10,0,0.0,0,0,0,0,0,0,,
351,Adrian Phillips,31,NWE,DE,17,1,0,0,0,0,0,0,0,0,0,0,0.0,17,10,7,0,0,0,,
352,Del'Shawn Phillips,27,BAL,LB,17,1,0,0,0,0,0,1,0,1,0,0,0.0,24,11,13,1,0,0,,
353,Byron Pringle,30,WAS,WR,17,1,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,,
354,LaBryan Ray,26,CAR,DT,17,1,0,0,0,0,0,0,0,0,0,0,0.0,19,7,12,0,0,0,,
355,Tavius Robinson,24,BAL,OLB,17,1,0,0,0,0,0,0,0,0,0,0,1.0,26,13,13,2,1,0,,
356,Trent Sherfield,27,BUF,WR,17,1,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,
357,Tyjae Spears,22,TEN,RB,17,1,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,
358,Pierre Strong,25,CLE,RB,17,1,0,0,0,0,0,1,1,0,0,0,0.0,8,6,2,0,0,0,,
359,Deven Thompkins,24,TAM,WR,17,1,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,,
360,Tershawn Wharton,25,KAN,DT,17,1,0,0,0,0,0,0,0,1,0,0,2.0,21,7,14,2,5,0,,
361,Mack Wilson,25,NWE,LB,17,1,0,0,0,0,3,2,0,0,0,0,3.5,37,24,13,4,4,0,,
362,Ameer Abdullah,30,LVR,RB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,12,10,2,0,0,0,,
363,Cal Adomitis,25,CIN,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
364,Ugo Amadi,26,NOR,S,17,0,0,0,0,0,2,0,0,0,0,0,0.0,12,6,6,0,0,0,,
365,Tremayne Anchrum,25,LAR,G,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
366,Bryan Anger,35,DAL,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,"PB,AP-2",
367,Felix Anudike-Uzomah,21,KAN,DE,17,0,0,0,0,0,0,1,0,0,0,0,0.5,14,8,6,2,7,0,,
368,Markus Bailey,26,CIN,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,10,6,4,0,0,0,,
369,Bryce Baringer,24,NWE,P,17,0,0,0,0,0,0,0,0,1,3,0,0.0,1,1,0,0,0,0,,
370,Tyler Bass,26,BUF,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
371,Ronnie Bell,23,SFO,WR,17,0,0,0,0,0,0,0,1,1,8,0,0.0,3,2,1,0,0,0,,
372,Tank Bigsby,22,JAX,RB,17,0,0,0,0,0,0,0,2,1,-9,0,0.0,0,0,0,0,0,0,,
373,Chris Board,28,NWE,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,10,7,3,0,0,0,,
374,Jacob Bobenmoyer,26,LVR,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,,
375,Brandon Bolden,33,LVR,RB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,,
376,Miles Boykin,27,PIT,WR,17,0,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,0,0,0,,
377,Bryan Bresee,22,NOR,DT,17,0,0,0,0,0,6,0,0,0,0,0,4.5,24,12,12,7,9,0,,
378,Karl Brooks,23,GNB,DL,17,0,0,0,0,0,4,1,0,2,0,0,4.0,20,12,8,6,5,0,,
379,Adam Butler,29,LVR,DT,17,0,0,0,0,0,4,1,0,0,0,0,5.0,28,16,12,8,9,0,,
380,Jake Camarda,24,TAM,P,17,0,0,0,0,0,0,0,1,1,0,0,0.0,1,1,0,0,0,0,,
381,Joe Cardona,31,NWE,LS,17,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,,
382,Anders Carlson,25,GNB,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
383,Daniel Carlson,28,LVR,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
384,K'Lavon Chaisson,24,JAX,OLB,17,0,0,0,0,0,1,0,0,0,0,0,2.0,13,9,4,4,8,0,,
385,Carter Coughlin,26,NYG,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,9,9,0,0,0,0,,
386,Morgan Cox,37,TEN,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
387,Jamison Crowder,30,WAS,WR,17,0,0,0,0,0,0,0,2,1,2,0,0.0,0,0,0,0,0,0,,
388,DeeJay Dallas,25,SEA,RB,17,0,0,0,0,0,0,0,2,0,0,0,0.0,3,0,3,0,0,0,,
389,Trevor Denbow,25,IND,S,17,0,0,0,0,0,0,0,0,0,0,0,0.0,12,9,3,0,0,0,,
390,Andrew DePaola,36,MIN,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,"PB,AP-2",
391,Cameron Dicker,23,LAC,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
392,Riley Dixon,30,DEN,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,
393,Reid Ferguson,29,BUF,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,
394,Dante Fowler,29,DAL,DE,17,0,0,0,0,0,3,1,0,0,0,0,4.0,13,8,5,5,7,0,,
395,Jack Fox,27,DET,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
396,Mitchell Fraboni,27,DEN,LS,17,0,0,0,0,0,0,1,0,0,0,0,0.0,6,2,4,0,0,0,,
397,Neville Gallimore,26,DAL,DT,17,0,0,0,0,0,1,0,0,0,0,0,1.0,16,8,8,2,2,0,,
398,Matt Gay,29,IND,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
399,Trenton Gill,24,CHI,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
400,Reggie Gilliam,26,BUF,FB,17,0,0,0,0,0,0,1,0,1,0,0,0.0,3,2,1,0,0,0,,
401,Cameron Goode,25,MIA,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,6,3,3,0,2,0,,
402,Brandon Graham,35,PHI,DE,17,0,0,0,0,0,1,0,0,0,0,0,3.0,16,11,5,4,6,0,,
403,Rasheem Green,26,CHI,DL,17,0,0,0,0,0,0,0,0,0,0,0,2.0,15,8,7,2,5,0,,
404,Derick Hall,22,SEA,OLB,17,0,0,0,0,0,1,0,0,0,0,0,0.0,38,18,20,3,5,0,,
405,Josh Harris,34,LAC,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,,
406,Johnny Hekker,33,CAR,P,17,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
407,Thomas Hennessy,29,NYJ,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,,
408,Matt Henningsen,24,DEN,DE,17,0,0,0,0,0,2,0,0,0,0,0,0.0,19,10,9,0,1,0,,
409,Nick Herbig,22,PIT,LB,17,0,0,0,0,0,0,2,0,1,0,0,3.0,27,19,8,5,3,0,,
410,Bryce Huff,25,NYJ,LB,17,0,0,0,0,0,1,0,0,0,0,0,10.0,29,19,10,10,21,0,,
411,Charley Hughlett,33,CLE,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,5,0,5,0,0,0,,
412,Jake Hummel,24,LAR,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,10,7,3,0,0,0,,
413,D'Marco Jackson,25,NOR,LB,17,0,0,0,0,0,0,0,0,1,8,1,0.0,12,3,9,0,0,0,,
414,J.J. Jansen,37,CAR,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,
415,Caleb Johnson,25,JAX,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,0,0,0,,
416,D'Ernest Johnson,27,JAX,RB,17,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,
417,Jaylon Jones,26,CHI,DB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,23,18,5,1,1,0,,
418,Travis Jones,24,BAL,DT,17,0,0,0,0,0,2,0,0,0,0,0,1.5,36,20,16,4,5,0,,
419,Greg Joseph,29,MIN,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,
420,Tanoh Kpassagnon,29,NOR,DE,17,0,0,0,0,0,2,0,0,0,0,0,3.5,19,12,7,4,9,0,,
421,Casey Kreiter,33,NYG,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,,
422,Christian Kuntz,29,PIT,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,,
423,Cameron Lewis,26,BUF,CB,17,0,0,0,0,0,2,0,0,0,0,0,0.0,21,17,4,1,0,0,,
424,Tyquan Lewis,28,IND,DE,17,0,0,0,0,0,3,0,0,0,0,0,4.0,25,18,7,9,13,0,,
425,Rick Lovato,31,PHI,LS,17,0,0,0,0,0,0,1,0,0,0,0,0.0,3,2,1,0,0,0,,
426,Hunter Luepke,23,DAL,RB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,,
427,DeAngelo Malone,24,ATL,OLB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,6,4,2,0,0,0,,
428,Jacob Martin,28,IND,DE,17,0,0,0,0,0,0,0,0,0,0,0,2.0,7,5,2,1,3,0,,
429,Jordan Mason,24,SFO,RB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,9,4,5,0,0,0,,
430,Tyler Matakevich,31,BUF,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,7,4,3,0,0,0,,
431,Ross Matiscik,27,JAX,LS,17,0,0,0,0,0,0,1,0,1,0,0,0.0,8,8,0,0,0,0,"PB,AP-1",
