Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA,week,year,game_id
4.0,2:49,1.0,10.0,NYJ 22,20.0,37.0,Trevor Siemian pass complete short right to Kenny Yeboah for 8 yards (tackle by Denzel Ward),0.41,0.95,17.0,2023,241
4.0,2:27,2.0,2.0,NYJ 30,20.0,37.0,Trevor Siemian pass incomplete short middle intended for Israel Abanikanda,0.95,0.23,17.0,2023,241
4.0,2:23,3.0,2.0,NYJ 30,20.0,37.0,"Penalty on Mekhi Becton: False Start, 4 yards (accepted) (no play)",0.23,-0.29,17.0,2023,241
4.0,2:23,3.0,6.0,NYJ 26,20.0,37.0,Trevor Siemian pass complete short left to Tyler Conklin for 9 yards (tackle by Sione Takitaki and Greg Newsome),-0.29,1.27,17.0,2023,241
4.0,2:04,1.0,10.0,NYJ 35,20.0,37.0,Trevor Siemian pass incomplete short left intended for Israel Abanikanda,1.27,0.72,17.0,2023,241
4.0,2:00,2.0,10.0,NYJ 35,20.0,37.0,Trevor Siemian pass complete short middle to Israel Abanikanda for 8 yards (tackle by Jeremiah Owusu-Koramoah and Sione Takitaki),0.72,1.09,17.0,2023,241
4.0,1:36,3.0,2.0,NYJ 43,20.0,37.0,Trevor Siemian pass complete short right to Tyler Conklin for 6 yards (tackle by Juan Thornhill and Sione Takitaki),1.09,2.19,17.0,2023,241
4.0,1:13,1.0,10.0,NYJ 49,20.0,37.0,Trevor Siemian pass complete short right to Israel Abanikanda for 10 yards (tackle by Jeremiah Owusu-Koramoah),2.19,2.85,17.0,2023,241
4.0,0:51,1.0,10.0,CLE 41,20.0,37.0,Trevor Siemian pass complete short middle to Israel Abanikanda for 1 yard (tackle by Ronnie Hickman),2.85,2.44,17.0,2023,241
4.0,0:27,2.0,9.0,CLE 40,20.0,37.0,Trevor Siemian pass complete short middle to Israel Abanikanda for 8 yards (tackle by Sione Takitaki),2.44,2.81,17.0,2023,241
4.0,0:12,,,,,,Timeout #1 by Cleveland Browns,,,17.0,2023,241
4.0,0:12,3.0,1.0,CLE 32,20.0,37.0,Trevor Siemian pass incomplete short middle intended for Israel Abanikanda (defended by Alex Wright),2.81,1.31,17.0,2023,241
4.0,0:08,4.0,1.0,CLE 32,20.0,37.0,Trevor Siemian pass complete short middle to Kenny Yeboah for 20 yards (tackle by Greg Newsome and Jeremiah Owusu-Koramoah),1.31,2.13,17.0,2023,241
