Quarter,Time,Down,ToGo,Location,CLE,DEN,Detail,EPB,EPA,week,year,game_id
4.0,2:48,2.0,10.0,CLE 41,12.0,27.0,Russell Wilson sacked by Jeremiah Owusu-Koramoah for -9 yards,2.31,0.43,12.0,2023,175
4.0,2:44,,,,,,Timeout #2 by Cleveland Browns,,,12.0,2023,175
4.0,2:44,3.0,19.0,DEN 50,12.0,27.0,Samaje Perine right end for 3 yards (tackle by Jeremiah Owusu-Koramoah),0.43,0.13,12.0,2023,175
4.0,2:38,,,,,,Timeout #3 by Cleveland Browns,,,12.0,2023,175
4.0,2:38,4.0,15.0,CLE 47,12.0,27.0,"Riley Dixon punts 42 yards, fair catch by James Proche at CLE-5",0.13,0.38,12.0,2023,175
4.0,2:32,1.0,10.0,CLE 5,12.0,27.0,P.J. Walker pass incomplete short left intended for David Bell,-0.38,-0.78,12.0,2023,175
4.0,2:28,2.0,10.0,CLE 5,12.0,27.0,P.J. Walker pass incomplete short left intended for Elijah Moore,-0.78,-1.42,12.0,2023,175
4.0,2:24,3.0,10.0,CLE 5,12.0,29.0,P.J. Walker sacked by and Zach Allen for -5 yards and Nik Bonitto for -5 yards,-1.42,-2.0,12.0,2023,175
4.0,2:19,,,CLE 20,12.0,29.0,"Dustin Hopkins kicks off 62 yards,",0.0,0.61,12.0,2023,175
4.0,2:19,1.0,10.0,DEN 25,12.0,29.0,Russell Wilson kneels for -1 yards,0.61,-0.07,12.0,2023,175
4.0,2:00,2.0,11.0,DEN 24,12.0,29.0,"Penalty on Lloyd Cushenberry: False Start, 5 yards (accepted) (no play)",-0.07,-0.81,12.0,2023,175
4.0,2:00,2.0,16.0,DEN 19,12.0,29.0,Russell Wilson kneels for -1 yards,-0.81,-1.72,12.0,2023,175
4.0,1:20,3.0,17.0,DEN 18,12.0,29.0,Russell Wilson kneels for -1 yards,-1.72,-2.32,12.0,2023,175
4.0,0:37,,,,,,Timeout #2 by Denver Broncos,,,12.0,2023,175
4.0,0:37,4.0,18.0,DEN 17,12.0,29.0,"Riley Dixon punts 50 yards, fair catch by James Proche at CLE-33",-2.32,-1.14,12.0,2023,175
4.0,0:30,1.0,10.0,CLE 33,12.0,29.0,P.J. Walker kneels for -1 yards,1.14,0.46,12.0,2023,175
