Quarter,Time,Down,ToGo,Location,DEN,LVR,Detail,EPB,EPA,week,year,game_id
4.0,3:23,4.0,10.0,DEN 30,26.0,19.0,"Riley Dixon punts 54 yards, returned by DJ Turner for 8 yards (tackle by Tremon Smith and Jonah Elliss)",-1.37,-0.54,12.0,2024,175
4.0,3:12,1.0,10.0,LVR 24,26.0,19.0,Gardner Minshew sacked by and Cody Barton for -5 yards and Jonathon Cooper for -5 yards,0.54,-0.74,12.0,2024,175
4.0,2:50,2.0,15.0,LVR 19,26.0,19.0,Desmond Ridder scrambles left tackle for 3 yards (tackle by Ja'Quan McMillian),-0.74,-0.96,12.0,2024,175
4.0,2:29,3.0,12.0,LVR 22,26.0,19.0,"Desmond Ridder sacked by Nik Bonitto for -8 yards. Desmond Ridder fumbles (forced by Nik Bonitto), recovered by Malcolm Roach at LV-17",-0.96,-4.44,12.0,2024,175
4.0,2:21,1.0,10.0,LVR 17,26.0,19.0,Javonte Williams up the middle for -2 yards (tackle by Adam Butler and Tyree Wilson),4.44,3.6,12.0,2024,175
4.0,2:16,,,,,,Timeout #1 by Las Vegas Raiders,,,12.0,2024,175
4.0,2:16,2.0,12.0,LVR 19,26.0,19.0,Bo Nix pass incomplete short right,3.6,2.91,12.0,2024,175
4.0,2:10,3.0,12.0,LVR 19,26.0,19.0,Audric Estime right guard for 4 yards (tackle by Adam Butler),2.91,2.44,12.0,2024,175
4.0,2:00,4.0,8.0,LVR 15,29.0,19.0,Wil Lutz 33 yard field goal good,2.44,3.0,12.0,2024,175
4.0,1:56,,,DEN 35,29.0,19.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.94,12.0,2024,175
4.0,1:56,1.0,10.0,LVR 30,29.0,19.0,"Penalty on Nik Bonitto: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.94,1.67,12.0,2024,175
4.0,1:56,1.0,5.0,LVR 35,29.0,19.0,Desmond Ridder pass incomplete short right intended for Ameer Abdullah,1.67,1.07,12.0,2024,175
4.0,1:52,2.0,5.0,LVR 35,29.0,19.0,Desmond Ridder pass incomplete deep left,1.07,0.37,12.0,2024,175
4.0,1:45,3.0,5.0,LVR 35,29.0,19.0,Desmond Ridder pass complete short left to Tre Tucker for 11 yards (tackle by Brandon Jones),0.37,1.99,12.0,2024,175
4.0,1:28,1.0,10.0,LVR 46,29.0,19.0,Desmond Ridder pass complete short left to Tre Tucker for 6 yards (tackle by Patrick Surtain),1.99,2.26,12.0,2024,175
4.0,1:10,2.0,4.0,DEN 48,29.0,19.0,Desmond Ridder pass complete short right to Tre Tucker for 28 yards (tackle by Cody Barton),2.26,4.24,12.0,2024,175
4.0,1:00,1.0,10.0,DEN 20,29.0,19.0,Desmond Ridder pass incomplete short middle intended for DJ Turner (defended by Cody Barton),4.24,3.69,12.0,2024,175
4.0,0:56,2.0,10.0,DEN 20,29.0,19.0,Desmond Ridder pass incomplete short right intended for Jakobi Meyers,3.69,3.01,12.0,2024,175
4.0,0:49,3.0,10.0,DEN 20,29.0,19.0,Desmond Ridder pass complete short right to Jakobi Meyers for 9 yards (tackle by Brandon Jones),3.01,2.85,12.0,2024,175
4.0,0:28,4.0,1.0,DEN 11,29.0,19.0,"Desmond Ridder pass complete short left to Tre Tucker for 10 yards (tackle by P.J. Locke) Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",2.85,6.97,12.0,2024,175
4.0,0:20,,,,,,Timeout #2 by Las Vegas Raiders,,,12.0,2024,175
4.0,0:20,1.0,1.0,DEN 1,29.0,19.0,Desmond Ridder pass incomplete short right intended for Jakobi Meyers,6.97,5.91,12.0,2024,175
4.0,0:16,2.0,1.0,DEN 1,29.0,19.0,Desmond Ridder sacked by Jonah Elliss for -8 yards,5.91,3.36,12.0,2024,175
