Quarter,Time,Down,ToGo,Location,HOU,DAL,Detail,EPB,EPA,week,year,game_id
4.0,8:18,1.0,10.0,DAL 30,27.0,10.0,Cooper Rush pass complete short middle to Ezekiel Elliott for 9 yards (tackle by Jalen Pitre),0.94,1.61,11.0,2024,166
4.0,7:56,2.0,1.0,DAL 39,27.0,10.0,Ezekiel Elliott left tackle for 8 yards (tackle by Ka'dar Hollman),1.61,2.06,11.0,2024,166
4.0,7:28,1.0,10.0,DAL 47,27.0,10.0,Cooper Rush pass incomplete short left intended for Jonathan Mingo,2.06,1.52,11.0,2024,166
4.0,7:24,2.0,10.0,DAL 47,27.0,10.0,Cooper Rush pass complete short left to Ezekiel Elliott for 2 yards (tackle by Devin White),1.52,1.09,11.0,2024,166
4.0,6:54,3.0,8.0,DAL 49,27.0,10.0,Cooper Rush sacked by Danielle Hunter for -8 yards,1.09,-0.65,11.0,2024,166
4.0,6:18,4.0,16.0,DAL 41,27.0,10.0,Cooper Rush sacked by Denico Autry for -6 yards,-0.65,-3.25,11.0,2024,166
4.0,6:06,1.0,10.0,DAL 35,27.0,10.0,Joe Mixon right tackle for 3 yards (tackle by Mazi Smith),3.25,3.11,11.0,2024,166
4.0,5:30,2.0,7.0,DAL 32,27.0,10.0,Joe Mixon left end for 17 yards (tackle by Juanyeh Thomas and Donovan Wilson),3.11,4.58,11.0,2024,166
4.0,4:47,1.0,10.0,DAL 15,27.0,10.0,Joe Mixon left tackle for 1 yard (tackle by Marist Liufau and Mazi Smith),4.58,4.11,11.0,2024,166
4.0,4:06,2.0,9.0,DAL 14,27.0,10.0,Joe Mixon left guard for 5 yards (tackle by Eric Kendricks and Malik Hooker),4.11,4.22,11.0,2024,166
4.0,3:33,3.0,4.0,DAL 9,27.0,10.0,"Penalty on Laremy Tunsil: Unnecessary Roughness / Offense, 15 yards (offset) Penalty on DeMarvion Overshown: Unnecessary Roughness / Defense, 15 yards (offset) Penalty on Marist Liufau: Unnecessary Roughness / Defense, 15 yards (offset) Penalty on Mazi Smith: Unnecessary Roughness / Defense, 15 yards (offset) Penalty on Trevon Diggs: Unnecessary Roughness / Defense, 15 yards (offset) (no play)",4.22,4.22,11.0,2024,166
4.0,3:26,3.0,4.0,DAL 9,27.0,10.0,C.J. Stroud pass complete short right to Joe Mixon for 7 yards (tackle by Josh Butler),4.22,6.74,11.0,2024,166
4.0,3:19,1.0,2.0,DAL 2,27.0,10.0,"Penalty on DAL: Defensive Too Many Men on Field, 1 yard (accepted) (no play)",6.74,6.97,11.0,2024,166
4.0,3:19,1.0,1.0,DAL 1,33.0,10.0,"Joe Mixon right guard for 1 yard, touchdown",6.97,7.0,11.0,2024,166
4.0,3:16,,,DAL 15,34.0,10.0,Ka'imi Fairbairn kicks extra point good,0.0,0.0,11.0,2024,166
4.0,3:16,,,HOU 35,34.0,10.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,166
4.0,3:16,1.0,10.0,DAL 30,34.0,10.0,Deuce Vaughn up the middle for 1 yard (tackle by Jalen Pitre and Jerry Hughes),0.94,0.53,11.0,2024,166
4.0,2:48,2.0,9.0,DAL 31,34.0,10.0,Cooper Rush pass complete short middle to Deuce Vaughn for 4 yards (tackle by Mario Edwards),0.53,0.37,11.0,2024,166
4.0,2:17,3.0,5.0,DAL 35,34.0,10.0,Cooper Rush pass complete short left to KaVontae Turpin for 6 yards (tackle by Jeff Okudah),0.37,1.66,11.0,2024,166
4.0,2:00,1.0,10.0,DAL 41,34.0,10.0,Cooper Rush pass complete short left to Ryan Flournoy for 4 yards (tackle by Jeff Okudah),1.66,1.66,11.0,2024,166
4.0,1:38,2.0,6.0,DAL 45,34.0,10.0,Cooper Rush pass complete short right to Brevyn Spann-Ford for 11 yards (tackle by Del'Shawn Phillips and Jake Hansen),1.66,2.65,11.0,2024,166
4.0,1:10,1.0,10.0,HOU 44,34.0,10.0,Deuce Vaughn left guard for 2 yards (tackle by Neville Hewitt),2.65,2.38,11.0,2024,166
4.0,0:38,2.0,8.0,HOU 42,34.0,10.0,Cooper Rush pass complete short right to KaVontae Turpin for 16 yards (tackle by Jake Hansen),2.38,3.84,11.0,2024,166
4.0,0:19,1.0,10.0,HOU 26,34.0,10.0,Cooper Rush pass incomplete deep right intended for Jonathan Mingo (defended by Ka'dar Hollman),3.84,3.3,11.0,2024,166
4.0,0:09,2.0,10.0,HOU 26,34.0,10.0,Deuce Vaughn left guard for 7 yards (tackle by Jake Hansen),3.3,3.57,11.0,2024,166
