Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA,week,year,game_id
4.0,3:29,1.0,10.0,BAL 31,10.0,18.0,Lamar Jackson pass incomplete short middle intended for Rashod Bateman (defended by Cameron Heyward),1.0,0.46,11.0,2024,159
4.0,3:25,2.0,10.0,BAL 31,10.0,18.0,Lamar Jackson pass incomplete deep middle intended for Zay Flowers,0.46,-0.23,11.0,2024,159
4.0,3:13,3.0,10.0,BAL 31,10.0,18.0,Lamar Jackson pass complete short middle to Rashod Bateman for 11 yards (tackle by Beanie Bishop and Minkah Fitzpatrick),-0.23,1.73,11.0,2024,159
4.0,2:44,1.0,10.0,BAL 42,10.0,18.0,Lamar Jackson pass complete short left to Isaiah Likely for 11 yards (tackle by Payton Wilson),1.73,2.46,11.0,2024,159
4.0,2:19,1.0,10.0,PIT 47,10.0,18.0,Lamar Jackson sacked by Dean Lowry for no gain,2.46,1.91,11.0,2024,159
4.0,2:00,2.0,10.0,PIT 47,10.0,18.0,Lamar Jackson pass complete short middle to Justice Hill for 6 yards (tackle by DeShon Elliott and Patrick Queen),1.91,2.01,11.0,2024,159
4.0,1:36,3.0,4.0,PIT 41,10.0,18.0,"Lamar Jackson pass complete deep right to Nelson Agholor for no gain (tackle by Donte Jackson). Penalty on Patrick Mekari: Ineligible Downfield Pass, 5 yards (accepted) (no play)",2.01,1.35,11.0,2024,159
4.0,1:26,3.0,9.0,PIT 46,10.0,18.0,Lamar Jackson pass complete short left to Justice Hill for 22 yards (tackle by Patrick Queen),1.35,3.97,11.0,2024,159
4.0,1:15,1.0,10.0,PIT 24,10.0,18.0,Lamar Jackson pass complete short left to Tylan Wallace for 8 yards (tackle by Beanie Bishop),3.97,4.65,11.0,2024,159
4.0,1:11,2.0,2.0,PIT 16,16.0,18.0,"Lamar Jackson pass complete deep right to Zay Flowers for 16 yards, touchdown",4.65,7.0,11.0,2024,159
4.0,1:06,,,,,,Timeout #1 by Pittsburgh Steelers,,,11.0,2024,159
4.0,1:06,,,PIT 2,16.0,18.0,Two Point Attempt: Lamar Jackson pass incomplete intended for,1.0,-1.0,11.0,2024,159
4.0,1:06,,,BAL 35,16.0,18.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,159
4.0,1:06,1.0,10.0,PIT 30,16.0,18.0,Najee Harris up the middle for no gain (tackle by Malik Harrison),0.94,0.39,11.0,2024,159
4.0,1:02,,,,,,Timeout #1 by Baltimore Ravens,,,11.0,2024,159
4.0,1:02,2.0,10.0,PIT 30,16.0,18.0,Justin Fields left end for 9 yards (tackle by Kyle Hamilton),0.39,0.89,11.0,2024,159
4.0,0:57,,,,,,Timeout #2 by Baltimore Ravens,,,11.0,2024,159
4.0,0:57,,,,,,Timeout #2 by Pittsburgh Steelers,,,11.0,2024,159
4.0,0:57,3.0,1.0,PIT 39,16.0,18.0,Najee Harris up the middle for 1 yard (tackle by Malik Harrison),0.89,1.6,11.0,2024,159
4.0,0:54,,,,,,Timeout #3 by Baltimore Ravens,,,11.0,2024,159
4.0,0:54,1.0,10.0,PIT 40,16.0,18.0,Russell Wilson kneels for -1 yards,1.6,0.92,11.0,2024,159
4.0,0:18,2.0,11.0,PIT 39,16.0,18.0,Russell Wilson kneels for -1 yards,0.92,0.1,11.0,2024,159
