Quarter,Time,Down,ToGo,Location,LVR,KAN,Detail,EPB,EPA,week,year,game_id
4.0,2:26,2.0,11.0,KAN 40,17.0,19.0,Aidan O'Connell pass incomplete short right intended for Brock Bowers (defended by George Karlaftis),2.3,1.62,13.0,2024,183
4.0,2:24,3.0,11.0,KAN 40,17.0,19.0,Aidan O'Connell pass incomplete short right intended for Jakobi Meyers (defended by Justin Reid),1.62,0.59,13.0,2024,183
4.0,2:21,,,,,,Timeout #1 by Las Vegas Raiders,,,13.0,2024,183
4.0,2:21,4.0,11.0,KAN 40,17.0,19.0,Daniel Carlson 58 yard field goal no good,0.59,-2.13,13.0,2024,183
4.0,2:17,1.0,10.0,KAN 48,17.0,19.0,Isiah Pacheco right guard for 5 yards (tackle by Robert Spillane and Thomas Harper),2.13,2.26,13.0,2024,183
4.0,2:13,,,,,,Timeout #2 by Las Vegas Raiders,,,13.0,2024,183
4.0,2:13,2.0,5.0,LVR 47,17.0,19.0,Isiah Pacheco up the middle for 3 yards (tackle by Maxx Crosby and Tre'von Moehrig),2.26,1.95,13.0,2024,183
4.0,2:09,,,,,,Timeout #3 by Las Vegas Raiders,,,13.0,2024,183
4.0,2:09,3.0,2.0,LVR 44,17.0,19.0,Patrick Mahomes pass incomplete deep right intended for Xavier Worthy,1.95,0.33,13.0,2024,183
4.0,2:03,,,,,,Timeout #1 by Kansas City Chiefs,,,13.0,2024,183
4.0,2:03,4.0,2.0,LVR 44,17.0,19.0,"Matt Araiza punts 36 yards, fair catch by Ameer Abdullah at LV-8",0.33,0.38,13.0,2024,183
4.0,1:56,1.0,10.0,LVR 8,17.0,19.0,"Aidan O'Connell pass incomplete short right intended for Michael Mayer. Penalty on Chris Jones: Defensive Offside, 5 yards (accepted) (no play)",-0.38,-0.07,13.0,2024,183
4.0,1:51,1.0,5.0,LVR 13,17.0,19.0,Aidan O'Connell pass complete short middle to Ameer Abdullah for 7 yards (tackle by Justin Reid),-0.07,0.28,13.0,2024,183
4.0,1:30,1.0,10.0,LVR 20,17.0,19.0,Aidan O'Connell pass complete short right to Michael Mayer for 5 yards (tackle by Nick Bolton),0.28,0.41,13.0,2024,183
4.0,1:14,2.0,5.0,LVR 25,17.0,19.0,Aidan O'Connell pass complete deep left to Brock Bowers for 25 yards (tackle by Chamarri Conner),0.41,2.26,13.0,2024,183
4.0,0:52,1.0,10.0,KAN 50,17.0,19.0,Aidan O'Connell pass complete short left to Jakobi Meyers for 11 yards (tackle by Trent McDuffie),2.26,2.98,13.0,2024,183
4.0,0:37,1.0,10.0,KAN 39,17.0,19.0,Aidan O'Connell pass complete short left to Ameer Abdullah for 7 yards (tackle by Jaden Hicks),2.98,3.39,13.0,2024,183
4.0,0:16,2.0,3.0,KAN 32,17.0,19.0,Aidan O'Connell spiked the ball,3.39,2.68,13.0,2024,183
4.0,0:14,3.0,3.0,KAN 32,17.0,19.0,"Aidan O'Connell for -6 yards. Aidan O'Connell fumbles, recovered by Nick Bolton at KC-37 Penalty on LVR: Illegal Shift, 5 yards (declined)",2.68,-1.4,13.0,2024,183
4.0,0:11,1.0,10.0,KAN 37,17.0,19.0,Patrick Mahomes kneels for -1 yards,1.4,0.72,13.0,2024,183
