Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA,week,year,game_id
4.0,4:09,2.0,1.0,NYG 29,13.0,27.0,Drew Lock pass incomplete short right intended for Malik Nabers (defended by Chauncey Golston),0.95,0.23,13.0,2024,181
4.0,4:05,3.0,1.0,NYG 29,13.0,27.0,"Drew Lock pass incomplete short right intended for Jalin Hyatt. Penalty on Jourdan Lewis: Defensive Pass Interference, 14 yards (accepted) (no play)",0.23,1.8,13.0,2024,181
4.0,3:59,1.0,10.0,NYG 43,13.0,27.0,Drew Lock pass incomplete short right intended for Malik Nabers (defended by DaRon Bland),1.8,1.25,13.0,2024,181
4.0,3:56,2.0,10.0,NYG 43,13.0,27.0,Drew Lock pass complete short middle to Theo Johnson for 12 yards (tackle by Eric Kendricks),1.25,2.59,13.0,2024,181
4.0,3:25,1.0,10.0,DAL 45,13.0,27.0,Drew Lock pass complete short left to Tyrone Tracy for 18 yards (tackle by DeMarvion Overshown),2.59,3.78,13.0,2024,181
4.0,2:48,1.0,10.0,DAL 27,13.0,27.0,"Drew Lock pass complete short left to Tyrone Tracy for no gain (tackle by Jourdan Lewis). Penalty on Jon Runyan: Offensive Holding, 10 yards (accepted) (no play)",3.78,3.12,13.0,2024,181
4.0,2:39,1.0,20.0,DAL 37,13.0,27.0,Drew Lock pass complete short right to Theo Johnson for 13 yards (tackle by Malik Hooker and Israel Mukuamu),3.12,3.64,13.0,2024,181
4.0,2:29,2.0,7.0,DAL 24,13.0,27.0,Drew Lock pass complete short right to Malik Nabers for 16 yards,3.64,5.37,13.0,2024,181
4.0,2:23,1.0,8.0,DAL 8,19.0,27.0,"Drew Lock scrambles right end for 8 yards, touchdown",5.37,7.0,13.0,2024,181
4.0,2:18,,,DAL 15,20.0,27.0,Graham Gano kicks extra point good,0.0,0.0,13.0,2024,181
4.0,2:18,,,NYG 35,20.0,27.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,181
4.0,2:18,1.0,10.0,DAL 30,20.0,27.0,"Rico Dowdle left tackle for no gain (tackle by Elijah Chatman). Penalty on Elijah Chatman: Defensive Offside, 5 yards (accepted) (no play)",0.94,1.67,13.0,2024,181
4.0,2:13,1.0,5.0,DAL 35,20.0,27.0,"Penalty on NYG: Defensive Too Many Men on Field, 5 yards (declined) (no play)",1.67,1.67,13.0,2024,181
4.0,2:13,1.0,5.0,DAL 35,20.0,27.0,Cooper Rush pass complete short right to Jalen Brooks for no gain (tackle by Adoree' Jackson),1.67,1.07,13.0,2024,181
4.0,2:08,,,,,,Timeout #2 by New York Giants,,,13.0,2024,181
4.0,2:08,2.0,5.0,DAL 35,20.0,27.0,Rico Dowdle right tackle for 3 yards (tackle by Kayvon Thibodeaux and Jordon Riley),1.07,0.76,13.0,2024,181
4.0,2:00,3.0,2.0,DAL 38,20.0,27.0,Cooper Rush pass complete short right to Brandin Cooks for 3 yards (tackle by Tyler Nubin),0.76,1.66,13.0,2024,181
4.0,1:18,1.0,10.0,DAL 41,20.0,27.0,Cooper Rush kneels for -2 yards,1.66,0.85,13.0,2024,181
4.0,0:39,2.0,12.0,DAL 39,20.0,27.0,Cooper Rush kneels for -1 yards,0.85,0.04,13.0,2024,181
