Quarter,Time,Down,ToGo,Location,PIT,CIN,Detail,EPB,EPA,week,year,game_id
4.0,4:47,,,,,,Timeout #2 by Cincinnati Bengals,,,13.0,2024,185
4.0,4:47,2.0,3.0,CIN 3,41.0,31.0,Jaylen Warren right tackle for -1 yards (tackle by B.J. Hill and Kris Jenkins),5.53,4.49,13.0,2024,185
4.0,4:43,,,,,,Timeout #3 by Cincinnati Bengals,,,13.0,2024,185
4.0,4:43,3.0,4.0,CIN 4,41.0,31.0,Russell Wilson sacked by B.J. Hill for -3 yards,4.49,2.97,13.0,2024,185
4.0,3:56,4.0,7.0,CIN 7,41.0,31.0,"Penalty on Russell Wilson: Delay of Game, 5 yards (accepted) (no play)",2.97,2.63,13.0,2024,185
4.0,3:56,4.0,12.0,CIN 12,44.0,31.0,Chris Boswell 30 yard field goal good,2.63,3.0,13.0,2024,185
4.0,3:53,,,PIT 35,44.0,31.0,"Chris Boswell kicks off 63 yards, returned by Jermaine Burton for 34 yards (tackle by Beanie Bishop)",0.0,1.33,13.0,2024,185
4.0,3:46,1.0,10.0,CIN 36,44.0,31.0,Joe Burrow pass complete short left to Ja'Marr Chase for 7 yards (tackle by Beanie Bishop and Joey Porter),1.33,1.74,13.0,2024,185
4.0,3:28,2.0,3.0,CIN 43,44.0,31.0,Joe Burrow pass complete short right to Mike Gesicki for 5 yards (tackle by Cameron Sutton),1.74,2.13,13.0,2024,185
4.0,3:23,1.0,10.0,CIN 48,44.0,31.0,Joe Burrow pass complete deep middle to Ja'Marr Chase for 49 yards (tackle by Minkah Fitzpatrick),2.13,6.51,13.0,2024,185
4.0,2:46,1.0,3.0,PIT 3,44.0,31.0,Joe Burrow pass incomplete short right intended for Ja'Marr Chase,6.51,5.53,13.0,2024,185
4.0,2:43,2.0,3.0,PIT 3,44.0,37.0,"Joe Burrow pass complete short middle to Andrei Iosivas for 3 yards, touchdown. Penalty on Joey Porter: Illegal Use of Hands / Defense, 5 yards (declined)",5.53,7.0,13.0,2024,185
4.0,2:39,,,PIT 15,44.0,38.0,Evan McPherson kicks extra point good,0.0,0.0,13.0,2024,185
4.0,2:39,,,,,,Timeout #2 by Pittsburgh Steelers,,,13.0,2024,185
4.0,2:39,,,CIN 35,44.0,38.0,"Evan McPherson kicks onside 11 yards, returned by Connor Heyward for no gain",0.0,2.52,13.0,2024,185
4.0,2:38,1.0,10.0,CIN 46,44.0,38.0,Najee Harris left tackle for 3 yards (tackle by Geno Stone),2.52,2.38,13.0,2024,185
4.0,2:00,2.0,7.0,CIN 43,44.0,38.0,"Najee Harris right end for 3 yards (tackle by B.J. Hill and Sam Hubbard). Penalty on MyCole Pruitt: Offensive Holding, 10 yards (declined)",2.38,2.08,13.0,2024,185
4.0,1:54,3.0,4.0,CIN 40,44.0,38.0,Justin Fields right end for 7 yards (tackle by Josh Newton),2.08,3.38,13.0,2024,185
4.0,1:12,1.0,10.0,CIN 33,44.0,38.0,Russell Wilson kneels for -1 yards,3.38,2.7,13.0,2024,185
4.0,0:33,2.0,11.0,CIN 34,44.0,38.0,Russell Wilson kneels for -1 yards,2.7,1.88,13.0,2024,185
