Quarter,Time,Down,ToGo,Location,CLE,DEN,Detail,EPB,EPA,week,year,game_id
4.0,8:18,2.0,7.0,DEN 33,32.0,31.0,Bo Nix pass complete deep left to Courtland Sutton for 19 yards (tackle by Jordan Hicks and Denzel Ward),0.8,2.39,13.0,2024,195
4.0,7:33,1.0,10.0,CLE 48,32.0,31.0,Jaleel McLaughlin left tackle for 2 yards (tackle by Greg Newsome and Isaiah McGuire),2.39,2.12,13.0,2024,195
4.0,7:01,2.0,8.0,CLE 46,32.0,31.0,Bo Nix pass complete short left to Lucas Krull for 12 yards (tackle by Martin Emerson),2.12,3.31,13.0,2024,195
4.0,6:20,1.0,10.0,CLE 34,32.0,31.0,Jaleel McLaughlin left guard for 8 yards (tackle by Mohamoud Diabate and Jordan Hicks),3.31,3.85,13.0,2024,195
4.0,5:36,2.0,2.0,CLE 26,32.0,31.0,Bo Nix pass incomplete short left intended for Devaughn Vele,3.85,3.14,13.0,2024,195
4.0,5:34,3.0,2.0,CLE 26,32.0,31.0,Bo Nix pass complete short left to Courtland Sutton for 8 yards (tackle by Martin Emerson),3.14,4.37,13.0,2024,195
4.0,4:59,1.0,10.0,CLE 18,32.0,31.0,Audric Estime up the middle for -2 yards (tackle by Maurice Hurst and Devin Bush),4.37,3.56,13.0,2024,195
4.0,4:22,2.0,12.0,CLE 20,32.0,31.0,Bo Nix scrambles left tackle for 6 yards (tackle by Jordan Hicks),3.56,3.63,13.0,2024,195
4.0,3:38,3.0,6.0,CLE 14,32.0,31.0,Bo Nix pass complete short right to Marvin Mims for 5 yards (tackle by Dalvin Tomlinson),3.63,2.98,13.0,2024,195
4.0,2:57,,,,,,Timeout #2 by Denver Broncos,,,13.0,2024,195
4.0,2:57,4.0,1.0,CLE 9,32.0,34.0,Wil Lutz 27 yard field goal good,2.98,3.0,13.0,2024,195
4.0,2:54,,,DEN 35,32.0,34.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,195
4.0,2:54,1.0,10.0,CLE 30,32.0,34.0,Jameis Winston sacked by Jonathon Cooper for -8 yards,0.94,-0.69,13.0,2024,195
4.0,2:11,2.0,18.0,CLE 22,32.0,34.0,Jameis Winston scrambles left end for 6 yards (tackle by Justin Strnad),-0.69,-0.56,13.0,2024,195
4.0,2:04,3.0,12.0,CLE 28,32.0,34.0,Jameis Winston pass complete short right to Elijah Moore for 14 yards,-0.56,1.73,13.0,2024,195
4.0,1:59,1.0,10.0,CLE 42,32.0,40.0,"Jameis Winston pass short left intended for Elijah Moore is intercepted by Ja'Quan McMillian at CLE-44 and returned for 44 yards, touchdown",1.73,-7.0,13.0,2024,195
4.0,1:48,,,CLE 15,32.0,41.0,Wil Lutz kicks extra point good,0.0,0.0,13.0,2024,195
4.0,1:48,,,DEN 35,32.0,41.0,"Wil Lutz kicks off 61 yards, returned by Jerome Ford for 21 yards (tackle by Damarri Mathis and Kris Abrams-Draine)",0.0,0.61,13.0,2024,195
4.0,1:44,1.0,10.0,CLE 25,32.0,41.0,Jameis Winston pass complete short right to David Njoku for no gain (tackle by Ja'Quan McMillian),0.61,0.06,13.0,2024,195
4.0,1:21,2.0,10.0,CLE 25,32.0,41.0,Jameis Winston pass incomplete deep left intended for Michael Woods,0.06,-0.62,13.0,2024,195
4.0,1:15,3.0,10.0,CLE 25,32.0,41.0,Jameis Winston pass incomplete short left intended for David Njoku,-0.62,-1.7,13.0,2024,195
4.0,1:08,4.0,10.0,CLE 25,32.0,41.0,Jameis Winston pass complete short right to Jerry Jeudy for 16 yards (tackle by Cody Barton),-1.7,1.66,13.0,2024,195
4.0,1:04,,,,,,Timeout #1 by Cleveland Browns,,,13.0,2024,195
4.0,1:04,1.0,10.0,CLE 41,32.0,41.0,Jameis Winston pass incomplete short left intended for Elijah Moore (defended by Ja'Quan McMillian),1.66,1.12,13.0,2024,195
4.0,0:59,2.0,10.0,CLE 41,32.0,41.0,Jameis Winston pass complete short middle to Jerome Ford for 21 yards (tackle by P.J. Locke),1.12,3.05,13.0,2024,195
4.0,0:50,1.0,10.0,DEN 38,32.0,41.0,"Jameis Winston pass incomplete deep left intended for Michael Woods. Penalty on Kris Abrams-Draine: Defensive Pass Interference, 36 yards (accepted) (no play)",3.05,6.74,13.0,2024,195
4.0,0:44,1.0,2.0,DEN 2,32.0,41.0,Jameis Winston pass short left intended for David Njoku is intercepted by Cody Barton in end zone and returned for 56 yards (tackle by Nick Chubb),6.74,-2.46,13.0,2024,195
4.0,0:34,1.0,10.0,CLE 47,32.0,41.0,Bo Nix kneels for -1 yards,2.46,1.78,13.0,2024,195
