Quarter,Time,Down,ToGo,Location,TEN,WAS,Detail,EPB,EPA,week,year,game_id
4.0,3:59,1.0,10.0,TEN 31,19.0,35.0,Chris Rodriguez up the middle for 5 yards (tackle by Jeffery Simmons),3.51,3.64,13.0,2024,188
4.0,3:54,,,,,,Timeout #1 by Tennessee Titans,,,13.0,2024,188
4.0,3:54,2.0,5.0,TEN 26,19.0,35.0,Jayden Daniels pass complete short left to Dyami Brown for 3 yards (tackle by Luke Gifford),3.64,3.34,13.0,2024,188
4.0,3:46,,,,,,Timeout #2 by Tennessee Titans,,,13.0,2024,188
4.0,3:46,3.0,2.0,TEN 23,19.0,35.0,Jayden Daniels pass complete short left to Terry McLaurin for 16 yards (tackle by Amani Hooker),3.34,5.6,13.0,2024,188
4.0,3:34,,,,,,Timeout #3 by Tennessee Titans,,,13.0,2024,188
4.0,3:34,1.0,7.0,TEN 7,19.0,41.0,"Chris Rodriguez left tackle for 7 yards, touchdown",5.6,7.0,13.0,2024,188
4.0,3:31,,,TEN 15,19.0,42.0,Zane Gonzalez kicks extra point good,0.0,0.0,13.0,2024,188
4.0,3:31,,,WAS 35,19.0,42.0,"Zane Gonzalez kicks off 66 yards, returned by Tyjae Spears for 29 yards (tackle by Nick Bellore)",0.0,0.81,13.0,2024,188
4.0,3:25,1.0,10.0,TEN 28,19.0,42.0,"Will Levis pass incomplete short middle intended for Tony Pollard. Penalty on Bobby Wagner: Defensive Pass Interference, 2 yards (accepted) (no play)",0.81,0.94,13.0,2024,188
4.0,3:17,1.0,10.0,TEN 30,19.0,42.0,Will Levis pass complete short middle to Tony Pollard for 2 yards (tackle by Bobby Wagner),0.94,0.66,13.0,2024,188
4.0,2:57,2.0,8.0,TEN 32,19.0,42.0,Will Levis pass incomplete short left intended for Tyler Boyd (defended by Noah Igbinoghene),0.66,-0.03,13.0,2024,188
4.0,2:52,3.0,8.0,TEN 32,19.0,42.0,Will Levis pass incomplete short right intended for Nick Westbrook-Ikhine,-0.03,-1.24,13.0,2024,188
4.0,2:48,4.0,8.0,TEN 32,19.0,42.0,Will Levis pass incomplete deep right intended for Josh Whyle,-1.24,-3.45,13.0,2024,188
4.0,2:39,1.0,10.0,TEN 32,19.0,42.0,Chris Rodriguez right guard for 5 yards (tackle by Keondre Coburn),3.45,3.58,13.0,2024,188
4.0,2:00,2.0,5.0,TEN 27,19.0,42.0,Chris Rodriguez up the middle for 4 yards (tackle by James Lynch and Keondre Coburn),3.58,3.4,13.0,2024,188
4.0,1:16,3.0,1.0,TEN 23,19.0,42.0,Chris Rodriguez up the middle for 4 yards (tackle by Otis Reese and Julius Wood),3.4,4.31,13.0,2024,188
4.0,0:32,1.0,10.0,TEN 19,19.0,42.0,Jayden Daniels kneels for -1 yards,4.31,3.63,13.0,2024,188
