Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA,week,year,game_id
4.0,1:37,2.0,10.0,CAR 49,21.0,30.0,Sam Darnold scrambles up the middle for 11 yards (tackle by Sean Murphy-Bunting),1.65,2.92,17.0,2022,243
4.0,1:31,1.0,10.0,TAM 40,21.0,30.0,Sam Darnold pass complete short left to Chuba Hubbard for 4 yards (tackle by Antoine Winfield),2.92,2.91,17.0,2022,243
4.0,1:25,2.0,6.0,TAM 36,21.0,30.0,Sam Darnold pass incomplete short right intended for D.J. Moore (defended by Akiem Hicks),2.91,2.21,17.0,2022,243
4.0,1:20,3.0,6.0,TAM 36,21.0,30.0,Sam Darnold pass complete short middle to Tommy Tremble for 10 yards (tackle by Devin White),2.21,3.84,17.0,2022,243
4.0,1:03,1.0,10.0,TAM 26,21.0,30.0,Sam Darnold spiked the ball,3.84,3.3,17.0,2022,243
4.0,1:04,2.0,10.0,TAM 26,21.0,30.0,"Penalty on CAR: Delay of Game, 5 yards (accepted) (no play)",3.3,2.62,17.0,2022,243
4.0,1:04,2.0,15.0,TAM 31,24.0,30.0,Eddy Pineiro 49 yard field goal good,2.62,3.0,17.0,2022,243
4.0,0:59,,,CAR 35,24.0,30.0,"Eddy Pineiro kicks onside 9 yards, returned by Cade Otton for no gain",0.0,2.65,17.0,2022,243
4.0,0:58,1.0,10.0,CAR 44,24.0,30.0,Rachaad White right end for 4 yards (tackle by Frankie Luvu),2.65,2.65,17.0,2022,243
4.0,0:51,,,,,,Timeout #1 by Carolina Panthers,,,17.0,2022,243
4.0,0:51,2.0,6.0,CAR 40,24.0,30.0,Rachaad White right guard for 2 yards (tackle by Derrick Brown),2.65,2.21,17.0,2022,243
4.0,0:46,,,,,,Timeout #2 by Carolina Panthers,,,17.0,2022,243
4.0,0:46,3.0,4.0,CAR 38,24.0,30.0,Leonard Fournette left tackle for -1 yards (tackle by Brian Burns and Shaq Thompson),2.21,0.66,17.0,2022,243
4.0,0:42,,,,,,Timeout #3 by Carolina Panthers,,,17.0,2022,243
4.0,0:42,4.0,5.0,CAR 39,24.0,30.0,"Penalty on TAM: Delay of Game, 5 yards (accepted) (no play)",0.66,0.33,17.0,2022,243
4.0,0:42,4.0,10.0,CAR 44,24.0,30.0,"Jake Camarda punts. Penalty on Ko Kieft: Ineligible Downfield Kick, 5 yards (accepted) (no play)",0.33,0.0,17.0,2022,243
4.0,0:32,4.0,15.0,CAR 49,24.0,30.0,"Jake Camarda punts 41 yards, fair catch by Andre Roberts at CAR-8",0.0,0.38,17.0,2022,243
4.0,0:26,1.0,10.0,CAR 8,24.0,30.0,"Sam Darnold pass incomplete intended for D.J. Moore. Penalty on D.J. Moore: Offensive Pass Interference, 4 yards (accepted) (no play)",-0.38,-0.53,17.0,2022,243
4.0,0:21,1.0,14.0,CAR 4,24.0,30.0,Sam Darnold pass complete short right to Shi Smith for 38 yards (tackle by Keanu Neal),-0.53,1.73,17.0,2022,243
4.0,0:06,1.0,10.0,CAR 42,24.0,30.0,Sam Darnold spiked the ball,1.73,1.19,17.0,2022,243
4.0,0:02,2.0,10.0,CAR 42,24.0,30.0,"Penalty on CAR: False Start, 5 yards (accepted) (no play)",1.19,0.51,17.0,2022,243
4.0,0:04,2.0,15.0,CAR 37,24.0,30.0,"Sam Darnold pass complete to Terrace Marshall for no gain, lateral to Chuba Hubbard for no gain. Chuba Hubbard fumbles, recovered by Terrace Marshall at TB-41 and returned for -1 yards. Terrace Marshall fumbles, recovered by Ikem Ekwonu at TB-41 and returned for -1 yards (tackle by Joe Tryon-Shoyinka)",0.51,3.05,17.0,2022,243
