Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA,week,year,game_id
4.0,5:39,1.0,10.0,MIN 16,6.0,27.0,Caleb Williams pass incomplete short right intended for Keenan Allen (defended by Dwight McGlothern),4.51,3.9,15.0,2024,223
4.0,5:34,2.0,10.0,MIN 16,6.0,27.0,Caleb Williams pass incomplete deep middle intended for Rome Odunze,3.9,3.08,15.0,2024,223
4.0,5:29,3.0,10.0,MIN 16,6.0,27.0,Caleb Williams pass incomplete deep right intended for Keenan Allen,3.08,2.38,15.0,2024,223
4.0,5:24,4.0,10.0,MIN 16,12.0,27.0,"Caleb Williams pass complete deep left to Keenan Allen for 16 yards, touchdown",2.38,7.0,15.0,2024,223
4.0,5:19,,,MIN 15,12.0,27.0,"Penalty on MIN: Defensive Too Many Men on Field, 1 yard (accepted) (no play)",0.0,1.0,15.0,2024,223
4.0,5:19,1.0,1.0,MIN 2,12.0,27.0,Two Point Attempt: Caleb Williams pass incomplete intended for intended for D.J. Moore,1.0,-1.0,15.0,2024,223
4.0,5:19,,,CHI 35,12.0,27.0,"Cairo Santos kicks onside 7 yards, returned by Josh Oliver for no gain",0.0,2.79,15.0,2024,223
4.0,5:18,1.0,10.0,CHI 42,12.0,27.0,Cam Akers right tackle for 5 yards (tackle by Byron Cowart and Zacch Pickens),2.79,2.92,15.0,2024,223
4.0,4:38,2.0,5.0,CHI 37,12.0,27.0,Cam Akers left guard for -1 yards (tackle by Montez Sweat and Zacch Pickens),2.92,2.08,15.0,2024,223
4.0,3:56,3.0,6.0,CHI 38,12.0,27.0,Sam Darnold pass complete short right to Trent Sherfield for 6 yards (tackle by Tyrique Stevenson),2.08,3.45,15.0,2024,223
4.0,3:12,1.0,10.0,CHI 32,12.0,27.0,Cam Akers left end for -2 yards (tackle by Jaylon Johnson),3.45,2.63,15.0,2024,223
4.0,2:23,2.0,12.0,CHI 34,12.0,27.0,Cam Akers left tackle for 2 yards (tackle by Dominique Robinson and Elijah Hicks),2.63,2.21,15.0,2024,223
4.0,2:00,3.0,10.0,CHI 32,12.0,27.0,Ty Chandler up the middle for 4 yards (tackle by Austin Booker and T.J. Edwards),2.21,1.61,15.0,2024,223
4.0,1:16,,,,,,Timeout #1 by Minnesota Vikings,,,15.0,2024,223
4.0,1:16,4.0,6.0,CHI 28,12.0,30.0,Will Reichard 46 yard field goal good,1.61,3.0,15.0,2024,223
4.0,1:12,,,MIN 35,12.0,30.0,"Will Reichard kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,223
4.0,1:12,1.0,10.0,CHI 30,12.0,30.0,Travis Homer right end for 1 yard (tackle by Kamu Grugier-Hill and Bo Richter),0.94,0.53,15.0,2024,223
4.0,0:31,2.0,9.0,CHI 31,12.0,30.0,Tyson Bagent pass complete short left to Tyler Scott for 5 yards (tackle by Fabian Moreau),0.53,0.5,15.0,2024,223
4.0,0:25,3.0,4.0,CHI 36,12.0,30.0,Travis Homer up the middle for 2 yards (tackle by Jalen Redmond and Bo Richter),0.5,-0.85,15.0,2024,223
