Quarter,Time,Down,ToGo,Location,BUF,DET,Detail,EPB,EPA,week,year,game_id
4.0,2:03,1.0,10.0,DET 30,48.0,35.0,Jared Goff pass incomplete deep middle intended for Tim Patrick,0.94,0.39,15.0,2024,217
4.0,1:57,2.0,10.0,DET 30,48.0,35.0,Jared Goff pass complete short middle to Tim Patrick for 5 yards (tackle by Dorian Williams),0.39,0.37,15.0,2024,217
4.0,1:42,3.0,5.0,DET 35,48.0,35.0,Jared Goff pass incomplete short middle,0.37,-1.04,15.0,2024,217
4.0,1:35,4.0,5.0,DET 35,48.0,35.0,Jared Goff pass complete short left to Amon-Ra St. Brown for 6 yards (tackle by Kaiir Elam),-1.04,1.66,15.0,2024,217
4.0,1:29,1.0,10.0,DET 41,48.0,35.0,Jared Goff pass incomplete short left intended for Sam LaPorta,1.66,1.12,15.0,2024,217
4.0,1:21,2.0,10.0,DET 41,48.0,35.0,Jared Goff pass complete short middle to Sam LaPorta for 11 yards (tackle by Dorian Williams),1.12,2.39,15.0,2024,217
4.0,1:07,1.0,10.0,BUF 48,48.0,35.0,Jared Goff spiked the ball,2.39,1.85,15.0,2024,217
4.0,1:05,2.0,10.0,BUF 48,48.0,35.0,Jared Goff pass complete short right to Sam LaPorta for 12 yards (tackle by Taron Johnson and Terrel Bernard),1.85,3.18,15.0,2024,217
4.0,0:50,1.0,10.0,BUF 36,48.0,35.0,Jared Goff spiked the ball,3.18,2.64,15.0,2024,217
4.0,0:49,2.0,10.0,BUF 36,48.0,35.0,Jared Goff pass incomplete short right,2.64,1.95,15.0,2024,217
4.0,0:44,3.0,10.0,BUF 36,48.0,35.0,Jared Goff pass incomplete short middle intended for Sam LaPorta,1.95,0.88,15.0,2024,217
4.0,0:40,,,,,,Timeout #2 by Buffalo Bills,,,15.0,2024,217
4.0,0:40,4.0,10.0,BUF 36,48.0,35.0,"Jared Goff pass complete short right to Amon-Ra St. Brown for 2 yards, lateral to Jahmyr Gibbs for 21 yards (tackle by Cameron Lewis)",0.88,4.71,15.0,2024,217
4.0,0:33,1.0,10.0,BUF 13,48.0,35.0,Jared Goff pass complete short middle to Amon-Ra St. Brown for 10 yards (tackle by Cameron Lewis and Terrel Bernard),4.71,6.51,15.0,2024,217
4.0,0:25,,,,,,Timeout #1 by Detroit Lions,,,15.0,2024,217
4.0,0:25,1.0,3.0,BUF 3,48.0,35.0,Jared Goff pass incomplete short middle intended for Amon-Ra St. Brown,6.51,5.53,15.0,2024,217
4.0,0:19,2.0,3.0,BUF 3,48.0,35.0,Jared Goff pass incomplete short left intended for Tim Patrick (defended by Christian Benford),5.53,4.72,15.0,2024,217
4.0,0:16,3.0,3.0,BUF 3,48.0,41.0,"Jared Goff pass complete short left to Jameson Williams for 3 yards, touchdown",4.72,7.0,15.0,2024,217
4.0,0:12,,,BUF 15,48.0,42.0,Jake Bates kicks extra point good,0.0,0.0,15.0,2024,217
4.0,0:12,,,DET 35,48.0,42.0,"Jake Bates kicks onside 11 yards, returned by Taron Johnson for no gain",0.0,2.52,15.0,2024,217
4.0,0:11,1.0,10.0,DET 46,48.0,42.0,Josh Allen kneels for -1 yards,2.52,1.84,15.0,2024,217
