Quarter,Time,Down,ToGo,Location,CIN,TEN,Detail,EPB,EPA,week,year,game_id
4.0,5:14,2.0,6.0,TEN 40,31.0,21.0,Chase Brown up the middle for 8 yards (tackle by Kenneth Murray),2.65,3.45,15.0,2024,211
4.0,5:07,,,,,,Timeout #1 by Tennessee Titans,,,15.0,2024,211
4.0,5:07,1.0,10.0,TEN 32,31.0,21.0,Chase Brown left guard for 11 yards (tackle by James Williams),3.45,4.17,15.0,2024,211
4.0,4:56,,,,,,Timeout #2 by Tennessee Titans,,,15.0,2024,211
4.0,4:56,1.0,10.0,TEN 21,31.0,21.0,Chase Brown up the middle for 1 yard (tackle by Jeffery Simmons and Kenneth Murray),4.17,3.76,15.0,2024,211
4.0,4:50,,,,,,Timeout #3 by Tennessee Titans,,,15.0,2024,211
4.0,4:50,2.0,9.0,TEN 20,31.0,21.0,"Joe Burrow pass incomplete deep right intended for Ja'Marr Chase. Penalty on Arden Key: Defensive Offside, 5 yards (accepted) (no play)",3.76,4.55,15.0,2024,211
4.0,4:46,2.0,4.0,TEN 15,31.0,21.0,Chase Brown up the middle for -4 yards (tackle by Jeffery Simmons),4.55,3.18,15.0,2024,211
4.0,4:03,3.0,8.0,TEN 19,31.0,21.0,Chase Brown up the middle for 8 yards (tackle by James Lynch),3.18,4.84,15.0,2024,211
4.0,3:22,1.0,10.0,TEN 11,31.0,21.0,Chase Brown up the middle for 1 yard (tackle by James Lynch and Sebastian Joseph-Day),4.84,4.32,15.0,2024,211
4.0,2:35,,,,,,Timeout #2 by Cincinnati Bengals,,,15.0,2024,211
4.0,2:35,2.0,9.0,TEN 10,31.0,21.0,Joe Burrow pass complete short right to Cam Grandy for 9 yards (tackle by Chidobe Awuzie),4.32,6.97,15.0,2024,211
4.0,2:25,1.0,1.0,TEN 1,31.0,21.0,"Penalty on Joe Burrow: Delay of Game, 4 yards (accepted) (no play)",6.97,6.06,15.0,2024,211
4.0,2:25,1.0,5.0,TEN 5,31.0,21.0,"Penalty on Matt Lee: False Start, 5 yards (accepted) (no play)",6.06,4.91,15.0,2024,211
4.0,2:25,1.0,10.0,TEN 10,31.0,21.0,Chase Brown up the middle for no gain (tackle by T'Vondre Sweat and Darrell Baker),4.91,4.19,15.0,2024,211
4.0,2:00,2.0,10.0,TEN 10,31.0,21.0,Chase Brown up the middle for 5 yards (tackle by T'Vondre Sweat),4.19,4.26,15.0,2024,211
4.0,1:14,3.0,5.0,TEN 5,37.0,21.0,"Chase Brown up the middle for 5 yards, touchdown",4.26,7.0,15.0,2024,211
4.0,1:09,,,TEN 15,37.0,21.0,Cade York kicks extra point no good,0.0,-1.0,15.0,2024,211
4.0,1:09,,,CIN 35,37.0,21.0,"Cade York kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,211
4.0,1:09,1.0,10.0,TEN 30,37.0,21.0,Mason Rudolph pass complete short right to Josh Whyle for 3 yards (tackle by Mike Hilton),0.94,0.8,15.0,2024,211
4.0,0:48,2.0,7.0,TEN 33,37.0,21.0,Mason Rudolph pass incomplete deep right intended for Calvin Ridley (defended by Josh Newton),0.8,0.1,15.0,2024,211
4.0,0:42,3.0,7.0,TEN 33,37.0,21.0,Mason Rudolph pass complete short right to Tyjae Spears for 43 yards (tackle by Jordan Battle),0.1,3.97,15.0,2024,211
4.0,0:30,1.0,10.0,CIN 24,37.0,21.0,Mason Rudolph pass complete short left to Tyjae Spears for 7 yards (tackle by Cam Taylor-Britt),3.97,4.46,15.0,2024,211
4.0,0:23,2.0,3.0,CIN 17,37.0,21.0,Mason Rudolph pass complete short left to Nick Westbrook-Ikhine for 4 yards (tackle by Cam Taylor-Britt),4.46,4.71,15.0,2024,211
4.0,0:07,1.0,10.0,CIN 13,37.0,21.0,Mason Rudolph spiked the ball,4.71,4.05,15.0,2024,211
4.0,0:05,2.0,10.0,CIN 13,37.0,27.0,"Mason Rudolph pass complete short left to Josh Whyle for 13 yards, touchdown",4.05,7.0,15.0,2024,211
