Quarter,Time,Down,ToGo,Location,IND,DEN,Detail,EPB,EPA,week,year,game_id
4.0,4:41,1.0,10.0,DEN 36,13.0,31.0,Anthony Richardson pass complete short middle to Trey Sermon for 5 yards (tackle by Ja'Quan McMillian and Justin Strnad),3.18,3.31,15.0,2024,218
4.0,4:15,2.0,5.0,DEN 31,13.0,31.0,Anthony Richardson sacked by Dondrea Tillman for -6 yards,3.31,1.82,15.0,2024,218
4.0,3:31,3.0,11.0,DEN 37,13.0,31.0,Anthony Richardson pass complete short middle to Michael Pittman for 10 yards (tackle by Ja'Quan McMillian and Justin Strnad),1.82,1.82,15.0,2024,218
4.0,2:51,4.0,1.0,DEN 27,13.0,31.0,Tyler Goodson up the middle for 3 yards (tackle by Jonah Elliss),1.82,3.97,15.0,2024,218
4.0,2:20,1.0,10.0,DEN 24,13.0,31.0,Anthony Richardson pass incomplete deep right intended for Adonai Mitchell,3.97,3.43,15.0,2024,218
4.0,2:12,2.0,10.0,DEN 24,13.0,31.0,Anthony Richardson pass complete short left to Trey Sermon for 4 yards (tackle by Patrick Surtain),3.43,3.27,15.0,2024,218
4.0,2:06,3.0,6.0,DEN 20,13.0,31.0,Anthony Richardson pass incomplete deep right intended for Adonai Mitchell,3.27,2.15,15.0,2024,218
4.0,2:00,,,,,,Timeout #1 by Denver Broncos,,,15.0,2024,218
4.0,2:00,4.0,6.0,DEN 20,13.0,31.0,Anthony Richardson pass incomplete short right intended for Michael Pittman,2.15,-0.28,15.0,2024,218
4.0,1:57,1.0,10.0,DEN 20,13.0,31.0,Audric Estime up the middle for 4 yards (tackle by Grover Stewart),0.28,0.27,15.0,2024,218
4.0,1:14,2.0,6.0,DEN 24,13.0,31.0,Bo Nix kneels for -1 yards,0.27,-0.56,15.0,2024,218
4.0,0:38,3.0,7.0,DEN 23,13.0,31.0,Bo Nix kneels for -1 yards,-0.56,-1.9,15.0,2024,218
