Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA,week,year,game_id
4.0,5:20,2.0,10.0,TEN 9,36.0,22.0,Ryan Tannehill scrambles left end for 8 yards (tackle by Arden Key),-0.78,-0.48,14.0,2022,201
4.0,4:44,3.0,2.0,TEN 17,36.0,22.0,Ryan Tannehill pass complete short middle to Nick Westbrook-Ikhine for 8 yards (tackle by Foyesade Oluokun),-0.48,0.61,14.0,2022,201
4.0,4:27,1.0,10.0,TEN 25,36.0,22.0,Ryan Tannehill pass complete short right to Austin Hooper for 17 yards (tackle by Darious Williams),0.61,1.73,14.0,2022,201
4.0,4:05,1.0,10.0,TEN 42,36.0,22.0,Ryan Tannehill pass incomplete short right intended for Robert Woods (defended by Darious Williams),1.73,1.19,14.0,2022,201
4.0,3:59,2.0,10.0,TEN 42,36.0,22.0,Ryan Tannehill pass complete short left to Chigoziem Okonkwo for 8 yards (tackle by Devin Lloyd and Rayshawn Jenkins),1.19,1.55,14.0,2022,201
4.0,3:33,3.0,2.0,TEN 50,36.0,22.0,Ryan Tannehill pass complete short left to Derrick Henry for 15 yards (tackle by Foyesade Oluokun and Tyson Campbell),1.55,3.25,14.0,2022,201
4.0,3:13,1.0,10.0,JAX 35,36.0,22.0,Ryan Tannehill pass incomplete short middle intended for Nick Westbrook-Ikhine (defended by Tre Herndon),3.25,2.7,14.0,2022,201
4.0,3:08,2.0,10.0,JAX 35,36.0,22.0,Ryan Tannehill pass complete short right to Chigoziem Okonkwo for 15 yards (tackle by Foyesade Oluokun and Devin Lloyd),2.7,4.24,14.0,2022,201
4.0,2:43,1.0,10.0,JAX 20,36.0,22.0,Ryan Tannehill pass incomplete deep left intended for Racey McMath (defended by Tyson Campbell),4.24,3.69,14.0,2022,201
4.0,2:36,2.0,10.0,JAX 20,36.0,22.0,Ryan Tannehill sacked by Josh Allen for -8 yards,3.69,1.95,14.0,2022,201
4.0,2:14,3.0,18.0,JAX 28,36.0,22.0,Ryan Tannehill pass incomplete short right intended for Derrick Henry,1.95,1.59,14.0,2022,201
4.0,2:07,4.0,18.0,JAX 28,36.0,22.0,Ryan Tannehill pass incomplete deep right intended for Racey McMath,1.59,-0.81,14.0,2022,201
4.0,1:59,1.0,10.0,JAX 28,36.0,22.0,Travis Etienne right guard for 3 yards (tackle by Kevin Strong),0.81,0.67,14.0,2022,201
4.0,1:51,,,,,,Timeout #3 by Tennessee Titans,,,14.0,2022,201
4.0,1:51,2.0,7.0,JAX 31,36.0,22.0,Travis Etienne right guard for 4 yards (tackle by DeMarcus Walker and Naquan Jones),0.67,0.5,14.0,2022,201
4.0,1:08,,,,,,Timeout #2 by Jacksonville Jaguars,,,14.0,2022,201
4.0,1:08,3.0,3.0,JAX 35,36.0,22.0,Travis Etienne up the middle for 6 yards (tackle by Andrew Adams and Monty Rice),0.5,1.66,14.0,2022,201
4.0,0:28,1.0,10.0,JAX 41,36.0,22.0,Trevor Lawrence kneels for -1 yards,1.66,0.99,14.0,2022,201
