Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA,week,year,game_id
4.0,5:18,2.0,6.0,KAN 50,34.0,28.0,Latavius Murray up the middle for 3 yards (tackle by Khalen Saunders and L'Jarius Sneed),1.99,1.69,14.0,2022,204
4.0,4:34,3.0,3.0,KAN 47,34.0,28.0,"Brett Rypien pass deep right (defended by Chris Jones) intended for Jerry Jeudy is intercepted by L'Jarius Sneed at KC-24 and returned for 6 yards (tackle by Calvin Anderson). Penalty on Frank Clark: Unnecessary Roughness / Offense, 15 yards (accepted)",1.69,0.22,14.0,2022,204
4.0,4:21,1.0,10.0,KAN 15,34.0,28.0,"Jerick McKinnon left end for no gain. Penalty on Nik Bonitto: Defensive Offside, 5 yards (accepted) (no play)",-0.22,0.68,14.0,2022,204
4.0,4:15,1.0,5.0,KAN 20,34.0,28.0,Jerick McKinnon left tackle for 6 yards (tackle by Kareem Jackson and Jonathon Cooper),0.68,0.67,14.0,2022,204
4.0,3:31,1.0,10.0,KAN 26,34.0,28.0,Jerick McKinnon left guard for 2 yards (tackle by Kareem Jackson),0.67,0.4,14.0,2022,204
4.0,3:25,,,,,,Timeout #1 by Denver Broncos,,,14.0,2022,204
4.0,3:25,2.0,8.0,KAN 28,34.0,28.0,Patrick Mahomes pass complete short left to Jerick McKinnon for -3 yards (tackle by Jonathan Harris),0.4,-0.69,14.0,2022,204
4.0,3:19,,,,,,Timeout #2 by Denver Broncos,,,14.0,2022,204
4.0,3:19,3.0,11.0,KAN 25,34.0,28.0,Patrick Mahomes pass complete deep right to Marquez Valdes-Scantling for 20 yards (tackle by Justin Simmons),-0.69,1.93,14.0,2022,204
4.0,3:12,1.0,10.0,KAN 45,34.0,28.0,Isiah Pacheco left guard for 4 yards (tackle by Jonathan Harris),1.93,1.92,14.0,2022,204
4.0,3:07,,,,,,Timeout #3 by Denver Broncos,,,14.0,2022,204
4.0,3:07,2.0,6.0,KAN 49,34.0,28.0,Jerick McKinnon left tackle for 7 yards (tackle by Josey Jewell),1.92,2.65,14.0,2022,204
4.0,2:22,1.0,10.0,DEN 44,34.0,28.0,Jerick McKinnon right tackle for no gain (tackle by Dre'Mont Jones and Josey Jewell),2.65,2.18,14.0,2022,204
4.0,2:00,2.0,9.0,DEN 44,34.0,28.0,Isiah Pacheco up the middle for 10 yards (tackle by Justin Simmons and K'Waun Williams),2.18,3.31,14.0,2022,204
4.0,1:17,1.0,10.0,DEN 34,34.0,28.0,Patrick Mahomes kneels for -1 yards,3.31,2.64,14.0,2022,204
4.0,0:38,2.0,11.0,DEN 35,34.0,28.0,Patrick Mahomes kneels for -1 yards,2.64,1.82,14.0,2022,204
