Quarter,Time,Down,ToGo,Location,NWE,ARI,Detail,EPB,EPA,week,year,game_id
4.0,3:33,1.0,10.0,ARI 35,27.0,13.0,"Colt McCoy pass complete short right to A.J. Green for no gain (tackle by Kyle Dugger). Penalty on A.J. Green: Offensive Pass Interference, 10 yards (accepted) (no play)",1.27,0.61,14.0,2022,208
4.0,3:28,1.0,20.0,ARI 25,27.0,13.0,Colt McCoy pass complete short right to A.J. Green for 7 yards (tackle by Jonathan Jones),0.61,0.32,14.0,2022,208
4.0,3:24,2.0,13.0,ARI 32,27.0,13.0,Colt McCoy pass complete short middle to Marquise Brown for 6 yards (tackle by Kyle Dugger),0.32,0.43,14.0,2022,208
4.0,3:09,3.0,7.0,ARI 38,27.0,13.0,Colt McCoy sacked by Josh Uche for -6 yards,0.43,-1.24,14.0,2022,208
4.0,2:28,,,,,,Timeout #2 by New England Patriots,,,14.0,2022,208
4.0,2:28,4.0,13.0,ARI 32,27.0,13.0,Colt McCoy scrambles up the middle for 5 yards (tackle by Josh Uche and Deatrich Wise),-1.24,-3.12,14.0,2022,208
4.0,2:18,1.0,10.0,ARI 37,27.0,13.0,Pierre Strong up the middle for 19 yards (tackle by Isaiah Simmons and Jalen Thompson),3.12,4.37,14.0,2022,208
4.0,2:00,1.0,10.0,ARI 18,27.0,13.0,Mac Jones kneels for -1 yards,4.37,3.67,14.0,2022,208
4.0,1:20,2.0,11.0,ARI 19,27.0,13.0,Mac Jones kneels for -1 yards,3.67,2.87,14.0,2022,208
4.0,0:41,3.0,12.0,ARI 20,27.0,13.0,Mac Jones kneels for -1 yards,2.87,2.06,14.0,2022,208
