Quarter,Time,Down,ToGo,Location,MIN,GNB,Detail,EPB,EPA,week,year,game_id
4.0,4:31,1.0,10.0,GNB 37,31.0,22.0,Jordan Love pass incomplete short left intended for Dontayvion Wicks (defended by Stephon Gilmore),1.4,0.86,4.0,2024,55
4.0,4:27,2.0,10.0,GNB 37,31.0,22.0,"Jordan Love pass complete short right to Tucker Kraft for 5 yards. Tucker Kraft fumbles (forced by Byron Murphy), recovered by Camryn Bynum at GB-42 (tackle by Byron Murphy)",0.86,-2.79,4.0,2024,55
4.0,4:18,1.0,10.0,GNB 42,31.0,22.0,Aaron Jones left tackle for 2 yards (tackle by Quay Walker and Tedarrell Slaton),2.79,2.51,4.0,2024,55
4.0,4:11,,,,,,Timeout #1 by Green Bay Packers,,,4.0,2024,55
4.0,4:11,2.0,8.0,GNB 40,31.0,22.0,"Penalty on Josh Oliver: False Start, 5 yards (accepted) (no play)",2.51,1.84,4.0,2024,55
4.0,4:11,2.0,13.0,GNB 45,31.0,22.0,Aaron Jones left guard for 1 yard (tackle by Rashan Gary and Javon Bullard),1.84,1.29,4.0,2024,55
4.0,4:08,,,,,,Timeout #2 by Green Bay Packers,,,4.0,2024,55
4.0,4:08,3.0,12.0,GNB 44,31.0,22.0,"Sam Darnold pass incomplete short left intended for Justin Jefferson MIN challenged the runner was in bounds ruling, and the original play was overturned. Sam Darnold pass complete short left to Justin Jefferson for 13 yards",1.29,3.51,4.0,2024,55
4.0,4:04,1.0,10.0,GNB 31,31.0,22.0,Sam Darnold pass complete deep middle to Jordan Addison for 18 yards (tackle by Eric Stokes),3.51,4.71,4.0,2024,55
4.0,3:19,1.0,10.0,GNB 13,31.0,22.0,Aaron Jones left end for 5 yards (tackle by Eric Stokes),4.71,4.96,4.0,2024,55
4.0,3:11,2.0,5.0,GNB 8,31.0,22.0,Aaron Jones up the middle for 4 yards (tackle by Xavier McKinney and Tedarrell Slaton),4.96,5.01,4.0,2024,55
4.0,3:07,,,,,,Timeout #3 by Green Bay Packers,,,4.0,2024,55
4.0,3:07,3.0,1.0,GNB 4,31.0,22.0,Aaron Jones left end for no gain (tackle by Rashan Gary),5.01,3.04,4.0,2024,55
4.0,2:21,,,,,,Timeout #1 by Minnesota Vikings,,,4.0,2024,55
4.0,2:21,4.0,1.0,GNB 4,31.0,22.0,Jalen Nailor left end for no gain (tackle by Eric Stokes),3.04,0.38,4.0,2024,55
4.0,2:18,1.0,10.0,GNB 4,31.0,22.0,Emanuel Wilson up the middle for 6 yards (tackle by Josh Metellus and Jonathan Greenard),-0.38,-0.34,4.0,2024,55
4.0,2:02,2.0,4.0,GNB 10,31.0,22.0,Jordan Love pass complete short left to Romeo Doubs for 10 yards,-0.34,0.28,4.0,2024,55
4.0,1:56,1.0,10.0,GNB 20,31.0,22.0,Jordan Love pass complete short middle to Jayden Reed for 21 yards (tackle by Camryn Bynum),0.28,1.66,4.0,2024,55
4.0,1:43,1.0,10.0,GNB 41,31.0,22.0,Jordan Love pass complete deep right to Jayden Reed for 42 yards (tackle by Harrison Smith),1.66,4.44,4.0,2024,55
4.0,1:02,1.0,10.0,MIN 17,31.0,28.0,"Jordan Love pass complete deep middle to Dontayvion Wicks for 17 yards, touchdown",4.44,7.0,4.0,2024,55
4.0,0:56,,,MIN 15,31.0,29.0,Brayden Narveson kicks extra point good,0.0,0.0,4.0,2024,55
4.0,0:56,,,,,,Timeout #2 by Minnesota Vikings,,,4.0,2024,55
4.0,0:56,,,GNB 35,31.0,29.0,"Daniel Whelan kicks onside 12 yards, returned by Josh Oliver for no gain",0.0,2.46,4.0,2024,55
4.0,0:55,1.0,10.0,GNB 47,31.0,29.0,Sam Darnold kneels for -1 yards,2.46,1.78,4.0,2024,55
4.0,0:34,2.0,11.0,GNB 48,31.0,29.0,Sam Darnold kneels for -1 yards,1.78,0.96,4.0,2024,55
