Unnamed: 0_level_0,Unnamed: 1_level_0,Inside 20,Inside 20,Inside 20,Inside 20,Inside 20,Inside 20,Inside 10,Inside 10,Inside 10,Inside 10,Inside 10,Inside 10,Unnamed: 14_level_0
Tanner Hudson,CIN,3,3,100.00%,25,1,4.1%,0,0,,0,0,.0%,All Tanner Hudson red zone receiving plays
Hayden Hurst,CAR,3,1,33.33%,4,1,8.3%,3,1,33.33%,4,1,13.6%,All Hayden Hurst red zone receiving plays
Keith Kirkwood,NOR,3,1,33.33%,7,1,4.6%,2,1,50.00%,7,1,6.1%,All Keith Kirkwood red zone receiving plays
Bo Melton,GNB,3,1,33.33%,9,1,3.3%,2,1,50.00%,9,1,5.4%,All Bo Melton red zone receiving plays
John Metchie,HOU,3,0,0.00%,0,0,4.4%,3,0,0.00%,0,0,8.3%,All John Metchie red zone receiving plays
Scott Miller,ATL,3,3,100.00%,14,2,5.6%,2,2,100.00%,10,2,7.1%,All Scott Miller red zone receiving plays
Jonathan Mingo,CAR,3,0,0.00%,0,0,8.3%,2,0,0.00%,0,0,9.1%,All Jonathan Mingo red zone receiving plays
Latavius Murray,BUF,3,3,100.00%,10,0,4.8%,2,2,100.00%,4,0,7.4%,All Latavius Murray red zone receiving plays
Trey Palmer,TAM,3,2,66.67%,8,2,5.1%,2,2,100.00%,8,2,6.9%,All Trey Palmer red zone receiving plays
Zach Pascal,ARI,3,1,33.33%,-4,0,5.2%,1,0,0.00%,0,0,3.8%,All Zach Pascal red zone receiving plays
MyCole Pruitt,ATL,3,0,0.00%,0,0,5.6%,2,0,0.00%,0,0,7.1%,All MyCole Pruitt red zone receiving plays
Hunter Renfrow,LVR,3,3,100.00%,21,0,4.2%,0,0,,0,0,.0%,All Hunter Renfrow red zone receiving plays
Patrick Ricard,BAL,3,2,66.67%,7,1,4.7%,2,1,50.00%,4,1,6.5%,All Patrick Ricard red zone receiving plays
Drew Sample,CIN,3,3,100.00%,23,1,4.1%,0,0,,0,0,.0%,All Drew Sample red zone receiving plays
Patrick Taylor,GNB,3,2,66.67%,-4,0,3.3%,0,0,,0,0,.0%,All Patrick Taylor red zone receiving plays
Tre Tucker,LVR,3,2,66.67%,0,0,4.2%,1,0,0.00%,0,0,2.9%,All Tre Tucker red zone receiving plays
Marquez Valdes-Scantling,KAN,3,1,33.33%,-1,0,3.4%,1,0,0.00%,0,0,2.1%,All Marquez Valdes-Scantling red zone receiving plays
Kenneth Walker,SEA,3,2,66.67%,-4,0,4.6%,0,0,,0,0,.0%,All Kenneth Walker red zone receiving plays
Parker Washington,JAX,3,3,100.00%,34,2,4.8%,1,1,100.00%,1,0,3.3%,All Parker Washington red zone receiving plays
Quez Watkins,PHI,3,3,100.00%,20,1,6.1%,0,0,,0,0,.0%,All Quez Watkins red zone receiving plays
Javonte Williams,DEN,3,3,100.00%,7,2,4.6%,3,3,100.00%,7,2,8.6%,All Javonte Williams red zone receiving plays
Olamide Zaccheaus,PHI,3,0,0.00%,0,0,6.1%,1,0,0.00%,0,0,5.9%,All Olamide Zaccheaus red zone receiving plays
Jamal Agnew,JAX,2,1,50.00%,14,0,3.2%,1,0,0.00%,0,0,3.3%,All Jamal Agnew red zone receiving plays
Cam Akers,MIN,2,1,50.00%,-3,0,2.5%,0,0,,0,0,.0%,All Cam Akers red zone receiving plays
Davis Allen,LAR,2,2,100.00%,13,1,2.7%,1,1,100.00%,7,1,2.4%,All Davis Allen red zone receiving plays
Tyler Allgeier,ATL,2,1,50.00%,0,0,3.7%,0,0,,0,0,.0%,All Tyler Allgeier red zone receiving plays
David Bell,CLE,2,0,0.00%,0,0,3.1%,1,0,0.00%,0,0,3.4%,All David Bell red zone receiving plays
Dyami Brown,WAS,2,1,50.00%,0,0,3.1%,2,1,50.00%,0,0,5.7%,All Dyami Brown red zone receiving plays
Jason Brownlee,NYJ,2,1,50.00%,8,1,4.1%,2,1,50.00%,8,1,6.5%,All Jason Brownlee red zone receiving plays
Lawrence Cager,NYG,2,1,50.00%,10,1,6.1%,1,1,100.00%,10,1,8.3%,All Lawrence Cager red zone receiving plays
Will Dissly,SEA,2,1,50.00%,19,1,3.1%,0,0,,0,0,.0%,All Will Dissly red zone receiving plays
Keelan Doss,LAC,2,0,0.00%,0,0,2.7%,1,0,0.00%,0,0,2.3%,All Keelan Doss red zone receiving plays
Alex Erickson,LAC,2,2,100.00%,22,1,2.7%,0,0,,0,0,.0%,All Alex Erickson red zone receiving plays
Travis Etienne,JAX,2,2,100.00%,6,0,3.2%,0,0,,0,0,.0%,All Travis Etienne red zone receiving plays
Darrynton Evans,CHI,2,1,50.00%,8,0,3.6%,0,0,,0,0,.0%,All Darrynton Evans red zone receiving plays
Noah Fant,SEA,2,1,50.00%,12,0,3.1%,0,0,,0,0,.0%,All Noah Fant red zone receiving plays
D'Onta Foreman,CHI,2,2,100.00%,14,1,3.6%,1,1,100.00%,5,1,3.8%,All D'Onta Foreman red zone receiving plays
Mecole Hardman,KAN,2,1,50.00%,6,0,2.3%,0,0,,0,0,.0%,All Mecole Hardman red zone receiving plays
Deonte Harty,BUF,2,2,100.00%,-1,1,3.2%,1,1,100.00%,3,1,3.7%,All Deonte Harty red zone receiving plays
Peyton Hendershot,DAL,2,0,0.00%,0,0,1.9%,1,0,0.00%,0,0,2.0%,All Peyton Hendershot red zone receiving plays
Derrick Henry,TEN,2,1,50.00%,4,0,4.3%,1,0,0.00%,0,0,4.3%,All Derrick Henry red zone receiving plays
Elijah Higgins,ARI,2,2,100.00%,12,1,3.4%,1,1,100.00%,8,1,3.8%,All Elijah Higgins red zone receiving plays
Mack Hollins,ATL,2,1,50.00%,7,0,3.7%,0,0,,0,0,.0%,All Mack Hollins red zone receiving plays
Alec Ingold,MIA,2,2,100.00%,7,0,3.0%,0,0,,0,0,.0%,All Alec Ingold red zone receiving plays
Trishton Jackson,MIN,2,0,0.00%,0,0,2.5%,0,0,,0,0,.0%,All Trishton Jackson red zone receiving plays
Jauan Jennings,SFO,2,1,50.00%,18,1,2.9%,1,0,0.00%,0,0,3.8%,All Jauan Jennings red zone receiving plays
Ty Johnson,BUF,2,2,100.00%,8,0,3.2%,0,0,,0,0,.0%,All Ty Johnson red zone receiving plays
Marvin Jones,DET,2,1,50.00%,3,0,3.1%,0,0,,0,0,.0%,All Marvin Jones red zone receiving plays
Brevin Jordan,HOU,2,2,100.00%,16,2,2.9%,1,1,100.00%,4,1,2.8%,All Brevin Jordan red zone receiving plays
Ko Kieft,TAM,2,1,50.00%,2,1,3.4%,1,1,100.00%,2,1,3.4%,All Ko Kieft red zone receiving plays
Charlie Kolar,BAL,2,2,100.00%,34,1,3.1%,0,0,,0,0,.0%,All Charlie Kolar red zone receiving plays
Lucas Krull,DEN,2,1,50.00%,3,1,3.1%,2,1,50.00%,3,1,5.7%,All Lucas Krull red zone receiving plays
Allen Lazard,NYJ,2,1,50.00%,10,1,4.1%,2,1,50.00%,10,1,6.5%,All Allen Lazard red zone receiving plays
Marcedes Lewis,CHI,2,2,100.00%,17,1,3.6%,1,1,100.00%,1,1,3.8%,All Marcedes Lewis red zone receiving plays
Terrace Marshall,CAR,2,1,50.00%,9,0,5.6%,1,0,0.00%,0,0,4.5%,All Terrace Marshall red zone receiving plays
Anthony McFarland,PIT,2,2,100.00%,11,0,4.8%,0,0,,0,0,.0%,All Anthony McFarland red zone receiving plays
D.J. Montgomery,IND,2,1,50.00%,14,1,3.4%,1,0,0.00%,0,0,4.0%,All D.J. Montgomery red zone receiving plays
Quintin Morris,BUF,2,1,50.00%,15,1,3.2%,0,0,,0,0,.0%,All Quintin Morris red zone receiving plays
Andrew Ogletree,IND,2,1,50.00%,5,1,3.4%,2,1,50.00%,5,1,8.0%,All Andrew Ogletree red zone receiving plays
Cordarrelle Patterson,ATL,2,1,50.00%,2,1,3.7%,1,1,100.00%,2,1,3.6%,All Cordarrelle Patterson red zone receiving plays
Samaje Perine,DEN,2,2,100.00%,12,0,3.1%,1,1,100.00%,5,0,2.9%,All Samaje Perine red zone receiving plays
Wan'Dale Robinson,NYG,2,2,100.00%,11,1,6.1%,1,1,100.00%,9,1,8.3%,All Wan'Dale Robinson red zone receiving plays
Miles Sanders,CAR,2,2,100.00%,4,0,5.6%,0,0,,0,0,.0%,All Miles Sanders red zone receiving plays
Khalil Shakir,BUF,2,2,100.00%,12,1,3.2%,1,1,100.00%,1,0,3.7%,All Khalil Shakir red zone receiving plays
Trent Sherfield,BUF,2,1,50.00%,6,1,3.2%,1,1,100.00%,6,1,3.7%,All Trent Sherfield red zone receiving plays
Ben Sims,GNB,2,2,100.00%,7,1,2.2%,1,1,100.00%,1,1,2.7%,All Ben Sims red zone receiving plays
Stone Smartt,LAC,2,0,0.00%,0,0,2.7%,2,0,0.00%,0,0,4.5%,All Stone Smartt red zone receiving plays
JuJu Smith-Schuster,NWE,2,2,100.00%,14,1,5.6%,1,1,100.00%,3,1,7.7%,All JuJu Smith-Schuster red zone receiving plays
Jack Stoll,PHI,2,1,50.00%,14,0,4.1%,0,0,,0,0,.0%,All Jack Stoll red zone receiving plays
Geoff Swaim,ARI,2,2,100.00%,18,0,3.4%,0,0,,0,0,.0%,All Geoff Swaim red zone receiving plays
Robert Tonyan,CHI,2,1,50.00%,10,0,3.6%,0,0,,0,0,.0%,All Robert Tonyan red zone receiving plays
Samori Toure,GNB,2,1,50.00%,-6,0,2.2%,0,0,,0,0,.0%,All Samori Toure red zone receiving plays
Mitchell Wilcox,CIN,2,1,50.00%,10,0,2.7%,1,0,0.00%,0,0,2.7%,All Mitchell Wilcox red zone receiving plays
Jameson Williams,DET,2,2,100.00%,21,0,3.1%,0,0,,0,0,.0%,All Jameson Williams red zone receiving plays
Mike Williams,LAC,2,0,0.00%,0,0,2.7%,2,0,0.00%,0,0,4.5%,All Mike Williams red zone receiving plays
Blake Bell,KAN,1,1,100.00%,4,1,1.1%,1,1,100.00%,4,1,2.1%,All Blake Bell red zone receiving plays
Braxton Berrios,MIA,1,1,100.00%,11,1,1.5%,0,0,,0,0,.0%,All Braxton Berrios red zone receiving plays
Khari Blasingame,CHI,1,1,100.00%,4,0,1.8%,0,0,,0,0,.0%,All Khari Blasingame red zone receiving plays
Kayshon Boutte,NWE,1,0,0.00%,0,0,2.8%,0,0,,0,0,.0%,All Kayshon Boutte red zone receiving plays
Chase Brown,CIN,1,1,100.00%,8,0,1.4%,0,0,,0,0,.0%,All Chase Brown red zone receiving plays
Treylon Burks,TEN,1,1,100.00%,1,0,2.1%,0,0,,0,0,.0%,All Treylon Burks red zone receiving plays
Michael Burton,DEN,1,1,100.00%,4,0,1.5%,1,1,100.00%,4,0,2.9%,All Michael Burton red zone receiving plays
Grant Calcaterra,PHI,1,1,100.00%,9,0,2.0%,0,0,,0,0,.0%,All Grant Calcaterra red zone receiving plays
DeAndre Carter,LVR,1,0,0.00%,0,0,1.4%,1,0,0.00%,0,0,2.9%,All DeAndre Carter red zone receiving plays
Zach Charbonnet,SEA,1,0,0.00%,0,0,1.5%,0,0,,0,0,.0%,All Zach Charbonnet red zone receiving plays
Chase Claypool,CHI,1,0,0.00%,0,0,1.8%,0,0,,0,0,.0%,All Chase Claypool red zone receiving plays
Chris Conley,SFO,1,0,0.00%,0,0,1.4%,1,0,0.00%,0,0,3.8%,All Chris Conley red zone receiving plays
Elijah Cooks,JAX,1,0,0.00%,0,0,1.6%,0,0,,0,0,.0%,All Elijah Cooks red zone receiving plays
Britain Covey,PHI,1,0,0.00%,0,0,2.0%,0,0,,0,0,.0%,All Britain Covey red zone receiving plays
Jamison Crowder,WAS,1,0,0.00%,0,0,1.6%,0,0,,0,0,.0%,All Jamison Crowder red zone receiving plays
Derius Davis,LAC,1,1,100.00%,-3,0,1.4%,1,1,100.00%,-3,0,2.3%,All Derius Davis red zone receiving plays
Emari Demercado,ARI,1,0,0.00%,0,0,1.7%,1,0,0.00%,0,0,3.8%,All Emari Demercado red zone receiving plays
AJ Dillon,GNB,1,1,100.00%,1,0,1.1%,0,0,,0,0,.0%,All AJ Dillon red zone receiving plays
J.K. Dobbins,BAL,1,1,100.00%,5,0,1.6%,1,1,100.00%,5,0,3.2%,All J.K. Dobbins red zone receiving plays
Payne Durham,TAM,1,1,100.00%,12,0,1.7%,0,0,,0,0,.0%,All Payne Durham red zone receiving plays
Devin Duvernay,BAL,1,1,100.00%,3,0,1.6%,0,0,,0,0,.0%,All Devin Duvernay red zone receiving plays
Ross Dwelley,SFO,1,1,100.00%,12,0,1.4%,0,0,,0,0,.0%,All Ross Dwelley red zone receiving plays
Luke Farrell,JAX,1,0,0.00%,0,0,1.6%,1,0,0.00%,0,0,3.3%,All Luke Farrell red zone receiving plays
Simi Fehoko,LAC,1,1,100.00%,9,1,1.4%,1,1,100.00%,9,1,2.3%,All Simi Fehoko red zone receiving plays
Kevin Harris,NWE,1,1,100.00%,4,0,2.8%,0,0,,0,0,.0%,All Kevin Harris red zone receiving plays
Justice Hill,BAL,1,1,100.00%,2,0,1.6%,0,0,,0,0,.0%,All Justice Hill red zone receiving plays
Julian Hill,MIA,1,0,0.00%,0,0,1.5%,1,0,0.00%,0,0,2.3%,All Julian Hill red zone receiving plays
Brycen Hopkins,LAR,1,1,100.00%,5,0,1.4%,0,0,,0,0,.0%,All Brycen Hopkins red zone receiving plays
Sam Howell,WAS,1,1,100.00%,4,0,1.6%,1,1,100.00%,4,0,2.9%,All Sam Howell red zone receiving plays
Chuba Hubbard,CAR,1,0,0.00%,0,0,2.8%,0,0,,0,0,.0%,All Chuba Hubbard red zone receiving plays
Kareem Hunt,CLE,1,1,100.00%,3,0,1.6%,0,0,,0,0,.0%,All Kareem Hunt red zone receiving plays
Xavier Hutchinson,HOU,1,1,100.00%,0,0,1.5%,1,1,100.00%,0,0,2.8%,All Xavier Hutchinson red zone receiving plays
Richie James,KAN,1,1,100.00%,4,0,1.1%,0,0,,0,0,.0%,All Richie James red zone receiving plays
Van Jefferson,ATL,1,1,100.00%,6,0,1.9%,0,0,,0,0,.0%,All Van Jefferson red zone receiving plays
Tyler Johnson,LAR,1,1,100.00%,8,1,1.4%,1,1,100.00%,8,1,2.4%,All Tyler Johnson red zone receiving plays
Tony Jones,NOR,1,0,0.00%,0,0,1.5%,1,0,0.00%,0,0,3.0%,All Tony Jones red zone receiving plays
Joshua Kelley,LAC,1,1,100.00%,0,0,1.4%,0,0,,0,0,.0%,All Joshua Kelley red zone receiving plays
Will Mallory,IND,1,0,0.00%,0,0,1.7%,0,0,,0,0,.0%,All Will Mallory red zone receiving plays
Chris Manhertz,DEN,1,0,0.00%,0,0,1.5%,0,0,,0,0,.0%,All Chris Manhertz red zone receiving plays
Ray-Ray McCloud,SFO,1,1,100.00%,8,0,1.4%,0,0,,0,0,.0%,All Ray-Ray McCloud red zone receiving plays
Sean McKeon,DAL,1,0,0.00%,0,0,1.0%,1,0,0.00%,0,0,2.0%,All Sean McKeon red zone receiving plays
Jordan Mims,NOR,1,0,0.00%,0,0,1.5%,1,0,0.00%,0,0,3.0%,All Jordan Mims red zone receiving plays
Marvin Mims,DEN,1,1,100.00%,4,0,1.5%,1,1,100.00%,4,0,2.9%,All Marvin Mims red zone receiving plays
Elijah Mitchell,SFO,1,0,0.00%,0,0,1.4%,1,0,0.00%,0,0,3.8%,All Elijah Mitchell red zone receiving plays
Keaton Mitchell,BAL,1,0,0.00%,0,0,1.6%,0,0,,0,0,.0%,All Keaton Mitchell red zone receiving plays
Ty Montgomery,NWE,1,1,100.00%,9,0,2.8%,0,0,,0,0,.0%,All Ty Montgomery red zone receiving plays
Chris Moore,TEN,1,1,100.00%,6,0,2.1%,0,0,,0,0,.0%,All Chris Moore red zone receiving plays
Donovan Peoples-Jones,DET,1,0,0.00%,0,0,1.5%,1,0,0.00%,0,0,2.9%,All Donovan Peoples-Jones red zone receiving plays
Kyle Philips,TEN,1,0,0.00%,0,0,2.1%,1,0,0.00%,0,0,4.3%,All Kyle Philips red zone receiving plays
Dameon Pierce,HOU,1,1,100.00%,9,0,1.5%,0,0,,0,0,.0%,All Dameon Pierce red zone receiving plays
Kevin Rader,TEN,1,1,100.00%,6,0,2.1%,1,1,100.00%,6,0,4.3%,All Kevin Rader red zone receiving plays
Jalen Reagor,NWE,1,0,0.00%,0,0,2.8%,1,0,0.00%,0,0,7.7%,All Jalen Reagor red zone receiving plays
Justyn Ross,KAN,1,0,0.00%,0,0,1.1%,1,0,0.00%,0,0,2.1%,All Justyn Ross red zone receiving plays
Jeffery Simmons,TEN,1,1,100.00%,2,1,2.1%,1,1,100.00%,2,1,4.3%,All Jeffery Simmons red zone receiving plays
Ben Skowronek,LAR,1,0,0.00%,0,0,1.4%,1,0,0.00%,0,0,2.4%,All Ben Skowronek red zone receiving plays
Keith Smith,ATL,1,1,100.00%,-1,0,1.9%,1,1,100.00%,-1,0,3.6%,All Keith Smith red zone receiving plays
Willie Snead,SFO,1,1,100.00%,5,0,1.4%,0,0,,0,0,.0%,All Willie Snead red zone receiving plays
Isaiah Spiller,LAC,1,1,100.00%,10,0,1.4%,0,0,,0,0,.0%,All Isaiah Spiller red zone receiving plays
Ian Thomas,CAR,1,0,0.00%,0,0,2.8%,1,0,0.00%,0,0,4.5%,All Ian Thomas red zone receiving plays
Ke'Shawn Vaughn,TAM,1,0,0.00%,0,0,1.7%,0,0,,0,0,.0%,All Ke'Shawn Vaughn red zone receiving plays
Darnell Washington,PIT,1,0,0.00%,0,0,2.4%,1,0,0.00%,0,0,5.6%,All Darnell Washington red zone receiving plays
Zamir White,LVR,1,1,100.00%,5,0,1.4%,1,1,100.00%,5,0,2.9%,All Zamir White red zone receiving plays
Jamaal Williams,NOR,1,1,100.00%,3,0,1.5%,0,0,,0,0,.0%,All Jamaal Williams red zone receiving plays
Trayveon Williams,CIN,1,1,100.00%,3,0,1.4%,0,0,,0,0,.0%,All Trayveon Williams red zone receiving plays
Jeff Wilson,MIA,1,0,0.00%,0,0,1.5%,1,0,0.00%,0,0,2.3%,All Jeff Wilson red zone receiving plays
Charlie Woerner,SFO,1,1,100.00%,3,0,1.4%,0,0,,0,0,.0%,All Charlie Woerner red zone receiving plays
Brock Wright,DET,1,1,100.00%,2,0,1.5%,1,1,100.00%,2,0,2.9%,All Brock Wright red zone receiving plays
