Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Unnamed: 22_level_0
422.0,Jody Fortson,29.0,KAN,TE,3.0,0.0,3.0,1.0,5.0,1.0,3.0,3.0,2.0,2.0,1.3,0.0,,0.0,0.0,1.0,2.8,
423.0,Feleipe Franks,27.0,CAR,TE,16.0,0.0,3.0,1.0,12.0,1.0,12.0,12.0,0.0,0.0,16.3,0.0,,0.0,0.0,0.0,46.5,
424.0,Myles Gaskin,27.0,MIN,RB,5.0,0.0,1.0,1.0,11.0,0.0,-2.0,-2.0,13.0,13.0,-2.0,0.0,,0.0,0.0,0.0,112.5,
425.0,Jared Goff,30.0,DET,QB,17.0,17.0,1.0,1.0,7.0,1.0,5.0,5.0,2.0,2.0,5.0,0.0,,0.0,0.0,0.0,135.4,"PB,AP MVP-5,AP OPoY-9"
426.0,Anthony Gould,23.0,IND,WR,8.0,0.0,1.0,1.0,23.0,1.0,18.0,18.0,5.0,5.0,18.0,0.0,,0.0,0.0,0.0,118.7,
427.0,George Holani,25.0,SEA,RB,5.0,0.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,79.2,
428.0,Sam Hubbard,29.0,CIN,LDE,14.0,14.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,118.7,
429.0,Jha'Quan Jackson,24.0,TEN,WR,12.0,0.0,3.0,1.0,8.0,1.0,6.0,6.0,2.0,2.0,26.0,0.0,,0.0,0.0,0.0,42.4,
430.0,Jermar Jefferson,24.0,DET,RB,2.0,0.0,1.0,1.0,10.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,,0.0,0.0,0.0,108.3,
431.0,E.J. Jenkins,26.0,PHI,TE,8.0,0.0,2.0,1.0,7.0,1.0,4.0,4.0,3.0,3.0,4.5,0.0,,0.0,0.0,0.0,97.9,
432.0,Brandon Johnson,26.0,PIT,WR,3.0,0.0,1.0,1.0,9.0,0.0,5.0,5.0,4.0,4.0,5.0,0.0,,0.0,0.0,0.0,104.2,
433.0,Collin Johnson,27.0,CHI,WR,9.0,0.0,2.0,1.0,6.0,1.0,3.0,3.0,3.0,3.0,8.0,0.0,,0.0,0.0,0.0,56.2,
434.0,Charlie Jones,26.0,CIN,WR,8.0,0.0,1.0,1.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,,0.0,0.0,0.0,87.5,
435.0,Marcus Jones,26.0,NWE,CB,14.0,9.0,1.0,1.0,18.0,1.0,-7.0,-7.0,25.0,25.0,-7.0,0.0,,0.0,0.0,0.0,118.7,
436.0,Velus Jones Jr.,27.0,CHI,WR,1.0,0.0,1.0,1.0,8.0,0.0,-5.0,-5.0,13.0,13.0,-5.0,0.0,,0.0,0.0,0.0,100.0,
437.0,Ramel Keyton,24.0,LVR,WR,8.0,0.0,3.0,1.0,7.0,1.0,7.0,7.0,0.0,0.0,10.0,0.0,,0.0,0.0,0.0,42.4,
438.0,Jacob Kibodi,26.0,CLE,RB,1.0,0.0,3.0,1.0,15.0,1.0,4.0,4.0,11.0,11.0,3.0,0.0,,1.0,33.3,1.0,11.1,
439.0,JC Latham,21.0,TEN,LT,17.0,17.0,1.0,1.0,0.0,0.0,-4.0,-4.0,4.0,4.0,-4.0,0.0,,0.0,0.0,0.0,79.2,
440.0,Marcedes Lewis,40.0,CHI,TE,17.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,56.2,
441.0,MarShawn Lloyd,23.0,GNB,RB,1.0,0.0,1.0,1.0,3.0,0.0,-5.0,-5.0,8.0,8.0,-5.0,0.0,,0.0,0.0,0.0,79.2,
442.0,Vederian Lowe,25.0,NWE,LT,14.0,13.0,1.0,1.0,4.0,1.0,4.0,4.0,0.0,0.0,4.0,0.0,,0.0,0.0,0.0,122.9,
443.0,Patrick Mahomes,29.0,KAN,QB,16.0,16.0,1.0,1.0,2.0,0.0,-1.0,-1.0,3.0,3.0,-1.0,0.0,,0.0,0.0,0.0,79.2,"AP MVP-6,AP OPoY-17"
444.0,Tay Martin,27.0,TEN,WR,1.0,0.0,2.0,1.0,49.0,1.0,44.0,44.0,5.0,5.0,31.5,0.0,,0.0,0.0,0.0,135.4,
445.0,David Martin-Robinson,25.0,TEN,TE,5.0,2.0,2.0,1.0,6.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,,0.0,0.0,0.0,56.2,
446.0,Anthony Miller,30.0,BAL,WR,2.0,0.0,1.0,1.0,16.0,1.0,15.0,15.0,1.0,1.0,15.0,0.0,,0.0,0.0,0.0,118.7,
447.0,Keaton Mitchell,22.0,BAL,RB,5.0,0.0,1.0,1.0,28.0,1.0,-5.0,-5.0,33.0,33.0,-5.0,0.0,,0.0,0.0,0.0,118.7,
448.0,Wanya Morris,24.0,KAN,LT,17.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,118.7,
449.0,Bo Nix,24.0,DEN,QB,17.0,17.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,118.7,AP ORoY-3
450.0,Kendric Pryor,26.0,CIN,WR,1.0,0.0,1.0,1.0,9.0,0.0,9.0,9.0,0.0,0.0,9.0,0.0,,0.0,0.0,0.0,104.2,
451.0,Anthony Richardson,22.0,IND,QB,11.0,11.0,1.0,1.0,-1.0,0.0,-8.0,-8.0,7.0,7.0,-8.0,0.0,,0.0,0.0,0.0,79.2,AP CPoY-25
452.0,Chris Rodriguez,24.0,WAS,RB,9.0,0.0,1.0,1.0,12.0,1.0,1.0,1.0,11.0,11.0,1.0,0.0,,0.0,0.0,0.0,116.7,
453.0,John Ross,29.0,PHI,WR,1.0,0.0,2.0,1.0,6.0,1.0,4.0,4.0,2.0,2.0,23.5,0.0,,0.0,0.0,0.0,56.2,
454.0,Cody Schrader,25.0,LAR,RB,1.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,,0.0,0.0,0.0,91.7,
455.0,Trenton Scott,30.0,WAS,T,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,118.7,
456.0,Tyler Scott,23.0,CHI,WR,11.0,0.0,1.0,1.0,5.0,0.0,-2.0,-2.0,7.0,7.0,-2.0,0.0,,0.0,0.0,0.0,87.5,
457.0,Tyrell Shavers,25.0,BUF,WR,3.0,0.0,1.0,1.0,69.0,1.0,-2.0,-2.0,71.0,71.0,-2.0,1.0,1.0,0.0,0.0,0.0,158.3,
458.0,John Samuel Shenker,26.0,LVR,TE,8.0,0.0,1.0,1.0,7.0,0.0,4.0,4.0,3.0,3.0,4.0,0.0,,0.0,0.0,0.0,95.8,
459.0,Dan Skipper,30.0,DET,T,17.0,5.0,1.0,1.0,9.0,1.0,1.0,1.0,8.0,8.0,1.0,0.0,,0.0,0.0,0.0,143.7,
460.0,Tyler Smith,23.0,DAL,LG,16.0,16.0,1.0,1.0,0.0,0.0,-6.0,-6.0,6.0,6.0,-6.0,0.0,,0.0,0.0,0.0,79.2,PB
461.0,Geoff Swaim,31.0,CLE,TE,8.0,2.0,1.0,1.0,7.0,0.0,2.0,2.0,5.0,5.0,2.0,0.0,,0.0,0.0,0.0,95.8,
462.0,Trent Taylor,30.0,SFO,WR,2.0,0.0,1.0,1.0,11.0,0.0,9.0,9.0,2.0,2.0,9.0,0.0,,0.0,0.0,0.0,112.5,
463.0,Juanyeh Thomas,24.0,DAL,S,13.0,0.0,1.0,1.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,,0.0,0.0,0.0,83.3,
464.0,Brycen Tremayne,25.0,WAS,WR,2.0,0.0,1.0,1.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,,0.0,0.0,0.0,79.2,
465.0,Ben VanSumeren,24.0,PHI,LB,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,79.2,
466.0,Devontez Walker,23.0,BAL,WR,9.0,0.0,3.0,1.0,21.0,1.0,21.0,21.0,0.0,0.0,28.0,0.0,,0.0,0.0,0.0,98.6,
467.0,Casey Washington,23.0,ATL,WR,8.0,0.0,2.0,1.0,14.0,1.0,3.0,3.0,11.0,11.0,18.0,0.0,,0.0,0.0,0.0,72.9,
468.0,Blake Watson,25.0,DEN,RB,2.0,0.0,2.0,1.0,13.0,0.0,-5.0,-5.0,18.0,18.0,-2.0,0.0,,1.0,50.0,0.0,70.8,
469.0,Jared Wiley,24.0,KAN,TE,7.0,2.0,1.0,1.0,7.0,0.0,4.0,4.0,3.0,3.0,4.0,0.0,,0.0,0.0,0.0,95.8,
470.0,Shane Zylstra,28.0,DET,TE,12.0,1.0,1.0,1.0,22.0,1.0,9.0,9.0,13.0,13.0,9.0,0.0,,0.0,0.0,0.0,118.7,
471.0,Rasheen Ali,23.0,BAL,RB,6.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,-2.5,0.0,,1.0,50.0,0.0,39.6,
472.0,Josh Allen,28.0,BUF,QB,17.0,17.0,0.0,0.0,7.0,0.0,0.0,,7.0,,,0.0,,0.0,,0.0,,"PB,AP-2,AP MVP-1,AP OPoY-6"
473.0,Brenden Bates,25.0,CLE,TE,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,-2.0,0.0,,0.0,0.0,0.0,39.6,
474.0,Andrew Beck,28.0,2TM,FB,4.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,10.5,0.0,,0.0,0.0,0.0,39.6,
474.0,Andrew Beck,28.0,GNB,FB,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,-6.0,0.0,,0.0,0.0,0.0,39.6,
474.0,Andrew Beck,28.0,HOU,FB,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,27.0,0.0,,0.0,0.0,0.0,39.6,
475.0,Braxton Berrios,29.0,MIA,WR,6.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,,6.5,0.0,,0.0,0.0,0.0,39.6,
476.0,Jake Brendel,32.0,SFO,C,17.0,17.0,0.0,0.0,2.0,0.0,0.0,,2.0,,,0.0,,0.0,,0.0,,
477.0,Irvin Charles,27.0,NYJ,WR,13.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,3.0,0.0,,0.0,0.0,0.0,39.6,
478.0,Baylor Cupp,24.0,KAN,TE,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,1.0,100.0,0.0,39.6,
479.0,Taylor Decker,31.0,DET,LT,14.0,14.0,1.0,0.0,0.0,0.0,0.0,,0.0,,2.0,0.0,,0.0,0.0,0.0,39.6,PB
480.0,Erik Ezukanma,24.0,MIA,WR,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,29.5,0.0,,0.0,0.0,0.0,39.6,
481.0,Sam Franklin,28.0,CAR,S,10.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,11.0,0.0,,0.0,0.0,0.0,39.6,
482.0,Zach Frazier,23.0,PIT,C,15.0,15.0,0.0,0.0,-2.0,0.0,0.0,,-2.0,,,0.0,,0.0,,0.0,,
483.0,C.J. Goodwin,34.0,DAL,CB,17.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,7.0,0.0,,0.0,0.0,0.0,39.6,
484.0,Terrell Jennings,23.0,NWE,RB,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,29.0,0.0,,0.0,0.0,0.0,39.6,
485.0,Kameron Johnson,22.0,TAM,WR,5.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,3.0,0.0,,1.0,100.0,0.0,39.6,
486.0,Tom Kennedy,28.0,DET,WR,4.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,11.0,0.0,,0.0,0.0,0.0,39.6,
487.0,Trevor Lawrence,25.0,JAX,QB,10.0,10.0,0.0,0.0,-5.0,0.0,0.0,,-5.0,,,0.0,,0.0,,0.0,,
488.0,Jordan Matthews,32.0,CAR,TE,4.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,16.0,0.0,,0.0,0.0,0.0,39.6,
489.0,Skyy Moore,24.0,KAN,WR,6.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,,6.0,0.0,,2.0,66.7,0.0,39.6,
490.0,James Pierre,28.0,PIT,CB,15.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,,14.0,0.0,,1.0,100.0,0.0,39.6,
491.0,Adam Prentice,27.0,NOR,FB,17.0,7.0,4.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,,1.0,25.0,0.0,39.6,
492.0,Dominick Puni,24.0,SFO,RG,17.0,17.0,0.0,0.0,-3.0,0.0,0.0,,-3.0,,,0.0,,0.0,,0.0,,
493.0,Justyn Ross,25.0,KAN,WR,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,10.0,0.0,,0.0,0.0,0.0,39.6,
494.0,C.J. Stroud,23.0,HOU,QB,17.0,17.0,1.0,0.0,0.0,0.0,0.0,,0.0,,10.0,0.0,,0.0,0.0,0.0,39.6,
495.0,Stephen Sullivan,28.0,CAR,TE,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,16.0,0.0,,0.0,0.0,0.0,39.6,
496.0,Kadarius Toney,25.0,CLE,WR,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,-5.0,0.0,,0.0,0.0,0.0,39.6,
497.0,Xavier Weaver,24.0,ARI,WR,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,19.5,0.0,,0.0,0.0,0.0,39.6,
498.0,Brayden Willis,25.0,SFO,TE,10.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,5.5,0.0,,1.0,50.0,0.0,39.6,
499.0,Tristan Wirfs,25.0,TAM,LT,16.0,16.0,0.0,0.0,9.0,0.0,0.0,,9.0,,,0.0,,0.0,,0.0,,"PB,AP-1"
500.0,Dareke Young,25.0,SEA,WR,14.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,9.0,0.0,,0.0,0.0,0.0,39.6,
,League Average,,,,,,,,,,,5.6,,5.3,7.7,,16.8,,4.7,,,
