Quarter,Time,Down,ToGo,Location,MIN,PHI,Detail,EPB,EPA,week,year,game_id
4.0,1:10,,,PHI 15,28.0,34.0,Greg Joseph kicks extra point good,0.0,0.0,2.0,2023,17
4.0,1:10,,,,,,Timeout #1 by Philadelphia Eagles,,,2.0,2023,17
4.0,1:10,,,MIN 35,28.0,34.0,"Greg Joseph kicks onside 14 yards, returned by DeVonta Smith for no gain",0.0,2.32,2.0,2023,17
4.0,1:09,1.0,10.0,MIN 49,28.0,34.0,D'Andre Swift up the middle for 2 yards (tackle by Harrison Phillips and Dean Lowry),2.32,2.05,2.0,2023,17
4.0,1:05,,,,,,Timeout #2 by Minnesota Vikings,,,2.0,2023,17
4.0,1:05,2.0,8.0,MIN 47,28.0,34.0,D'Andre Swift up the middle for 2 yards (tackle by Harrison Phillips),2.05,1.62,2.0,2023,17
4.0,1:01,,,,,,Timeout #3 by Minnesota Vikings,,,2.0,2023,17
4.0,1:01,3.0,6.0,MIN 45,28.0,34.0,D'Andre Swift up the middle for 1 yard (tackle by Jonathan Bullard and Harrison Phillips),1.62,0.33,2.0,2023,17
4.0,0:15,4.0,5.0,MIN 44,28.0,34.0,"Penalty on Dallas Goedert: False Start, 5 yards (accepted) (no play)",0.33,0.0,2.0,2023,17
4.0,0:15,4.0,10.0,MIN 49,28.0,34.0,"Arryn Siposs punts 31 yards, returned by Brandon Powell for -1 yards (tackle by Kelee Ringo)",0.0,0.06,2.0,2023,17
4.0,0:07,,,,,,Timeout #2 by Philadelphia Eagles,,,2.0,2023,17
4.0,0:07,1.0,10.0,MIN 17,28.0,34.0,Kirk Cousins pass incomplete deep right,-0.06,-0.58,2.0,2023,17
