Quarter,Time,Down,ToGo,Location,KAN,JAX,Detail,EPB,EPA,week,year,game_id
4.0,3:41,2.0,10.0,KAN 16,17.0,9.0,Patrick Mahomes scrambles left end for 14 yards (tackle by Adam Gotsis),-0.66,0.94,2.0,2023,24
4.0,2:53,1.0,10.0,KAN 30,17.0,9.0,Isiah Pacheco right end for 4 yards (tackle by Tyson Campbell and Tyler Lacy),0.94,0.93,2.0,2023,24
4.0,2:50,,,,,,Timeout #1 by Jacksonville Jaguars,,,2.0,2023,24
4.0,2:50,2.0,6.0,KAN 34,17.0,9.0,Isiah Pacheco right end for no gain (tackle by Angelo Blackson),0.93,0.23,2.0,2023,24
4.0,2:03,3.0,6.0,KAN 34,17.0,9.0,"Patrick Mahomes pass complete deep right to Skyy Moore for 54 yards (tackle by Tyson Campbell and Tre Herndon). Penalty on Travis Kelce: Unnecessary Roughness / Offense, 15 yards (offset) . Penalty on Rayshawn Jenkins: Unnecessary Roughness / Defense, 15 yards (offset)",0.23,4.78,2.0,2023,24
4.0,1:50,1.0,10.0,JAX 12,17.0,9.0,Isiah Pacheco up the middle for 6 yards (tackle by Roy Robertson-Harris and Devin Lloyd),4.78,5.21,2.0,2023,24
4.0,1:45,,,,,,Timeout #2 by Jacksonville Jaguars,,,2.0,2023,24
4.0,1:45,2.0,4.0,JAX 6,17.0,9.0,Isiah Pacheco up the middle for 5 yards (tackle by Tyson Campbell and K'Lavon Chaisson),5.21,6.97,2.0,2023,24
4.0,1:38,,,,,,Timeout #3 by Jacksonville Jaguars,,,2.0,2023,24
4.0,1:38,1.0,1.0,JAX 1,17.0,9.0,Patrick Mahomes kneels for -3 yards,6.97,5.34,2.0,2023,24
4.0,0:54,2.0,4.0,JAX 4,17.0,9.0,Patrick Mahomes kneels for -2 yards,5.34,4.04,2.0,2023,24
4.0,0:17,3.0,6.0,JAX 6,17.0,9.0,Patrick Mahomes kneels for -1 yards,4.04,2.97,2.0,2023,24
