Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA,week,year,game_id
4.0,4:48,2.0,7.0,PHI 47,29.0,31.0,"Jalen Hurts pass incomplete short right intended for A.J. Brown (defended by Jaire Alexander). Penalty on Cam Jurgens: Ineligible Downfield Pass, 5 yards (declined)",1.72,1.03,1.0,2024,2
4.0,4:32,3.0,7.0,PHI 47,29.0,31.0,"Jalen Hurts scrambles up the middle for 6 yards (tackle by Quay Walker and Karl Brooks). Penalty on Kenny Clark: Defensive Holding, 5 yards (accepted)",1.03,2.79,1.0,2024,2
4.0,4:32,1.0,10.0,GNB 42,29.0,31.0,Saquon Barkley left tackle for 2 yards (tackle by Isaiah McDuffie and Eric Wilson),2.79,2.51,1.0,2024,2
4.0,3:48,2.0,8.0,GNB 40,29.0,31.0,Jalen Hurts scrambles left end for 8 yards (tackle by Eric Stokes and Quay Walker),2.51,3.45,1.0,2024,2
4.0,3:04,1.0,10.0,GNB 32,29.0,31.0,Saquon Barkley up the middle for -3 yards (tackle by Devonte Wyatt),3.45,2.5,1.0,2024,2
4.0,2:22,2.0,13.0,GNB 35,29.0,31.0,Jalen Hurts pass complete short left to DeVonta Smith for 16 yards (tackle by Xavier McKinney),2.5,4.31,1.0,2024,2
4.0,2:15,,,,,,Timeout #1 by Green Bay Packers,,,1.0,2024,2
4.0,2:15,1.0,10.0,GNB 19,29.0,31.0,Saquon Barkley up the middle for 2 yards (tackle by Isaiah McDuffie and Tedarrell Slaton),4.31,4.03,1.0,2024,2
4.0,2:10,,,,,,Timeout #2 by Green Bay Packers,,,1.0,2024,2
4.0,2:10,2.0,8.0,GNB 17,29.0,31.0,Jalen Hurts pass complete short left to DeVonta Smith for 11 yards (tackle by Javon Bullard and Eric Stokes),4.03,5.83,1.0,2024,2
4.0,2:00,1.0,6.0,GNB 6,29.0,31.0,Saquon Barkley up the middle for 2 yards (tackle by Javon Bullard),5.83,5.34,1.0,2024,2
4.0,1:57,,,,,,Timeout #3 by Green Bay Packers,,,1.0,2024,2
4.0,1:57,2.0,4.0,GNB 4,29.0,31.0,Saquon Barkley right guard for 3 yards (tackle by Quay Walker and Tedarrell Slaton),5.34,5.17,1.0,2024,2
4.0,1:12,,,,,,Timeout #2 by Philadelphia Eagles,,,1.0,2024,2
4.0,1:12,3.0,1.0,GNB 1,29.0,31.0,"Jalen Hurts aborted snap, recovered by Saquon Barkley at GB-2",5.17,3.04,1.0,2024,2
4.0,0:30,,,,,,Timeout #3 by Philadelphia Eagles,,,1.0,2024,2
4.0,0:30,4.0,3.0,GNB 3,29.0,34.0,"Jake Elliott 21 yard field goal good. Penalty on Xavier McKinney: Defensive Offside, 5 yards (declined)",3.04,3.0,1.0,2024,2
4.0,0:27,,,PHI 35,29.0,34.0,"Braden Mann kicks off 73 yards, returned by Keisean Nixon for 24 yards (tackle by Will Shipley and Nolan Smith)",0.0,-0.14,1.0,2024,2
4.0,0:22,1.0,10.0,GNB 16,29.0,34.0,Jordan Love pass complete deep left to Jayden Reed for 33 yards (tackle by Quinyon Mitchell),-0.14,2.19,1.0,2024,2
4.0,0:15,1.0,10.0,GNB 49,29.0,34.0,Josh Jacobs left end for 4 yards (tackle by Zack Baun),2.19,2.19,1.0,2024,2
4.0,0:06,2.0,6.0,PHI 47,29.0,34.0,Malik Willis pass incomplete short left intended for Romeo Doubs,2.19,1.49,1.0,2024,2
4.0,0:03,3.0,6.0,PHI 47,29.0,34.0,Malik Willis sacked by Zack Baun for -4 yards,1.49,-0.13,1.0,2024,2
