Quarter,Time,Down,ToGo,Location,DEN,SEA,Detail,EPB,EPA,week,year,game_id
4.0,4:37,4.0,19.0,SEA 29,13.0,26.0,"Michael Dickson punts 43 yards, returned by Marvin Mims for 18 yards (tackle by Zach Charbonnet)",-1.44,-1.99,1.0,2024,11
4.0,4:28,1.0,10.0,DEN 46,13.0,26.0,Bo Nix scrambles left end for 23 yards (tackle by Riq Woolen),1.99,3.51,1.0,2024,11
4.0,4:20,1.0,10.0,SEA 31,13.0,26.0,Bo Nix pass incomplete short middle intended for Josh Reynolds,3.51,2.97,1.0,2024,11
4.0,4:17,2.0,10.0,SEA 31,13.0,26.0,Bo Nix pass complete short left to Courtland Sutton for 7 yards (tackle by Jerome Baker),2.97,3.2,1.0,2024,11
4.0,3:35,3.0,3.0,SEA 24,13.0,26.0,Bo Nix pass complete short right to Josh Reynolds for 5 yards (tackle by Tre Brown),3.2,4.31,1.0,2024,11
4.0,3:10,1.0,10.0,SEA 19,13.0,26.0,Bo Nix pass complete short right to Josh Reynolds for 5 yards (tackle by Tre Brown),4.31,4.53,1.0,2024,11
4.0,2:43,2.0,5.0,SEA 14,13.0,26.0,Bo Nix pass complete short middle to Courtland Sutton for 10 yards (tackle by Julian Love and Riq Woolen),4.53,6.28,1.0,2024,11
4.0,2:17,1.0,4.0,SEA 4,19.0,26.0,"Bo Nix scrambles right end for 4 yards, touchdown",6.28,7.0,1.0,2024,11
4.0,2:09,,,SEA 15,20.0,26.0,Wil Lutz kicks extra point good,0.0,0.0,1.0,2024,11
4.0,2:09,,,DEN 35,20.0,26.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.94,1.0,2024,11
4.0,2:09,1.0,10.0,SEA 30,20.0,26.0,Zach Charbonnet left guard for no gain (tackle by D.J. Jones),0.94,0.39,1.0,2024,11
4.0,2:00,2.0,10.0,SEA 30,20.0,26.0,Zach Charbonnet right end for -1 yards (tackle by Baron Browning and D.J. Jones),0.39,-0.43,1.0,2024,11
4.0,1:54,,,,,,Timeout #2 by Denver Broncos,,,1.0,2024,11
4.0,1:54,3.0,11.0,SEA 29,20.0,26.0,"Geno Smith pass complete short left to Noah Fant for no gain (tackle by P.J. Locke and Alex Singleton). Penalty on Baron Browning: Defensive Offside, 5 yards (accepted) (no play)",-0.43,0.23,1.0,2024,11
4.0,1:48,3.0,6.0,SEA 34,20.0,26.0,Geno Smith pass complete short right to Tyler Lockett for 9 yards (tackle by Riley Moss),0.23,1.8,1.0,2024,11
4.0,1:40,,,,,,Timeout #3 by Denver Broncos,,,1.0,2024,11
4.0,1:40,1.0,10.0,SEA 43,20.0,26.0,Geno Smith kneels for -2 yards,1.8,0.98,1.0,2024,11
4.0,0:59,2.0,12.0,SEA 41,20.0,26.0,Geno Smith kneels for -1 yards,0.98,0.17,1.0,2024,11
4.0,0:38,3.0,13.0,SEA 40,20.0,26.0,Geno Smith kneels for -1 yards,0.17,-0.78,1.0,2024,11
