Quarter,Time,Down,ToGo,Location,SEA,NOR,Detail,EPB,EPA,week,year,game_id
4.0,4:57,2.0,4.0,SEA 31,32.0,39.0,Kenneth Walker left tackle for 2 yards (tackle by Marcus Davenport),0.87,0.43,5.0,2022,74
4.0,4:15,3.0,2.0,SEA 33,32.0,39.0,Geno Smith sacked by Cameron Jordan for -14 yards,0.43,-2.14,5.0,2022,74
4.0,3:28,4.0,16.0,SEA 19,32.0,39.0,"Michael Dickson punts 49 yards, fair catch by Marquez Callaway at NO-32",-2.14,-1.07,5.0,2022,74
4.0,3:21,1.0,10.0,NOR 32,32.0,39.0,Alvin Kamara right guard for 4 yards (tackle by Michael Jackson),1.07,1.07,5.0,2022,74
4.0,3:16,,,,,,Timeout #1 by Seattle Seahawks,,,5.0,2022,74
4.0,3:16,2.0,6.0,NOR 36,32.0,39.0,Alvin Kamara right tackle for 2 yards (tackle by Uchenna Nwosu),1.07,0.63,5.0,2022,74
4.0,3:10,,,,,,Timeout #2 by Seattle Seahawks,,,5.0,2022,74
4.0,3:10,3.0,4.0,NOR 38,32.0,39.0,Andy Dalton pass complete short right to Tre'Quan Smith for 10 yards (tackle by Quandre Diggs),0.63,2.13,5.0,2022,74
4.0,2:24,1.0,10.0,NOR 48,32.0,39.0,Alvin Kamara up the middle for 4 yards (tackle by Myles Adams and Bryan Mone),2.13,2.12,5.0,2022,74
4.0,2:00,2.0,6.0,SEA 48,32.0,39.0,Alvin Kamara right guard for 10 yards (tackle by Quandre Diggs and Jordyn Brooks),2.12,3.05,5.0,2022,74
4.0,1:53,,,,,,Timeout #3 by Seattle Seahawks,,,5.0,2022,74
4.0,1:53,,,,,,Timeout #1 by New Orleans Saints,,,5.0,2022,74
4.0,1:53,1.0,10.0,SEA 38,32.0,39.0,Andy Dalton kneels for -1 yards,3.05,2.37,5.0,2022,74
4.0,1:13,2.0,11.0,SEA 39,32.0,39.0,Andy Dalton kneels for no gain,2.37,1.68,5.0,2022,74
4.0,0:36,3.0,11.0,SEA 39,32.0,39.0,Andy Dalton kneels for -1 yards,1.68,0.59,5.0,2022,74
4.0,0:31,4.0,12.0,SEA 40,32.0,39.0,"Penalty on Uchenna Nwosu: Personal Foul / Defense, 15 yards (accepted) (no play)",0.59,3.91,5.0,2022,74
4.0,0:31,1.0,10.0,SEA 25,32.0,39.0,Andy Dalton kneels for -1 yards,3.91,3.23,5.0,2022,74
