Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA,week,year,game_id
4.0,3:09,,,,,,Timeout #2 by Atlanta Falcons,,,5.0,2022,67
4.0,3:09,2.0,5.0,ATL 47,15.0,21.0,Tom Brady pass incomplete deep right intended for Scott Miller (defended by DeAundre Alford),2.26,1.55,5.0,2022,67
4.0,3:03,3.0,5.0,ATL 47,15.0,21.0,"Tom Brady sacked by Grady Jarrett for no gain. Penalty on Grady Jarrett: Roughing the Passer, 15 yards (accepted) (no play)",1.55,3.45,5.0,2022,67
4.0,2:56,1.0,10.0,ATL 32,15.0,21.0,Tom Brady pass incomplete short left intended for Mike Evans,3.45,2.9,5.0,2022,67
4.0,2:53,2.0,10.0,ATL 32,15.0,21.0,Leonard Fournette up the middle for 5 yards (tackle by Rashaan Evans),2.9,2.87,5.0,2022,67
4.0,2:46,,,,,,Timeout #3 by Atlanta Falcons,,,5.0,2022,67
4.0,2:46,3.0,5.0,ATL 27,15.0,21.0,Tom Brady pass complete short middle to Mike Evans for 9 yards (tackle by AJ Terrell),2.87,4.37,5.0,2022,67
4.0,2:00,1.0,10.0,ATL 18,15.0,21.0,Tom Brady kneels for -1 yards,4.37,3.67,5.0,2022,67
4.0,1:18,2.0,11.0,ATL 19,15.0,21.0,Tom Brady kneels for -1 yards,3.67,2.87,5.0,2022,67
4.0,0:39,3.0,12.0,ATL 20,15.0,21.0,Tom Brady kneels for -1 yards,2.87,2.06,5.0,2022,67
