Quarter,Time,Down,ToGo,Location,TAM,ARI,Detail,EPB,EPA,week,year,game_id
4,1:36,1.0,10.0,TAM 34,16.0,16.0,Tom Brady pass incomplete deep middle intended for Cade Otton,1.2,0.66,16.0,2022,239
4,1:32,2.0,10.0,TAM 34,16.0,16.0,Tom Brady pass complete short left to Cade Otton for 7 yards (tackle by Christian Matthew),0.66,0.89,16.0,2022,239
4,1:03,3.0,3.0,TAM 41,16.0,16.0,Leonard Fournette up the middle for 1 yard (tackle by Cameron Thomas),0.89,-0.59,16.0,2022,239
4,0:56,,,,,,Timeout #3 by Arizona Cardinals,,,16.0,2022,239
4,0:56,4.0,2.0,TAM 42,16.0,16.0,"Jake Camarda punts 57 yards, returned by Pharoh Cooper for 19 yards (tackle by Ko Kieft and K.J. Britt)",-0.59,-0.28,16.0,2022,239
4,0:43,1.0,10.0,ARI 20,16.0,16.0,Trace McSorley pass complete short left to Greg Dortch for 7 yards (tackle by Antoine Winfield),0.28,0.68,16.0,2022,239
4,0:25,2.0,3.0,ARI 27,16.0,16.0,Trace McSorley pass complete short middle to James Conner for 22 yards (tackle by Logan Ryan),0.68,2.19,16.0,2022,239
4,0:10,1.0,10.0,ARI 49,16.0,16.0,Trace McSorley spiked the ball,2.19,1.65,16.0,2022,239
4,0:08,2.0,10.0,ARI 49,16.0,16.0,Trace McSorley pass incomplete short left intended for DeAndre Hopkins (defended by Sean Murphy-Bunting),1.65,0.96,16.0,2022,239
4,0:04,3.0,10.0,ARI 49,16.0,16.0,"Penalty on Marquise Brown: False Start, 5 yards (accepted) (no play)",0.96,0.3,16.0,2022,239
4,0:04,3.0,15.0,ARI 44,16.0,16.0,Trace McSorley pass is intercepted by Keanu Neal at TB-5 and returned for no gain (tackle by Trey McBride),0.3,0.0,16.0,2022,239
,,,,,,,"Cardinals won the coin toss, Cardinals to receive the overtime kickoff.",,,16.0,2022,239
OT,10:00,,,TAM 35,16.0,16.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,16.0,2022,239
OT,10:00,1.0,10.0,ARI 25,16.0,16.0,Trace McSorley pass incomplete short right intended for DeAndre Hopkins (defended by Lavonte David),0.61,0.06,16.0,2022,239
OT,9:54,2.0,10.0,ARI 25,16.0,16.0,James Conner left tackle for -1 yards (tackle by William Gholston and Mike Edwards),0.06,-0.76,16.0,2022,239
OT,9:19,3.0,11.0,ARI 24,16.0,16.0,Trace McSorley pass complete short right to Marquise Brown for 11 yards (tackle by Devin White),-0.76,1.27,16.0,2022,239
OT,8:40,1.0,10.0,ARI 35,16.0,16.0,Marquise Brown left end for 1 yard (tackle by Sean Murphy-Bunting),1.27,0.86,16.0,2022,239
OT,7:58,2.0,9.0,ARI 36,16.0,16.0,Trace McSorley pass incomplete short middle intended for Greg Dortch,0.86,0.17,16.0,2022,239
OT,7:55,,,,,,Timeout #1 by Arizona Cardinals,,,16.0,2022,239
OT,7:55,3.0,9.0,ARI 36,16.0,16.0,Trace McSorley pass incomplete deep left intended for DeAndre Hopkins,0.17,-0.98,16.0,2022,239
OT,7:50,4.0,9.0,ARI 36,16.0,16.0,"Andy Lee punts 52 yards, fair catch by Deven Thompkins at TB-12",-0.98,0.35,16.0,2022,239
OT,7:43,1.0,10.0,TAM 12,16.0,16.0,Tom Brady pass complete short middle to Leonard Fournette for 4 yards (tackle by Ben Niemann and Zaven Collins),-0.35,-0.37,16.0,2022,239
OT,7:14,2.0,6.0,TAM 16,16.0,16.0,Tom Brady pass complete short right to Mike Evans for 8 yards (tackle by Antonio Hamilton),-0.37,0.54,16.0,2022,239
OT,7:04,1.0,10.0,TAM 24,16.0,16.0,Tom Brady pass complete deep left to Russell Gage for 23 yards (tackle by Jalen Thompson),0.54,2.06,16.0,2022,239
OT,6:40,1.0,10.0,TAM 47,16.0,16.0,Tom Brady pass complete short left to Julio Jones for 5 yards (tackle by Budda Baker),2.06,2.33,16.0,2022,239
OT,6:09,2.0,4.0,ARI 47,16.0,16.0,Tom Brady pass complete deep right to Mike Evans for 16 yards (tackle by Jalen Thompson),2.33,3.45,16.0,2022,239
OT,5:44,1.0,10.0,ARI 32,16.0,16.0,Tom Brady pass complete short left to Russell Gage for 13 yards (tackle by Isaiah Simmons),3.45,4.31,16.0,2022,239
OT,5:11,1.0,10.0,ARI 19,16.0,16.0,"Penalty on Brandon Walton: False Start, 5 yards (accepted) (no play)",4.31,3.97,16.0,2022,239
OT,5:11,1.0,15.0,ARI 24,16.0,16.0,Leonard Fournette up the middle for 4 yards (tackle by Budda Baker and Chris Banjo),3.97,3.63,16.0,2022,239
OT,4:33,2.0,11.0,ARI 20,16.0,16.0,Leonard Fournette up the middle for -2 yards (tackle by Zaven Collins and Leki Fotu),3.63,2.68,16.0,2022,239
OT,3:46,3.0,13.0,ARI 22,19.0,16.0,Ryan Succop 40 yard field goal good,2.68,3.0,16.0,2022,239
