Quarter,Time,Down,ToGo,Location,CIN,CLE,Detail,EPB,EPA,week,year,game_id
4.0,3:39,2.0,10.0,CLE 40,21.0,6.0,Jameis Winston pass complete short right to David Njoku for 4 yards (tackle by Mike Hilton and Akeem Davis-Gaither),1.05,0.89,7.0,2024,98
4.0,3:15,3.0,6.0,CLE 44,21.0,6.0,Jameis Winston pass complete deep right to Jerry Jeudy for 18 yards (tackle by DJ Turner),0.89,3.05,7.0,2024,98
4.0,2:52,1.0,10.0,CIN 38,21.0,6.0,Jameis Winston pass incomplete short right intended for Jerry Jeudy,3.05,2.51,7.0,2024,98
4.0,2:42,2.0,10.0,CIN 38,21.0,6.0,Jameis Winston pass incomplete short left intended for Jerry Jeudy,2.51,1.82,7.0,2024,98
4.0,2:38,3.0,10.0,CIN 38,21.0,6.0,"Penalty on CLE: False Start, 5 yards (accepted) (no play)",1.82,1.16,7.0,2024,98
4.0,2:38,3.0,15.0,CIN 43,21.0,6.0,Jameis Winston pass complete deep right to Cedric Tillman for 25 yards (tackle by Germaine Pratt),1.16,4.37,7.0,2024,98
4.0,2:13,1.0,10.0,CIN 18,21.0,6.0,Jameis Winston pass incomplete deep middle intended for Cedric Tillman (defended by Vonn Bell),4.37,3.8,7.0,2024,98
4.0,2:09,2.0,10.0,CIN 18,21.0,6.0,Jameis Winston pass incomplete deep right intended for Jerry Jeudy,3.8,3.05,7.0,2024,98
4.0,2:04,3.0,10.0,CIN 18,21.0,6.0,Jameis Winston pass complete short left to Elijah Moore for 12 yards (tackle by Logan Wilson and Mike Hilton),3.05,5.83,7.0,2024,98
4.0,1:59,1.0,6.0,CIN 6,21.0,6.0,Jameis Winston pass incomplete short middle intended for David Njoku (defended by Jordan Battle),5.83,4.95,7.0,2024,98
4.0,1:54,2.0,6.0,CIN 6,21.0,6.0,Jameis Winston sacked by Trey Hendrickson for -2 yards,4.95,3.58,7.0,2024,98
4.0,1:32,3.0,8.0,CIN 8,21.0,12.0,"Jameis Winston pass complete short left to David Njoku for 8 yards, touchdown",3.58,7.0,7.0,2024,98
4.0,1:27,,,CIN 2,21.0,14.0,Two Point Attempt: Jameis Winston pass complete to to Cedric Tillman for no gain,1.0,1.0,7.0,2024,98
4.0,1:27,,,,,,Timeout #3 by Cincinnati Bengals,,,7.0,2024,98
4.0,1:27,,,CLE 35,21.0,14.0,"Dustin Hopkins kicks onside 8 yards, returned by Mike Gesicki for no gain",0.0,2.72,7.0,2024,98
4.0,1:26,1.0,10.0,CLE 43,21.0,14.0,Joe Burrow kneels for -1 yards,2.72,2.04,7.0,2024,98
4.0,0:52,2.0,11.0,CLE 44,21.0,14.0,Joe Burrow kneels for -1 yards,2.04,1.22,7.0,2024,98
4.0,0:33,3.0,12.0,CLE 45,21.0,14.0,Joe Burrow kneels for -1 yards,1.22,0.2,7.0,2024,98
