Quarter,Time,Down,ToGo,Location,BAL,TAM,Detail,EPB,EPA,week,year,game_id
4.0,1:52,,,,,,Timeout #1 by Tampa Bay Buccaneers,,,7.0,2024,106
4.0,1:52,2.0,10.0,TAM 48,41.0,31.0,Justice Hill left tackle for -1 yards (tackle by Greg Gaines and Joe Tryon-Shoyinka),1.85,1.03,7.0,2024,106
4.0,1:47,,,,,,Timeout #2 by Tampa Bay Buccaneers,,,7.0,2024,106
4.0,1:47,3.0,11.0,TAM 49,41.0,31.0,Justice Hill left tackle for 1 yard (tackle by Joe Tryon-Shoyinka),1.03,0.07,7.0,2024,106
4.0,1:43,,,,,,Timeout #3 by Tampa Bay Buccaneers,,,7.0,2024,106
4.0,1:43,4.0,10.0,TAM 48,41.0,31.0,"Jordan Stout punts 30 yards, returned by Trey Palmer for 7 yards (tackle by Devontez Walker)",0.07,-0.61,7.0,2024,106
4.0,1:34,1.0,10.0,TAM 25,41.0,31.0,Baker Mayfield pass incomplete short right intended for Cade Otton (defended by Kyle Hamilton),0.61,0.06,7.0,2024,106
4.0,1:30,2.0,10.0,TAM 25,41.0,31.0,Baker Mayfield sacked by Ar'Darius Washington for -7 yards,0.06,-1.72,7.0,2024,106
4.0,1:04,3.0,17.0,TAM 18,41.0,31.0,Baker Mayfield pass complete short middle to Chris Godwin for 21 yards (tackle by Roquan Smith),-1.72,1.53,7.0,2024,106
4.0,0:42,1.0,10.0,TAM 39,41.0,31.0,Baker Mayfield pass incomplete deep right intended for Trey Palmer,1.53,0.99,7.0,2024,106
4.0,0:36,2.0,10.0,TAM 39,41.0,31.0,Baker Mayfield pass complete short left to Cade Otton for 9 yards (tackle by Kyle Hamilton),0.99,1.49,7.0,2024,106
4.0,0:30,3.0,1.0,TAM 48,41.0,31.0,Baker Mayfield pass complete short right to Sean Tucker for 9 yards (tackle by Roquan Smith),1.49,2.72,7.0,2024,106
4.0,0:23,,,,,,Timeout #1 by Baltimore Ravens,,,7.0,2024,106
4.0,0:23,1.0,10.0,BAL 43,41.0,31.0,Baker Mayfield pass incomplete short right intended for Jalen McMillan (defended by Nate Wiggins),2.72,2.18,7.0,2024,106
4.0,0:18,2.0,10.0,BAL 43,41.0,31.0,Baker Mayfield pass incomplete short middle intended for Sean Tucker,2.18,1.49,7.0,2024,106
4.0,0:13,3.0,10.0,BAL 43,41.0,31.0,Baker Mayfield scrambles up the middle for 12 yards (tackle by Kyle Hamilton),1.49,1.93,7.0,2024,106
