Quarter,Time,Down,ToGo,Location,PIT,WAS,Detail,EPB,EPA,week,year,game_id
4.0,2:22,,,WAS 15,28.0,27.0,Chris Boswell kicks extra point good,0.0,0.0,10.0,2024,142
4.0,2:22,,,PIT 35,28.0,27.0,"Chris Boswell kicks off 60 yards, returned by Austin Ekeler for 30 yards (tackle by Connor Heyward)",0.0,1.27,10.0,2024,142
4.0,2:16,1.0,10.0,WAS 35,28.0,27.0,Jayden Daniels pass incomplete short middle,1.27,0.72,10.0,2024,142
4.0,2:12,2.0,10.0,WAS 35,28.0,27.0,Jayden Daniels pass complete short right to Noah Brown for 14 yards (tackle by James Pierre),0.72,2.19,10.0,2024,142
4.0,2:00,1.0,10.0,WAS 49,28.0,27.0,Jayden Daniels scrambles up the middle for 1 yard (tackle by Keeanu Benton),2.19,1.78,10.0,2024,142
4.0,1:39,2.0,9.0,PIT 50,28.0,27.0,Jayden Daniels pass incomplete short right intended for Noah Brown (defended by T.J. Watt),1.78,1.09,10.0,2024,142
4.0,1:34,3.0,9.0,PIT 50,28.0,27.0,Jayden Daniels pass incomplete deep right intended for Noah Brown (defended by James Pierre),1.09,-0.06,10.0,2024,142
4.0,1:28,4.0,9.0,PIT 50,28.0,27.0,"Jayden Daniels pass complete short middle to Zach Ertz for 8 yards (tackle by Damontae Kazee) Replay Assistant challenged the short of the line to gain ruling, and the play was upheld.",-0.06,-1.73,10.0,2024,142
4.0,1:18,1.0,10.0,PIT 42,28.0,27.0,Najee Harris right tackle for 3 yards (tackle by Jeremy Chinn and Clelin Ferrell),1.73,1.59,10.0,2024,142
4.0,1:12,,,,,,Timeout #1 by Washington Commanders,,,10.0,2024,142
4.0,1:12,2.0,7.0,PIT 45,28.0,27.0,Najee Harris left end for -1 yards (tackle by Percy Butler),1.59,0.76,10.0,2024,142
4.0,1:08,,,,,,Timeout #2 by Washington Commanders,,,10.0,2024,142
4.0,1:08,3.0,8.0,PIT 44,28.0,27.0,Cordarrelle Patterson left end for 7 yards (tackle by Jeremy Chinn),0.76,0.0,10.0,2024,142
4.0,1:02,,,,,,Timeout #3 by Washington Commanders,,,10.0,2024,142
4.0,1:02,4.0,1.0,WAS 49,28.0,27.0,"Penalty on Jer'Zhan Newton: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.0,2.65,10.0,2024,142
4.0,1:02,1.0,10.0,WAS 44,28.0,27.0,Russell Wilson kneels for -1 yards,2.65,1.98,10.0,2024,142
4.0,0:22,2.0,11.0,WAS 45,28.0,27.0,Russell Wilson kneels for -1 yards,1.98,1.16,10.0,2024,142
