Quarter,Time,Down,ToGo,Location,CIN,BAL,Detail,EPB,EPA,week,year,game_id
4.0,2:09,1.0,9.0,CIN 9,28.0,28.0,Lamar Jackson right tackle for 4 yards (tackle by Logan Wilson),5.14,5.15,10.0,2024,139
4.0,2:00,2.0,5.0,CIN 5,28.0,28.0,Lamar Jackson pass incomplete short middle intended for Rashod Bateman,5.15,4.26,10.0,2024,139
4.0,1:56,3.0,5.0,CIN 5,28.0,34.0,"Lamar Jackson pass complete short left to Rashod Bateman for 5 yards, touchdown",4.26,7.0,10.0,2024,139
4.0,1:49,,,CIN 15,28.0,35.0,Justin Tucker kicks extra point good,0.0,0.0,10.0,2024,139
4.0,1:49,,,BAL 35,28.0,35.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,10.0,2024,139
4.0,1:49,1.0,10.0,CIN 30,28.0,35.0,Joe Burrow pass incomplete short left intended for Mike Gesicki,0.94,0.39,10.0,2024,139
4.0,1:44,2.0,10.0,CIN 30,28.0,35.0,Joe Burrow pass incomplete short middle intended for Ja'Marr Chase,0.39,-0.3,10.0,2024,139
4.0,1:40,3.0,10.0,CIN 30,28.0,35.0,Joe Burrow pass incomplete deep middle intended for Andrei Iosivas,-0.3,-1.37,10.0,2024,139
4.0,1:36,4.0,10.0,CIN 30,28.0,35.0,"Joe Burrow pass complete short middle to Andrei Iosivas for 10 yards (tackle by Marlon Humphrey) Replay Assistant challenged the first down ruling, and the play was upheld.",-1.37,1.6,10.0,2024,139
4.0,1:15,1.0,10.0,CIN 40,28.0,35.0,Joe Burrow pass incomplete short right intended for Mike Gesicki (defended by Ar'Darius Washington),1.6,1.05,10.0,2024,139
4.0,1:11,2.0,10.0,CIN 40,28.0,35.0,"Joe Burrow pass incomplete short left intended for Ja'Marr Chase. Penalty on Marlon Humphrey: Face Mask (15 Yards), 15 yards (accepted) (no play)",1.05,2.59,10.0,2024,139
4.0,1:06,1.0,10.0,BAL 45,28.0,35.0,"Joe Burrow pass complete short left to Ja'Marr Chase for 21 yards (tackle by Marcus Williams). Penalty on Broderick Washington: Roughing the Passer, 12 yards (accepted)",2.59,4.78,10.0,2024,139
4.0,0:59,1.0,10.0,BAL 12,28.0,35.0,Joe Burrow pass incomplete short right intended for Jermaine Burton,4.78,4.1,10.0,2024,139
4.0,0:54,2.0,10.0,BAL 12,28.0,35.0,"Joe Burrow pass complete short middle to Ja'Marr Chase for no gain (tackle by Ar'Darius Washington). Penalty on Kyle Van Noy: Defensive Offside, 5 yards (accepted) (no play)",4.1,5.02,10.0,2024,139
4.0,0:50,2.0,5.0,BAL 7,28.0,35.0,Joe Burrow pass complete short right to Chase Brown for 2 yards (tackle by Marlon Humphrey),5.02,4.61,10.0,2024,139
4.0,0:42,3.0,3.0,BAL 5,34.0,35.0,"Joe Burrow pass complete short right to Ja'Marr Chase for 5 yards, touchdown",4.61,7.0,10.0,2024,139
4.0,0:38,,,,,,Timeout #3 by Cincinnati Bengals,,,10.0,2024,139
4.0,0:38,,,BAL 2,34.0,35.0,Two Point Attempt: Joe Burrow pass incomplete intended for Tanner Hudson,1.0,-1.0,10.0,2024,139
4.0,0:38,,,,,,Timeout #2 by Baltimore Ravens,,,10.0,2024,139
4.0,0:38,,,CIN 35,34.0,35.0,"Evan McPherson kicks onside 7 yards, returned by Mark Andrews for no gain",0.0,2.79,10.0,2024,139
4.0,0:37,1.0,10.0,CIN 42,34.0,35.0,Lamar Jackson kneels for -1 yards,2.79,2.11,10.0,2024,139
