Quarter,Time,Down,ToGo,Location,HOU,ATL,Detail,EPB,EPA,week,year,game_id
4.0,1:49,,,HOU 35,19.0,18.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.61,5.0,2023,67
4.0,1:49,1.0,10.0,ATL 25,19.0,18.0,Desmond Ridder pass complete short left to Bijan Robinson for 6 yards (tackle by Steven Nelson),0.61,0.87,5.0,2023,67
4.0,1:43,2.0,4.0,ATL 31,19.0,18.0,Desmond Ridder pass complete short left to Drake London for 5 yards (tackle by Steven Nelson),0.87,1.33,5.0,2023,67
4.0,1:25,1.0,10.0,ATL 36,19.0,18.0,Desmond Ridder scrambles left end for 5 yards (tackle by Grayland Arnold),1.33,1.47,5.0,2023,67
4.0,1:19,2.0,5.0,ATL 41,19.0,18.0,Desmond Ridder pass complete short left to Drake London for 6 yards (tackle by Steven Nelson),1.47,2.06,5.0,2023,67
4.0,1:15,1.0,10.0,ATL 47,19.0,18.0,Desmond Ridder pass complete short left to Kyle Pitts for 4 yards (tackle by Steven Nelson),2.06,2.13,5.0,2023,67
4.0,0:56,2.0,5.0,HOU 49,19.0,18.0,Desmond Ridder pass complete deep left to Drake London for 23 yards (tackle by Jalen Pitre),2.13,3.84,5.0,2023,67
4.0,0:47,,,,,,Timeout #1 by Houston Texans,,,5.0,2023,67
4.0,0:47,1.0,10.0,HOU 26,19.0,18.0,"Penalty on HOU: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",3.84,4.57,5.0,2023,67
4.0,0:47,1.0,5.0,HOU 21,19.0,18.0,Tyler Allgeier left end for 4 yards (tackle by Maliek Collins),4.57,4.64,5.0,2023,67
4.0,0:41,,,,,,Timeout #2 by Houston Texans,,,5.0,2023,67
4.0,0:41,2.0,1.0,HOU 17,19.0,18.0,Desmond Ridder kneels for -1 yards,4.64,3.75,5.0,2023,67
4.0,0:37,,,,,,Timeout #3 by Houston Texans,,,5.0,2023,67
4.0,0:37,3.0,2.0,HOU 18,19.0,18.0,Desmond Ridder kneels for -1 yards,3.75,2.28,5.0,2023,67
4.0,0:02,,,,,,Timeout #1 by Atlanta Falcons,,,5.0,2023,67
4.0,0:02,4.0,3.0,HOU 19,19.0,21.0,"Younghoe Koo 37 yard field goal good. Penalty on Grayland Arnold: Defensive Offside, 5 yards (declined)",2.28,3.0,5.0,2023,67
