Quarter,Time,Down,ToGo,Location,LVR,SEA,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Raiders won the coin toss, Raiders to receive the overtime kickoff.",,,12.0,2022,175
OT,10:00,,,SEA 35,34.0,34.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,12.0,2022,175
OT,10:00,1.0,10.0,LVR 25,34.0,34.0,Josh Jacobs up the middle for 5 yards (tackle by Cody Barton),0.61,0.74,12.0,2022,175
OT,9:22,2.0,5.0,LVR 30,34.0,34.0,Derek Carr pass incomplete short middle intended for Josh Jacobs,0.74,0.04,12.0,2022,175
OT,9:16,3.0,5.0,LVR 30,34.0,34.0,Derek Carr pass complete short middle to Keelan Cole for 9 yards (tackle by Coby Bryant),0.04,1.53,12.0,2022,175
OT,8:32,1.0,10.0,LVR 39,34.0,34.0,Josh Jacobs up the middle for 15 yards (tackle by Cody Barton),1.53,2.52,12.0,2022,175
OT,7:48,1.0,10.0,SEA 46,34.0,34.0,Josh Jacobs right end for 4 yards (tackle by Poona Ford),2.52,2.52,12.0,2022,175
OT,7:09,2.0,6.0,SEA 42,34.0,34.0,Derek Carr pass complete short middle to Mack Hollins for 5 yards (tackle by Jordyn Brooks and Tariq Woolen),2.52,2.48,12.0,2022,175
OT,6:27,3.0,1.0,SEA 37,34.0,34.0,Josh Jacobs left guard for -1 yards (tackle by Shelby Harris),2.48,0.72,12.0,2022,175
OT,5:56,4.0,2.0,SEA 38,34.0,34.0,Daniel Carlson 56 yard field goal no good,0.72,-1.99,12.0,2022,175
OT,5:51,1.0,10.0,SEA 46,34.0,34.0,Geno Smith pass complete short right to Tyler Lockett for 5 yards (tackle by Rock Ya-Sin),1.99,2.13,12.0,2022,175
OT,5:25,2.0,5.0,LVR 49,34.0,34.0,Kenneth Walker right guard for no gain (tackle by Bilal Nichols and Kyle Peko),2.13,1.42,12.0,2022,175
OT,4:44,3.0,5.0,LVR 49,34.0,34.0,Geno Smith pass incomplete short right intended for Travis Homer,1.42,0.0,12.0,2022,175
OT,4:39,4.0,5.0,LVR 49,34.0,34.0,"Michael Dickson punts 35 yards, fair catch by Keelan Cole at LV-14",0.0,0.28,12.0,2022,175
OT,4:32,1.0,10.0,LVR 14,40.0,34.0,"Josh Jacobs right guard for 86 yards, touchdown",-0.28,6.0,12.0,2022,175
