Quarter,Time,Down,ToGo,Location,LAR,TAM,Detail,EPB,EPA,week,year,game_id
4.0,1:46,,,,,,Timeout #2 by Tampa Bay Buccaneers,,,9.0,2022,134
4.0,1:46,2.0,10.0,LAR 7,13.0,9.0,Cooper Kupp right end for 5 yards (tackle by Keanu Neal),-0.78,-0.84,9.0,2022,134
4.0,1:39,,,,,,Timeout #3 by Tampa Bay Buccaneers,,,9.0,2022,134
4.0,1:39,3.0,5.0,LAR 12,13.0,9.0,Darrell Henderson up the middle for 1 yard (tackle by Joe Tryon-Shoyinka),-0.84,-2.49,9.0,2022,134
4.0,0:54,,,,,,Timeout #2 by Los Angeles Rams,,,9.0,2022,134
4.0,0:54,4.0,4.0,LAR 13,13.0,9.0,"Riley Dixon punts 47 yards, returned by Jaelon Darden for no gain (tackle by Russ Yeast)",-2.49,-1.6,9.0,2022,134
4.0,0:44,1.0,10.0,TAM 40,13.0,9.0,Tom Brady pass complete deep middle to Cade Otton for 28 yards (tackle by Taylor Rapp),1.6,3.45,9.0,2022,134
4.0,0:28,1.0,10.0,LAR 32,13.0,9.0,Tom Brady spiked the ball,3.45,2.9,9.0,2022,134
4.0,0:28,2.0,10.0,LAR 32,13.0,9.0,Tom Brady pass complete short left to Leonard Fournette for 4 yards (tackle by Derion Kendrick),2.9,2.74,9.0,2022,134
4.0,0:24,3.0,6.0,LAR 28,13.0,9.0,Tom Brady pass complete short left to Scott Miller for 14 yards (tackle by Derion Kendrick),2.74,4.65,9.0,2022,134
4.0,0:19,1.0,10.0,LAR 14,13.0,9.0,Tom Brady pass complete short left to Scott Miller for 7 yards (tackle by Jalen Ramsey),4.65,5.28,9.0,2022,134
4.0,0:16,2.0,3.0,LAR 7,13.0,9.0,"Tom Brady pass incomplete short right intended for Mike Evans. Penalty on Derion Kendrick: Defensive Pass Interference, 6 yards (accepted) (no play)",5.28,6.97,9.0,2022,134
4.0,0:13,1.0,1.0,LAR 1,13.0,15.0,"Tom Brady pass complete short right to Cade Otton for 1 yard, touchdown",6.97,7.0,9.0,2022,134
4.0,0:09,,,LAR 15,13.0,16.0,Ryan Succop kicks extra point good,0.0,0.0,9.0,2022,134
4.0,0:09,,,TAM 35,13.0,16.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,9.0,2022,134
4.0,0:09,1.0,10.0,LAR 25,13.0,16.0,"Penalty on Bobby Evans: False Start, 5 yards (accepted) (no play)",0.61,0.28,9.0,2022,134
4.0,0:09,1.0,15.0,LAR 20,13.0,16.0,"Matthew Stafford pass complete short right to Cooper Kupp for 7 yards. Cooper Kupp fumbles, recovered by Brandon Powell at LA-27, lateral to Ben Skowronek for no gain, lateral to Rob Havenstein for no gain, lateral to Cooper Kupp for no gain (tackle by Lavonte David)",0.28,0.33,9.0,2022,134
