Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA,week,year,game_id
4.0,2:29,,,,,,Timeout #2 by Arizona Cardinals,,,9.0,2022,133
4.0,2:29,2.0,6.0,ARI 17,24.0,21.0,Kenneth Walker right end for 12 yards (tackle by Budda Baker),4.2,6.06,9.0,2022,133
4.0,2:20,,,,,,Timeout #3 by Arizona Cardinals,,,9.0,2022,133
4.0,2:20,1.0,5.0,ARI 5,30.0,21.0,"Kenneth Walker right end for 5 yards, touchdown",6.06,7.0,9.0,2022,133
4.0,2:14,,,ARI 15,31.0,21.0,Jason Myers kicks extra point good,0.0,0.0,9.0,2022,133
4.0,2:14,,,SEA 35,31.0,21.0,"Jason Myers kicks off 68 yards, returned by Greg Dortch for 29 yards (tackle by Travis Homer)",0.0,0.67,9.0,2022,133
4.0,2:09,1.0,10.0,ARI 26,31.0,21.0,Kyler Murray sacked by Uchenna Nwosu for -6 yards,0.67,-0.68,9.0,2022,133
4.0,2:00,2.0,16.0,ARI 20,31.0,21.0,"Kyler Murray sacked by. Kyler Murray fumbles, recovered by Kyler Murray at ARI-15 (tackle by L.J. Collier)",-0.68,-2.45,9.0,2022,133
4.0,1:24,3.0,21.0,ARI 15,31.0,21.0,Kyler Murray pass complete short middle to Zach Ertz for 11 yards (tackle by Jordyn Brooks),-2.45,-1.63,9.0,2022,133
4.0,1:15,4.0,10.0,ARI 26,31.0,21.0,"Penalty on Billy Price: False Start, 5 yards (accepted) (no play)",-1.63,-1.96,9.0,2022,133
4.0,1:05,4.0,15.0,ARI 21,31.0,21.0,Kyler Murray pass incomplete deep middle intended for Zach Ertz (defended by Jordyn Brooks),-1.96,-4.17,9.0,2022,133
4.0,1:00,1.0,10.0,ARI 21,31.0,21.0,Geno Smith kneels for -1 yards,4.17,3.49,9.0,2022,133
4.0,0:34,2.0,11.0,ARI 22,31.0,21.0,Geno Smith kneels for -1 yards,3.49,2.68,9.0,2022,133
