Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA,week,year,game_id
4,0:22,3.0,10.0,TEN 30,17.0,17.0,Malik Willis pass incomplete short right intended for Chigoziem Okonkwo,-0.3,-1.37,9.0,2022,135
4,0:18,4.0,10.0,TEN 30,17.0,17.0,"Ryan Stonehouse punts 52 yards, returned by Mecole Hardman for 22 yards (tackle by Monty Rice)",-1.37,-1.6,9.0,2022,135
4,0:05,,,,,,Timeout #3 by Tennessee Titans,,,9.0,2022,135
4,0:05,1.0,10.0,KAN 40,17.0,17.0,Patrick Mahomes pass incomplete short left intended for Travis Kelce,1.6,1.05,9.0,2022,135
4,0:03,2.0,10.0,KAN 40,17.0,17.0,Patrick Mahomes pass complete short right to Mecole Hardman for 33 yards (tackle by Terrance Mitchell and Kevin Byard),1.05,0.0,9.0,2022,135
,,,,,,,"Chiefs won the coin toss, Chiefs to receive the overtime kickoff.",,,9.0,2022,135
OT,10:00,,,TEN 35,17.0,17.0,"Randy Bullock kicks off 65 yards, touchback.",0.0,0.61,9.0,2022,135
OT,10:00,1.0,10.0,KAN 25,17.0,17.0,"Patrick Mahomes pass complete short left to Kadarius Toney for no gain. Penalty on Andrew Wylie: Ineligible Downfield Pass, 5 yards (accepted) (no play)",0.61,0.28,9.0,2022,135
OT,9:49,1.0,15.0,KAN 20,17.0,17.0,Patrick Mahomes pass complete short left to Travis Kelce for 4 yards (tackle by David Long),0.28,-0.07,9.0,2022,135
OT,9:08,2.0,11.0,KAN 24,17.0,17.0,Patrick Mahomes pass complete short right to Travis Kelce for 18 yards (tackle by David Long),-0.07,1.73,9.0,2022,135
OT,8:30,1.0,10.0,KAN 42,17.0,17.0,Jerick McKinnon right guard for 3 yards (tackle by Naquan Jones),1.73,1.59,9.0,2022,135
OT,7:50,2.0,7.0,KAN 45,17.0,17.0,Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 6 yards (tackle by David Long),1.59,1.69,9.0,2022,135
OT,7:05,3.0,1.0,TEN 49,17.0,17.0,Patrick Mahomes pass complete deep middle to Noah Gray for 27 yards (tackle by Roger McCreary),1.69,4.11,9.0,2022,135
OT,6:32,1.0,10.0,TEN 22,17.0,17.0,Patrick Mahomes pass complete short right to Travis Kelce for 8 yards (tackle by Kevin Byard and Naquan Jones),4.11,4.85,9.0,2022,135
OT,5:58,2.0,2.0,TEN 14,17.0,17.0,Jerick McKinnon right end for 1 yard (tackle by Denico Autry and DeMarcus Walker),4.85,4.39,9.0,2022,135
OT,5:18,3.0,1.0,TEN 13,17.0,17.0,Patrick Mahomes pass incomplete short left intended for Mecole Hardman,4.39,2.72,9.0,2022,135
OT,5:13,,,,,,Timeout #1 by Kansas City Chiefs,,,9.0,2022,135
OT,5:13,4.0,1.0,TEN 13,17.0,17.0,Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 2 yards (tackle by Joshua Kalu),2.72,4.84,9.0,2022,135
OT,4:23,1.0,10.0,TEN 11,17.0,17.0,Patrick Mahomes pass incomplete short right,4.84,4.14,9.0,2022,135
OT,4:21,2.0,10.0,TEN 11,17.0,17.0,Patrick Mahomes pass incomplete short left intended for Jerick McKinnon,4.14,3.13,9.0,2022,135
OT,4:16,3.0,10.0,TEN 11,17.0,17.0,Patrick Mahomes pass incomplete short right,3.13,2.7,9.0,2022,135
OT,4:07,4.0,10.0,TEN 11,17.0,20.0,Harrison Butker 28 yard field goal good,2.7,3.0,9.0,2022,135
OT,4:04,,,KAN 35,17.0,20.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.61,9.0,2022,135
OT,4:04,1.0,10.0,TEN 25,17.0,20.0,Derrick Henry right guard for 1 yard (tackle by Khalen Saunders),0.61,0.2,9.0,2022,135
OT,3:28,2.0,9.0,TEN 26,17.0,20.0,Malik Willis sacked by Khalen Saunders for -12 yards,0.2,-2.55,9.0,2022,135
OT,2:43,3.0,21.0,TEN 14,17.0,20.0,Malik Willis sacked by and Chris Jones for -5 yards and Carlos Dunlap for -5 yards,-2.55,-2.49,9.0,2022,135
OT,2:13,,,,,,Timeout #1 by Tennessee Titans,,,9.0,2022,135
OT,2:13,4.0,26.0,TEN 9,17.0,20.0,Malik Willis pass incomplete short right intended for Robert Woods (defended by L'Jarius Sneed),-2.49,0.0,9.0,2022,135
