Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA,week,year,game_id
4.0,10:10,1.0,10.0,NOR 43,37.0,27.0,Sean Tucker left tackle for 13 yards (tackle by Johnathan Abram and Marshon Lattimore),2.72,3.58,6.0,2024,85
4.0,9:28,1.0,10.0,NOR 30,37.0,27.0,Sean Tucker left end for 8 yards (tackle by Paulson Adebo),3.58,4.11,6.0,2024,85
4.0,8:49,2.0,2.0,NOR 22,37.0,27.0,Bucky Irving right guard for 2 yards (tackle by Nathan Shepherd),4.11,4.24,6.0,2024,85
4.0,8:09,1.0,10.0,NOR 20,37.0,27.0,Sterling Shepard left end for -7 yards (tackle by Chase Young),4.24,2.75,6.0,2024,85
4.0,7:25,,,,,,Timeout #1 by Tampa Bay Buccaneers,,,6.0,2024,85
4.0,7:25,2.0,17.0,NOR 27,37.0,27.0,Bucky Irving left tackle for 1 yard (tackle by Demario Davis),2.75,2.21,6.0,2024,85
4.0,6:45,3.0,16.0,NOR 26,37.0,27.0,Baker Mayfield pass complete short left to Bucky Irving for 18 yards (tackle by Marshon Lattimore and Johnathan Abram),2.21,5.37,6.0,2024,85
4.0,6:00,1.0,8.0,NOR 8,37.0,27.0,Bucky Irving kneels for 7 yards (tackle by Alontae Taylor and Johnathan Abram),5.37,5.91,6.0,2024,85
4.0,5:37,2.0,1.0,NOR 1,43.0,27.0,"Bucky Irving left guard for 1 yard, touchdown",5.91,7.0,6.0,2024,85
4.0,5:33,,,NOR 15,44.0,27.0,Chase McLaughlin kicks extra point good,0.0,0.0,6.0,2024,85
4.0,5:33,,,TAM 35,44.0,27.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,85
4.0,5:33,1.0,10.0,NOR 30,44.0,27.0,Spencer Rattler pass complete short left to Mason Tipton for 15 yards (tackle by Tykee Smith),0.94,1.93,6.0,2024,85
4.0,5:12,1.0,10.0,NOR 45,44.0,27.0,Spencer Rattler pass complete short left to Alvin Kamara for 7 yards (tackle by Lavonte David),1.93,2.33,6.0,2024,85
4.0,4:47,2.0,3.0,TAM 48,44.0,27.0,Spencer Rattler pass complete short right to Alvin Kamara for 6 yards (tackle by Chris Braswell and Jordan Whitehead),2.33,2.79,6.0,2024,85
4.0,4:29,1.0,10.0,TAM 42,44.0,27.0,Spencer Rattler pass incomplete deep right intended for Rashid Shaheed,2.79,2.24,6.0,2024,85
4.0,4:25,2.0,10.0,TAM 42,44.0,27.0,Spencer Rattler pass short left intended for Rashid Shaheed is intercepted by Tykee Smith at TB-36 and returned for no gain (tackle by Rashid Shaheed),2.24,-1.33,6.0,2024,85
4.0,4:19,1.0,10.0,TAM 36,44.0,27.0,Sean Tucker right guard for 36 yards (tackle by J.T. Gray),1.33,3.71,6.0,2024,85
4.0,3:29,1.0,10.0,NOR 28,44.0,27.0,Sean Tucker right guard for 3 yards (tackle by Jordan Howden and Demario Davis),3.71,3.57,6.0,2024,85
4.0,2:52,2.0,7.0,NOR 25,44.0,27.0,Sean Tucker left tackle for no gain (tackle by Chase Young and John Ridgeway),3.57,2.81,6.0,2024,85
4.0,2:41,,,,,,Timeout #2 by New Orleans Saints,,,6.0,2024,85
4.0,2:41,3.0,8.0,NOR 25,44.0,27.0,Sean Tucker left tackle for 12 yards (tackle by Marshon Lattimore),2.81,4.71,6.0,2024,85
4.0,2:22,,,,,,Timeout #3 by New Orleans Saints,,,6.0,2024,85
4.0,2:22,1.0,10.0,NOR 13,44.0,27.0,Sean Tucker right guard for 8 yards (tackle by Demario Davis and Jordan Howden),4.71,5.54,6.0,2024,85
4.0,2:00,2.0,2.0,NOR 5,50.0,27.0,"Sean Tucker left end for 5 yards, touchdown",5.54,7.0,6.0,2024,85
4.0,1:55,,,NOR 15,51.0,27.0,Chase McLaughlin kicks extra point good,0.0,0.0,6.0,2024,85
4.0,1:55,,,TAM 35,51.0,27.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.94,6.0,2024,85
4.0,1:55,1.0,10.0,NOR 30,51.0,27.0,Spencer Rattler pass incomplete short right intended for Jordan Mims,0.94,0.39,6.0,2024,85
4.0,1:52,2.0,10.0,NOR 30,51.0,27.0,Spencer Rattler pass complete short middle to Jordan Mims for 10 yards (tackle by Jordan Whitehead),0.39,1.6,6.0,2024,85
4.0,1:32,1.0,10.0,NOR 40,51.0,27.0,Spencer Rattler pass complete short left to Cedrick Wilson for 3 yards (tackle by Tyrek Funderburk),1.6,1.46,6.0,2024,85
4.0,1:27,2.0,7.0,NOR 43,51.0,27.0,Spencer Rattler pass incomplete short left intended for Jordan Mims (defended by C.J. Brewer),1.46,0.76,6.0,2024,85
4.0,1:22,3.0,7.0,NOR 43,51.0,27.0,Spencer Rattler pass complete short right to Juwan Johnson for 2 yards (tackle by J.J. Russell),0.76,-0.39,6.0,2024,85
4.0,0:56,4.0,5.0,NOR 45,51.0,27.0,Spencer Rattler pass complete short middle to Cedrick Wilson for 25 yards (tackle by Kaevon Merriweather),-0.39,3.58,6.0,2024,85
4.0,0:33,1.0,10.0,TAM 30,51.0,27.0,"Spencer Rattler pass incomplete deep middle intended for Juwan Johnson. Penalty on Jose Ramirez: Defensive Offside, 9 yards (declined) . Penalty on J.J. Russell: Defensive Pass Interference, 9 yards (accepted) (no play)",3.58,4.17,6.0,2024,85
4.0,0:28,1.0,10.0,TAM 21,51.0,27.0,Spencer Rattler pass complete short right to Jordan Mims for 3 yards (tackle by J.J. Russell),4.17,4.04,6.0,2024,85
4.0,0:09,2.0,7.0,TAM 18,51.0,27.0,Spencer Rattler sacked by William Gholston for -4 yards,4.04,2.81,6.0,2024,85
