Quarter,Time,Down,ToGo,Location,SFO,SEA,Detail,EPB,EPA,week,year,game_id
4.0,1:49,4.0,9.0,SFO 9,29.0,23.0,"Geno Smith pass complete short middle to Tyler Lockett for 9 yards, touchdown",2.83,7.0,6.0,2024,79
4.0,1:44,,,SFO 15,29.0,24.0,Jason Myers kicks extra point good,0.0,0.0,6.0,2024,79
4.0,1:44,,,SEA 35,29.0,24.0,"Jason Myers kicks off 64 yards, returned by Patrick Taylor for 18 yards (tackle by Brady Russell)",0.0,0.15,6.0,2024,79
4.0,1:39,1.0,10.0,SFO 19,29.0,24.0,Isaac Guerendo right tackle for 76 yards (tackle by Devon Witherspoon),0.15,6.06,6.0,2024,79
4.0,1:24,,,,,,Timeout #1 by Seattle Seahawks,,,6.0,2024,79
4.0,1:24,1.0,5.0,SEA 5,29.0,24.0,Isaac Guerendo right guard for -1 yards (tackle by Johnathan Hankins),6.06,4.95,6.0,2024,79
4.0,1:20,,,,,,Timeout #2 by Seattle Seahawks,,,6.0,2024,79
4.0,1:20,2.0,6.0,SEA 6,35.0,24.0,"Kyle Juszczyk right guard for 6 yards, touchdown",4.95,7.0,6.0,2024,79
4.0,1:17,,,SEA 15,36.0,24.0,Matthew Wright kicks extra point good,0.0,0.0,6.0,2024,79
4.0,1:17,,,SFO 35,36.0,24.0,"Matthew Wright kicks off 53 yards, returned by Dee Williams for 37 yards (tackle by Matthew Wright)",0.0,2.19,6.0,2024,79
4.0,1:11,1.0,10.0,SEA 49,36.0,24.0,Geno Smith pass incomplete deep left intended for Jaxon Smith-Njigba,2.19,1.65,6.0,2024,79
4.0,1:04,2.0,10.0,SEA 49,36.0,24.0,Geno Smith pass incomplete deep right intended for D.K. Metcalf,1.65,0.96,6.0,2024,79
4.0,0:56,3.0,10.0,SEA 49,36.0,24.0,Geno Smith pass incomplete deep left intended for Jake Bobo (defended by Fred Warner),0.96,-0.13,6.0,2024,79
4.0,0:51,4.0,10.0,SEA 49,36.0,24.0,Geno Smith pass complete short right to Noah Fant for 12 yards (tackle by Deommodore Lenoir),-0.13,2.98,6.0,2024,79
4.0,0:45,1.0,10.0,SFO 39,36.0,24.0,"Penalty on Jake Bobo: False Start, 5 yards (accepted) (no play)",2.98,2.65,6.0,2024,79
4.0,0:45,1.0,15.0,SFO 44,36.0,24.0,Geno Smith sacked by Sam Okuayinonu for -6 yards,2.65,0.96,6.0,2024,79
4.0,0:40,,,,,,Timeout #3 by Seattle Seahawks,,,6.0,2024,79
4.0,0:40,2.0,21.0,SEA 50,36.0,24.0,Geno Smith pass complete short left to Noah Fant for 11 yards (tackle by Renardo Green),0.96,1.75,6.0,2024,79
4.0,0:21,3.0,10.0,SFO 39,36.0,24.0,Geno Smith spiked the ball,1.75,0.66,6.0,2024,79
4.0,0:20,4.0,10.0,SFO 39,36.0,24.0,Geno Smith pass incomplete deep right,0.66,-1.53,6.0,2024,79
4.0,0:11,1.0,10.0,SFO 39,36.0,24.0,Brock Purdy kneels for -1 yards,1.53,0.85,6.0,2024,79
