Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA,week,year,game_id
4.0,3:16,2.0,5.0,PHI 32,24.0,2.0,Carson Wentz pass incomplete short middle intended for J.D. McKissic,3.25,2.54,3.0,2022,42
4.0,3:14,3.0,5.0,PHI 32,24.0,2.0,Carson Wentz pass complete short left to Terry McLaurin for 15 yards (tackle by Zech McPhearson),2.54,4.44,3.0,2022,42
4.0,2:51,1.0,10.0,PHI 17,24.0,2.0,Carson Wentz pass incomplete short right,4.44,3.85,3.0,2022,42
4.0,2:37,2.0,10.0,PHI 17,24.0,2.0,Carson Wentz pass complete short middle to Dax Milne for 12 yards (tackle by Marcus Epps),3.85,6.06,3.0,2022,42
4.0,2:09,1.0,5.0,PHI 5,24.0,2.0,Antonio Gibson up the middle for 4 yards (tackle by Jordan Davis and Kyzir White),6.06,5.91,3.0,2022,42
4.0,2:00,2.0,1.0,PHI 1,24.0,8.0,"Antonio Gibson left guard for 1 yard, touchdown",5.91,7.0,3.0,2022,42
4.0,1:55,,,PHI 2,24.0,8.0,Two Point Attempt: Carson Wentz pass incomplete. Interception by Marcus Epps,1.0,-1.0,3.0,2022,42
4.0,1:55,,,WAS 35,24.0,8.0,"Joey Slye kicks onside 10 yards, returned by Dallas Goedert for no gain",0.0,2.59,3.0,2022,42
4.0,1:55,1.0,10.0,WAS 45,24.0,8.0,Miles Sanders up the middle for 2 yards (tackle by William Bradley-King and Benning Potoa'e),2.59,2.31,3.0,2022,42
4.0,1:49,,,,,,Timeout #1 by Washington Commanders,,,3.0,2022,42
4.0,1:49,2.0,8.0,WAS 43,24.0,8.0,Miles Sanders right guard for 5 yards (tackle by Milo Eifler),2.31,2.28,3.0,2022,42
4.0,1:46,,,,,,Timeout #2 by Washington Commanders,,,3.0,2022,42
4.0,1:46,3.0,3.0,WAS 38,24.0,8.0,Miles Sanders right tackle for -1 yards (tackle by Shaka Toney),2.28,0.66,3.0,2022,42
4.0,1:41,,,,,,Timeout #3 by Washington Commanders,,,3.0,2022,42
4.0,1:41,4.0,4.0,WAS 39,24.0,8.0,Jalen Hurts pass complete short right to A.J. Brown for 10 yards (tackle by Christian Holmes),0.66,3.64,3.0,2022,42
4.0,1:03,1.0,10.0,WAS 29,24.0,8.0,Jalen Hurts kneels for -2 yards,3.64,2.83,3.0,2022,42
4.0,0:31,2.0,12.0,WAS 31,24.0,8.0,Jalen Hurts kneels for -1 yards,2.83,2.02,3.0,2022,42
