Quarter,Time,Down,ToGo,Location,MIN,GNB,Detail,EPB,EPA,week,year,game_id
4.0,4:28,1.0,10.0,MIN 24,24.0,10.0,Alexander Mattison left tackle for no gain (tackle by Tedarrell Slaton and Kenny Clark),0.54,0.0,8.0,2023,110
4.0,4:23,,,,,,Timeout #3 by Green Bay Packers,,,8.0,2023,110
4.0,4:23,2.0,10.0,MIN 24,24.0,10.0,Alexander Mattison left end for 2 yards (tackle by Rashan Gary and Jonathan Owens),0.0,-0.43,8.0,2023,110
4.0,3:39,3.0,8.0,MIN 26,24.0,10.0,Jaren Hall pass complete short left to K.J. Osborn for 3 yards (tackle by Preston Smith and Rudy Ford),-0.43,-1.44,8.0,2023,110
4.0,2:53,4.0,5.0,MIN 29,24.0,10.0,"Ryan Wright punts 47 yards, returned by Keisean Nixon for 6 yards (tackle by Nick Vigil and Jay Ward). Penalty on Eric Wilson: Offensive Holding, 10 yards (accepted)",-1.44,-0.28,8.0,2023,110
4.0,2:41,1.0,10.0,GNB 20,24.0,10.0,Jordan Love pass incomplete deep left intended for Romeo Doubs,0.28,-0.27,8.0,2023,110
4.0,2:33,2.0,10.0,GNB 20,24.0,10.0,Jordan Love pass complete deep left to Jayden Reed for 34 yards (tackle by Camryn Bynum),-0.27,2.52,8.0,2023,110
4.0,2:22,1.0,10.0,MIN 46,24.0,10.0,"Penalty on Rasheed Walker: False Start, 5 yards (accepted) (no play)",2.52,2.19,8.0,2023,110
4.0,2:22,1.0,15.0,GNB 49,24.0,10.0,Jordan Love pass complete short right to Dontayvion Wicks for 17 yards (tackle by Andrew Booth),2.19,3.31,8.0,2023,110
4.0,2:03,1.0,10.0,MIN 34,24.0,10.0,Jordan Love pass incomplete deep right intended for Christian Watson,3.31,2.77,8.0,2023,110
4.0,1:58,2.0,10.0,MIN 34,24.0,10.0,Jordan Love pass incomplete deep middle intended for Christian Watson (defended by Mekhi Blackmon),2.77,2.08,8.0,2023,110
4.0,1:51,3.0,10.0,MIN 34,24.0,10.0,"Jordan Love sacked by Danielle Hunter for -10 yards. Jordan Love fumbles (forced by Danielle Hunter), recovered by Zach Tom at MIN-44",2.08,0.33,8.0,2023,110
4.0,1:22,4.0,20.0,MIN 44,24.0,10.0,Jordan Love pass incomplete deep middle intended for Romeo Doubs (defended by Mekhi Blackmon),0.33,-1.86,8.0,2023,110
4.0,1:17,1.0,10.0,MIN 44,24.0,10.0,Jaren Hall kneels for no gain,1.86,1.32,8.0,2023,110
4.0,0:39,2.0,10.0,MIN 44,24.0,10.0,Jaren Hall kneels for -1 yards,1.32,0.5,8.0,2023,110
