Quarter,Time,Down,ToGo,Location,NWE,LVR,Detail,EPB,EPA,week,year,game_id
4.0,2:06,2.0,10.0,LVR 19,24.0,17.0,Derek Carr pass incomplete deep middle intended for Mack Hollins (defended by Jonathan Jones),-0.39,-1.07,15.0,2022,220
4.0,2:01,3.0,10.0,LVR 19,24.0,17.0,Derek Carr pass incomplete deep middle intended for Mack Hollins,-1.07,-2.14,15.0,2022,220
4.0,1:54,4.0,10.0,LVR 19,24.0,17.0,Derek Carr pass complete short left to Mack Hollins for 12 yards (tackle by Marcus Jones),-2.14,1.0,15.0,2022,220
4.0,1:28,1.0,10.0,LVR 31,24.0,17.0,Derek Carr pass complete short left to Mack Hollins for 13 yards (tackle by Marcus Jones),1.0,1.86,15.0,2022,220
4.0,1:25,1.0,10.0,LVR 44,24.0,17.0,Derek Carr pass complete short right to Josh Jacobs for 6 yards (tackle by Myles Bryant),1.86,2.13,15.0,2022,220
4.0,1:05,2.0,4.0,LVR 50,24.0,17.0,Derek Carr pass complete deep middle to Darren Waller for 20 yards (tackle by Devin McCourty),2.13,3.58,15.0,2022,220
4.0,0:46,1.0,10.0,NWE 30,24.0,17.0,Derek Carr pass incomplete short right,3.58,3.03,15.0,2022,220
4.0,0:37,2.0,10.0,NWE 30,24.0,23.0,"Derek Carr pass complete deep left to Keelan Cole for 30 yards, touchdown Replay Assistant challenged the pass completion ruling, and the play was upheld.",3.03,7.0,15.0,2022,220
4.0,0:32,,,NWE 15,24.0,24.0,Daniel Carlson kicks extra point good,0.0,0.0,15.0,2022,220
4.0,0:32,,,LVR 35,24.0,24.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,15.0,2022,220
4.0,0:32,1.0,10.0,NWE 25,24.0,24.0,Mac Jones pass complete short right to Jakobi Meyers for 8 yards (tackle by Denzel Perryman),0.61,1.14,15.0,2022,220
4.0,0:25,,,,,,Timeout #2 by New England Patriots,,,15.0,2022,220
4.0,0:25,2.0,2.0,NWE 33,24.0,24.0,Mac Jones pass incomplete short left intended for Nelson Agholor,1.14,0.43,15.0,2022,220
4.0,0:20,3.0,2.0,NWE 33,24.0,24.0,Rhamondre Stevenson for 12 yards (tackle by Maxx Crosby and Duron Harmon),0.43,1.93,15.0,2022,220
4.0,0:14,,,,,,Timeout #3 by New England Patriots,,,15.0,2022,220
4.0,0:14,1.0,10.0,NWE 45,24.0,24.0,Mac Jones pass incomplete short right,1.93,1.38,15.0,2022,220
4.0,0:10,2.0,10.0,NWE 45,24.0,24.0,Mac Jones pass incomplete short right intended for Jakobi Meyers (defended by Amik Robertson),1.38,0.7,15.0,2022,220
4.0,0:03,3.0,10.0,NWE 45,24.0,30.0,"Rhamondre Stevenson for 23 yards, lateral to Jakobi Meyers for no gain. Jakobi Meyers fumbles, recovered by Chandler Jones at NE-48 and returned for 48 yards, touchdown",0.7,-7.0,15.0,2022,220
