Quarter,Time,Down,ToGo,Location,IND,MIN,Detail,EPB,EPA,week,year,game_id
4,4:47,2.0,5.0,IND 30,36.0,28.0,Zack Moss right guard for 2 yards (tackle by Dalvin Tomlinson and Harrison Phillips),0.74,0.3,15.0,2022,210
4,4:12,3.0,3.0,IND 32,36.0,28.0,Matt Ryan pass complete short right to Parris Campbell for 6 yards (tackle by Patrick Peterson),0.3,1.47,15.0,2022,210
4,3:27,1.0,10.0,IND 38,36.0,28.0,"Deon Jackson right guard for 4 yards (tackle by Za'Darius Smith) MIN challenged the fumble ruling, and the original play was overturned. Deon Jackson right guard for 1 yard. Deon Jackson fumbles (forced by Harrison Phillips) (tackle by Za'Darius Smith), recovered by Chandon Sullivan at IND-39. Penalty on Chandon Sullivan: Unsportsmanlike Conduct / Defense, 15 yards (accepted)",1.47,-1.99,15.0,2022,210
4,3:25,1.0,10.0,MIN 46,36.0,28.0,Kirk Cousins pass complete short right to Justin Jefferson for 7 yards (tackle by Stephon Gilmore),1.99,2.4,15.0,2022,210
4,3:21,2.0,3.0,IND 47,36.0,28.0,Kirk Cousins pass incomplete deep right intended for T.J. Hockenson (defended by Rodney McLeod),2.4,1.69,15.0,2022,210
4,3:17,3.0,3.0,IND 47,36.0,28.0,Kirk Cousins pass complete short right to Justin Jefferson for 7 yards (tackle by Stephon Gilmore),1.69,2.92,15.0,2022,210
4,3:12,1.0,10.0,IND 40,36.0,28.0,Kirk Cousins pass incomplete deep left intended for T.J. Hockenson,2.92,2.37,15.0,2022,210
4,3:07,2.0,10.0,IND 40,36.0,28.0,Kirk Cousins pass incomplete short right intended for Adam Thielen,2.37,1.68,15.0,2022,210
4,3:03,3.0,10.0,IND 40,36.0,28.0,Kirk Cousins pass incomplete short left intended for Justin Jefferson (defended by Stephon Gilmore),1.68,0.59,15.0,2022,210
4,2:57,4.0,10.0,IND 40,36.0,28.0,"Penalty on Christian Darrisaw: False Start, 5 yards (accepted) (no play)",0.59,0.27,15.0,2022,210
4,2:57,4.0,15.0,IND 45,36.0,28.0,Kirk Cousins scrambles left tackle for 1 yard (tackle by Dayo Odeyingbo),0.27,-1.86,15.0,2022,210
4,2:52,1.0,10.0,IND 44,36.0,28.0,Zack Moss left end for 11 yards (tackle by Chandon Sullivan),1.86,2.59,15.0,2022,210
4,2:45,1.0,10.0,MIN 45,36.0,28.0,Zack Moss left tackle for 1 yard (tackle by Khyiris Tonga),2.59,2.18,15.0,2022,210
4,2:40,,,,,,Timeout #1 by Minnesota Vikings,,,15.0,2022,210
4,2:40,2.0,9.0,MIN 44,36.0,28.0,Zack Moss left tackle for 2 yards (tackle by Eric Kendricks),2.18,1.75,15.0,2022,210
4,2:37,,,,,,Timeout #2 by Minnesota Vikings,,,15.0,2022,210
4,2:37,3.0,7.0,MIN 42,36.0,28.0,Zack Moss left end for 6 yards (tackle by Harrison Smith and D.J. Wonnum),1.75,0.89,15.0,2022,210
4,2:31,,,,,,Timeout #3 by Minnesota Vikings,,,15.0,2022,210
4,2:31,,,,,,Timeout #1 by Indianapolis Colts,,,15.0,2022,210
4,2:31,4.0,1.0,MIN 36,36.0,28.0,"Matt Ryan up the middle for no gain (tackle by Jordan Hicks and Eric Kendricks) IND challenged the first down ruling, and the play was upheld.",0.89,-1.33,15.0,2022,210
4,2:28,1.0,10.0,MIN 36,36.0,34.0,"Kirk Cousins pass complete short left to Dalvin Cook for 64 yards, touchdown",1.33,7.0,15.0,2022,210
4,2:15,,,IND 2,36.0,36.0,Two Point Attempt: Kirk Cousins pass complete to to T.J. Hockenson for no gain,1.0,1.0,15.0,2022,210
4,2:15,,,MIN 35,36.0,36.0,"Greg Joseph kicks off 71 yards, returned by Dallis Flowers for 31 yards (tackle by Luiji Vilain)",0.0,0.61,15.0,2022,210
4,2:11,1.0,10.0,IND 25,36.0,36.0,Matt Ryan sacked by Eric Kendricks for -8 yards,0.61,-1.15,15.0,2022,210
4,2:00,2.0,18.0,IND 17,36.0,36.0,Matt Ryan pass complete short right to Kylen Granson for 13 yards (tackle by Harrison Smith),-1.15,0.04,15.0,2022,210
4,1:55,3.0,5.0,IND 30,36.0,36.0,Matt Ryan pass complete short middle to Michael Pittman for 4 yards (tackle by Duke Shelley),0.04,-1.11,15.0,2022,210
4,1:20,4.0,1.0,IND 34,36.0,36.0,"Penalty on Bernhard Raimann: False Start, 5 yards (accepted) (no play)",-1.11,-1.44,15.0,2022,210
4,1:22,4.0,6.0,IND 29,36.0,36.0,Matt Haack punts 45 yards downed by JoJo Domann,-1.44,-0.67,15.0,2022,210
4,1:10,1.0,10.0,MIN 26,36.0,36.0,Kirk Cousins pass incomplete deep left intended for T.J. Hockenson,0.67,0.13,15.0,2022,210
4,1:05,2.0,10.0,MIN 26,36.0,36.0,Kirk Cousins pass complete short middle to T.J. Hockenson for 9 yards (tackle by Bobby Okereke and Zaire Franklin),0.13,0.63,15.0,2022,210
4,0:42,3.0,1.0,MIN 35,36.0,36.0,Kirk Cousins sacked by Dayo Odeyingbo for no gain,0.63,-1.04,15.0,2022,210
4,0:22,,,,,,Timeout #3 by Indianapolis Colts,,,15.0,2022,210
4,0:22,4.0,1.0,MIN 35,36.0,36.0,Ryan Wright punts 63 yards downed by Jalen Nailor,-1.04,0.38,15.0,2022,210
4,0:13,1.0,10.0,IND 2,36.0,36.0,Matt Ryan kneels for -1 yards,-0.38,0.0,15.0,2022,210
,,,,,,,"Vikings won the coin toss, Vikings to receive the overtime kickoff.",,,15.0,2022,210
OT,10:00,,,IND 35,36.0,36.0,"Chase McLaughlin kicks off 69 yards, returned by Kene Nwangwu for 21 yards (tackle by E.J. Speed)",0.0,-0.06,15.0,2022,210
OT,9:56,1.0,10.0,MIN 17,36.0,36.0,Dalvin Cook right tackle for 1 yard (tackle by Grover Stewart and Bobby Okereke),-0.06,-0.42,15.0,2022,210
OT,9:20,2.0,9.0,MIN 18,36.0,36.0,"Kirk Cousins pass incomplete deep middle intended for Justin Jefferson. Penalty on DeForest Buckner: Roughing the Passer, 15 yards (accepted) (no play)",-0.42,1.14,15.0,2022,210
OT,9:15,1.0,10.0,MIN 33,36.0,36.0,Kirk Cousins pass complete short left to Dalvin Cook for 6 yards (tackle by Bobby Okereke),1.14,1.4,15.0,2022,210
OT,8:38,2.0,4.0,MIN 39,36.0,36.0,Kirk Cousins pass complete short right to K.J. Osborn for 11 yards (tackle by Isaiah Rodgers and Rodney Thomas),1.4,2.26,15.0,2022,210
OT,8:17,1.0,10.0,MIN 50,36.0,36.0,Kirk Cousins pass complete short right to Johnny Mundt for 7 yards (tackle by Bobby Okereke and Isaiah Rodgers),2.26,2.66,15.0,2022,210
OT,7:37,2.0,3.0,IND 43,36.0,36.0,Dalvin Cook up the middle for 4 yards (tackle by Grover Stewart and Bobby Okereke),2.66,2.98,15.0,2022,210
OT,6:58,1.0,10.0,IND 39,36.0,36.0,Kirk Cousins sacked by Kwity Paye for -4 yards,2.98,1.9,15.0,2022,210
OT,6:15,2.0,14.0,IND 43,36.0,36.0,Kirk Cousins pass incomplete short middle intended for K.J. Osborn (defended by DeForest Buckner),1.9,1.22,15.0,2022,210
OT,6:09,3.0,14.0,IND 43,36.0,36.0,"Kirk Cousins pass complete short middle to T.J. Hockenson for no gain (tackle by Julian Blackmon). Penalty on Ezra Cleveland: Offensive Holding, 10 yards (accepted) (no play)",1.22,-0.1,15.0,2022,210
OT,5:43,3.0,24.0,MIN 47,36.0,36.0,Kirk Cousins pass complete short middle to T.J. Hockenson for 14 yards (tackle by Zaire Franklin),-0.1,0.66,15.0,2022,210
OT,4:58,4.0,10.0,IND 39,36.0,36.0,"Ryan Wright punts 26 yards, fair catch by Dallis Flowers at IND-13",0.66,0.32,15.0,2022,210
OT,4:50,1.0,10.0,IND 13,36.0,36.0,Zack Moss left tackle for 5 yards (tackle by Eric Kendricks and Jordan Hicks),-0.32,-0.14,15.0,2022,210
OT,4:17,2.0,5.0,IND 18,36.0,36.0,Matt Ryan pass complete short middle to Michael Pittman for 15 yards (tackle by Patrick Peterson),-0.14,1.14,15.0,2022,210
OT,3:53,1.0,10.0,IND 33,36.0,36.0,"Matt Ryan sacked by and Za'Darius Smith for no gain and Danielle Hunter for no gain. Matt Ryan fumbles (forced by Za'Darius Smith), recovered by Alec Pierce at IND-34 Replay Assistant challenged the fumble ruling, and the play was upheld.",1.14,0.73,15.0,2022,210
OT,2:57,2.0,9.0,IND 34,36.0,36.0,Matt Ryan pass incomplete short left intended for Michael Pittman (defended by Duke Shelley),0.73,0.04,15.0,2022,210
OT,2:54,3.0,9.0,IND 34,36.0,36.0,Matt Ryan pass complete short right to Michael Pittman for 9 yards (tackle by Duke Shelley),0.04,1.8,15.0,2022,210
OT,2:23,1.0,10.0,IND 43,36.0,36.0,Zack Moss left tackle for 1 yard (tackle by Harrison Phillips),1.8,1.39,15.0,2022,210
OT,2:00,2.0,9.0,IND 44,36.0,36.0,Matt Ryan pass complete short left to Michael Pittman for no gain (tackle by Kris Boyd and Harrison Phillips),1.39,0.69,15.0,2022,210
OT,1:53,,,,,,Timeout #1 by Minnesota Vikings,,,15.0,2022,210
OT,1:53,3.0,9.0,IND 44,36.0,36.0,Matt Ryan pass incomplete short left intended for Alec Pierce,0.69,-0.46,15.0,2022,210
OT,1:49,4.0,9.0,IND 44,36.0,36.0,Matt Haack punts 38 yards downed by Ashton Dulin,-0.46,-0.04,15.0,2022,210
OT,1:41,1.0,10.0,MIN 18,36.0,36.0,Dalvin Cook up the middle for 6 yards (tackle by Kwity Paye),0.04,0.41,15.0,2022,210
OT,1:12,2.0,4.0,MIN 24,36.0,36.0,Kirk Cousins pass complete short left to K.J. Osborn for 15 yards (tackle by Julian Blackmon),0.41,1.53,15.0,2022,210
OT,0:48,1.0,10.0,MIN 39,36.0,36.0,Kirk Cousins pass complete deep right to Adam Thielen for 21 yards (tackle by Isaiah Rodgers),1.53,2.92,15.0,2022,210
OT,0:24,1.0,10.0,IND 40,36.0,36.0,Kirk Cousins pass incomplete short right intended for T.J. Hockenson,2.92,2.37,15.0,2022,210
OT,0:20,2.0,10.0,IND 40,36.0,36.0,Kirk Cousins pass complete short right to Justin Jefferson for 13 yards (tackle by Ifeadi Odenigbo),2.37,3.78,15.0,2022,210
OT,0:05,1.0,10.0,IND 27,36.0,36.0,"Penalty on Ifeadi Odenigbo: Defensive Delay of Game, 5 yards (accepted) (no play)",3.78,4.11,15.0,2022,210
OT,0:07,1.0,10.0,IND 22,36.0,39.0,Greg Joseph 40 yard field goal good,4.11,3.0,15.0,2022,210
